gpu_name,application_name,Input Size,num_of_cores,max_clock_rate,l1_cache_used,threads_number,l1_global_load_hit,l1_global_load_miss,Global Load Transactions,Global Store Transactions,L1 Global Hit Rate,L2 Hit Rate (L1 Reads),Shared Load Transactions,Shared Store Transactions,Duration
TitanX,matMul_gpu_sharedmem_uncoalesced,6144,3072,1076,0,37748736,0,0,28991029248,37748736,0,484.026295,36238786560,7247757312,1.660873
TitanX,matMul_gpu_sharedmem_uncoalesced,6400,3072,1076,0,40960000,0,0,32768000000,40960000,0,483.615865,40960000000,8192000000,1.855703
TitanX,matMul_gpu_sharedmem_uncoalesced,6656,3072,1076,0,44302336,0,0,36859543552,44302336,0,480.282326,46074429440,9214885888,2.096865
TitanX,matMul_gpu_sharedmem_uncoalesced,6912,3072,1076,0,47775744,0,0,41278242816,47775744,0,482.310399,51597803520,10319560704,2.35437
TitanX,matMul_gpu_sharedmem_uncoalesced,7168,3072,1076,0,51380224,0,0,46036680704,51380224,0,483.124156,57545850880,11509170176,2.606781
TitanX,matMul_gpu_sharedmem_uncoalesced,7424,3072,1076,0,55115776,0,0,51147440128,55115776,0,483.406297,63934300160,12786860032,2.915852
TitanX,matMul_gpu_sharedmem_uncoalesced,7680,3072,1076,0,58982400,0,0,56623104000,58982400,0,483.031806,70778880000,14155776000,3.259018
TitanX,matMul_gpu_sharedmem_uncoalesced,7936,3072,1076,0,62980096,0,0,62476255232,62980096,0,480.436971,78095319040,15619063808,3.613126
TitanX,matMul_gpu_sharedmem_uncoalesced,8192,3072,1076,0,67108864,0,0,68719476736,67108864,0,480.174976,85899345920,17179869184,4.013993
TitanX,matMul_gpu_uncoalesced,256,3072,1076,0,65536,0,0,18874368,65536,0,878.445762,0,0,0.000799212
TitanX,matMul_gpu_uncoalesced,512,3072,1076,0,262144,0,0,150994944,262144,0,1455.599624,0,0,0.003851355
TitanX,matMul_gpu_uncoalesced,768,3072,1076,0,589824,0,0,509607936,589824,0,1471.0797,0,0,0.013003
TitanX,matMul_gpu_uncoalesced,1024,3072,1076,0,1048576,0,0,1207959552,1048576,0,1367.937248,0,0,0.029289
TitanX,matMul_gpu_uncoalesced,1280,3072,1076,0,1638400,0,0,2359296000,1638400,0,1277.998058,0,0,0.059663
TitanX,matMul_gpu_uncoalesced,1536,3072,1076,0,2359296,0,0,4076863488,2359296,0,1291.805721,0,0,0.101348
TitanX,matMul_gpu_uncoalesced,1792,3072,1076,0,3211264,0,0,6473908224,3211264,0,1283.830626,0,0,0.158602
TitanX,matMul_gpu_uncoalesced,2048,3072,1076,0,4194304,0,0,9663676416,4194304,0,1345.967938,0,0,0.220635
TitanX,matMul_gpu_uncoalesced,2304,3072,1076,0,5308416,0,0,13759414272,5308416,0,1303.228664,0,0,0.332986
TitanX,matMul_gpu_uncoalesced,2560,3072,1076,0,6553600,0,0,18874368000,6553600,0,1321.479192,0,0,0.43069
TitanX,matMul_gpu_uncoalesced,2816,3072,1076,0,7929856,0,0,25121783808,7929856,0,1286.353717,0,0,0.557312
TitanX,matMul_gpu_uncoalesced,3072,3072,1076,0,9437184,0,0,32614907904,9437184,0,1292.683741,0,0,0.705082
TitanX,matMul_gpu_uncoalesced,3328,3072,1076,0,11075584,0,0,41466986496,11075584,0,1287.266491,0,0,0.922162
TitanX,matMul_gpu_uncoalesced,3584,3072,1076,0,12845056,0,0,51791265792,12845056,0,1289.550637,0,0,1.11976
TitanX,matMul_gpu_uncoalesced,3840,3072,1076,0,14745600,0,0,63700992000,14745600,0,1264.984574,0,0,1.385346
TitanX,matMul_gpu_uncoalesced,4096,3072,1076,0,16777216,0,0,77309411328,16777216,0,1233.710598,0,0,1.761988
TitanX,matMul_gpu_uncoalesced,4352,3072,1076,0,18939904,0,0,92729769984,18939904,0,1259.580785,0,0,2.039201
TitanX,matMul_gpu_uncoalesced,4608,3072,1076,0,21233664,0,0,110075314176,21233664,0,1260.972568,0,0,2.372734
TitanX,matMul_gpu_uncoalesced,4864,3072,1076,0,23658496,0,0,129459290112,23658496,0,1176.759057,0,0,2.985775
TitanX,matMul_gpu_uncoalesced,5120,3072,1076,0,26214400,0,0,150994944000,26214400,0,1201.933845,1,1,3.389373
TitanX,matMul_gpu_uncoalesced,5376,3072,1076,0,28901376,0,0,174795522048,28901376,0,1087.166464,0,0,4.423229
TitanX,matMul_gpu_uncoalesced,5632,3072,1076,0,31719424,0,0,200974270464,31719424,0,1043.831302,0,0,5.503923
TitanX,matMul_gpu_uncoalesced,5888,3072,1076,0,34668544,0,0,229644435456,34668544,0,981.331952,0,0,6.848989
TitanX,matMul_gpu_uncoalesced,6144,3072,1076,0,37748736,0,0,260919263232,37748736,0,1048.442455,0,0,7.298416
TitanX,matMul_gpu_uncoalesced,6400,3072,1076,0,40960000,0,0,294912000000,40960000,0,880.138728,0,0,10.003068
TitanX,matMul_gpu_uncoalesced,6656,3072,1076,0,44302336,0,0,331735891968,44302336,0,827.321083,0,0,12.177972
TitanX,matMul_gpu_uncoalesced,6912,3072,1076,0,47775744,0,0,371504185344,47775744,0,780.876586,0,0,14.595103
TitanX,matMul_gpu_sharedmem,256,3072,1076,0,65536,0,0,524288,8192,0,384.093773,786432,65536,0.000053153
TitanX,matMul_gpu_sharedmem,512,3072,1076,0,262144,0,0,4194304,32768,0,464.408349,6291456,524288,0.000348964
TitanX,matMul_gpu_sharedmem,768,3072,1076,0,589824,0,0,14155776,73728,0,476.462022,21233664,1769472,0.001146093
TitanX,matMul_gpu_sharedmem,1024,3072,1076,0,1048576,0,0,33554432,131072,0,470.05742,50331648,4194304,0.002721438
TitanX,matMul_gpu_sharedmem,1280,3072,1076,0,1638400,0,0,65536000,204800,0,459.515197,98304000,8192000,0.005353533
TitanX,matMul_gpu_sharedmem,1536,3072,1076,0,2359296,0,0,113246208,294912,0,454.883516,169869312,14155776,0.009250027
TitanX,matMul_gpu_sharedmem,1792,3072,1076,0,3211264,0,0,179830784,401408,0,390.495482,269746176,22478848,0.014698
TitanX,matMul_gpu_sharedmem,2048,3072,1076,0,4194304,0,0,268435456,524288,0,398.257399,402653184,33554432,0.021688
TitanX,matMul_gpu_sharedmem,2304,3072,1076,0,5308416,0,0,382205952,663552,0,393.055917,573308928,47775744,0.031246
TitanX,matMul_gpu_sharedmem,2560,3072,1076,0,6553600,0,0,524288000,819200,0,390.376093,786432000,65536000,0.042814
TitanX,matMul_gpu_sharedmem,2816,3072,1076,0,7929856,0,0,697827328,991232,0,390.867576,1046740992,87228416,0.0572
TitanX,matMul_gpu_sharedmem,3072,3072,1076,0,9437184,0,0,905969664,1179648,0,391.925571,1358954496,113246208,0.07408
TitanX,matMul_gpu_sharedmem,3328,3072,1076,0,11075584,0,0,1151860736,1384448,0,390.592529,1727791104,143982592,0.09373
TitanX,matMul_gpu_sharedmem,3584,3072,1076,0,12845056,0,0,1438646272,1605632,0,388.460402,2157969408,179830784,0.118017
TitanX,matMul_gpu_sharedmem,3840,3072,1076,0,14745600,0,0,1769472000,1843200,0,391.785667,2654208000,221184000,0.143856
TitanX,matMul_gpu_sharedmem,4096,3072,1076,0,16777216,0,0,2147483648,2097152,0,399.684679,3221225472,268435456,0.160987
TitanX,matMul_gpu_sharedmem,4352,3072,1076,0,18939904,0,0,2575826944,2367488,0,390.838233,3863740416,321978368,0.208266
TitanX,matMul_gpu_sharedmem,4608,3072,1076,0,21233664,0,0,3057647616,2654208,0,393.012876,4586471424,382205952,0.239349
TitanX,matMul_gpu_sharedmem,4864,3072,1076,0,23658496,0,0,3596091392,2957312,0,392.451731,5394137088,449511424,0.28799
TitanX,matMul_gpu_sharedmem,5120,3072,1076,0,26214400,0,0,4194304000,3276800,0,392.83692,6291456000,524288000,0.324617
TitanX,matMul_gpu_sharedmem,5376,3072,1076,0,28901376,0,0,4855431168,3612672,0,392.616446,7283146752,606928896,0.382343
TitanX,matMul_gpu_sharedmem,5632,3072,1076,0,31719424,0,0,5582618624,3964928,0,392.534901,8373927936,697827328,0.429588
TitanX,matMul_gpu_sharedmem,5888,3072,1076,0,34668544,0,0,6379012096,4333568,0,391.284091,9568518144,797376512,0.496477
TitanX,matMul_gpu_sharedmem,6144,3072,1076,0,37748736,0,0,7247757312,4718592,0,393.428229,10871635968,905969664,0.548509
TitanX,matMul_gpu_sharedmem,6400,3072,1076,0,40960000,0,0,8192000000,5120000,0,392.914407,12288000000,1024000000,0.631046
TitanX,matMul_gpu_sharedmem,6656,3072,1076,0,44302336,0,0,9214885888,5537792,0,391.363922,13822328832,1151860736,0.699128
TitanX,matMul_gpu_sharedmem,6912,3072,1076,0,47775744,0,0,10319560704,5971968,0,389.100955,15479341056,1289945088,0.793544
TitanX,matMul_gpu_sharedmem,7168,3072,1076,0,51380224,0,0,11509170176,6422528,0,391.862998,17263755264,1438646272,0.890112
TitanX,matMul_gpu_sharedmem,7424,3072,1076,0,55115776,0,0,12786860032,6889472,0,384.136455,19180290048,1598357504,0.992329
TitanX,matMul_gpu_sharedmem,7680,3072,1076,0,58982400,0,0,14155776000,7372800,0,387.512511,21233664000,1769472000,1.091355
TitanX,matMul_gpu_sharedmem,7936,3072,1076,0,62980096,0,0,15619063808,7872512,0,380.834102,23428595712,1952382976,1.21543
TitanX,matMul_gpu_sharedmem,8192,3072,1076,0,67108864,0,0,17179869184,8388608,0,389.422176,25769803776,2147483648,1.301501
TitanBlack,matMul_gpu,128,3072,1088,0,16384,0,0,0,0,0,0,1.936959,0,0.000048288
TitanBlack,matMul_gpu,256,3072,1088,0,65536,0,0,0,0,0,0,1.918921,0,0.000342882
TitanBlack,matMul_gpu,512,3072,1088,0,262144,0,0,0,0,0,0,2.018735,0,0.002632658
TitanBlack,matMul_gpu,1024,3072,1088,0,1048576,0,0,0,0,0,0,2.020724,0,0.020243
TitanBlack,matMul_gpu,2048,3072,1088,0,4194304,0,0,0,0,0,0,2.019142,0,0.161159
TitanBlack,matMul_gpu,4096,3072,1088,0,16777216,0,0,0,0,0,0,2.020535,0,1.137026
TitanBlack,matMul_gpu_sharedmem_uncoalesced,128,3072,1088,0,16384,0,0,0,0,0,196608,0.886314,0,0.000053121
TitanBlack,matMul_gpu_sharedmem_uncoalesced,256,3072,1088,0,65536,0,0,0,0,0,1572864,0.921528,0,0.000344772
TitanBlack,matMul_gpu_sharedmem_uncoalesced,512,3072,1088,0,262144,0,0,0,0,0,12582912,0.919701,0,0.002673759
TitanBlack,matMul_gpu_sharedmem_uncoalesced,1024,3072,1088,0,1048576,0,0,0,0,0,100663296,0.917537,0,0.021199
TitanBlack,matMul_gpu_sharedmem_uncoalesced,2048,3072,1088,0,4194304,0,0,0,0,0,805306368,0.916895,0,0.169207
TitanBlack,matMul_gpu_sharedmem_uncoalesced,4096,3072,1088,0,16777216,0,0,0,0,0,6442450944,0.916618,0,1.197852
TitanBlack,matMul_gpu_uncoalesced,128,3072,1088,0,16384,0,0,0,0,0,0,0.820893,0,0.000212962
TitanBlack,matMul_gpu_uncoalesced,256,3072,1088,0,65536,0,0,0,0,0,0,0.795888,0,0.001581294
TitanBlack,matMul_gpu_uncoalesced,512,3072,1088,0,262144,0,0,0,0,0,0,0.802853,0,0.011441
TitanBlack,matMul_gpu_uncoalesced,1024,3072,1088,0,1048576,0,0,0,0,0,0,0.800294,0,0.091231
TitanBlack,matMul_gpu_uncoalesced,2048,3072,1088,0,4194304,0,0,0,0,0,0,0.799834,0,0.653466
TitanBlack,matMul_gpu_sharedmem,128,3072,1088,0,16384,0,0,0,0,0,98304,1.32992,0,0.00001904
TitanBlack,matMul_gpu_sharedmem,256,3072,1088,0,65536,0,0,0,0,0,786432,1.475312,0,0.000112417
TitanBlack,matMul_gpu_sharedmem,512,3072,1088,0,262144,0,0,0,0,0,6291456,1.510539,0,0.000816618
TitanBlack,matMul_gpu_sharedmem,1024,3072,1088,0,1048576,0,0,0,0,0,50331648,1.484123,0,0.006535728
TitanBlack,matMul_gpu_sharedmem,2048,3072,1088,0,4194304,0,0,0,0,0,402653184,1.481096,0,0.051986
TitanBlack,matMul_gpu_sharedmem,4096,3072,1088,0,16777216,0,0,0,0,0,3221225472,1.47843,0,0.39121
TitanBlack,matMul_gpu_sharedmem,8192,3072,1088,0,67108864,0,0,0,0,0,25769803776,1.481855,0,2.84899
GTX-980,matMul_gpu,128,2048,1216,0,16384,0,0,786432,2048,0,279.526996,0,0,0.000027136
GTX-980,matMul_gpu,256,2048,1216,0,65536,0,0,6291456,8192,0,367.020964,0,0,0.000165891
GTX-980,matMul_gpu,512,2048,1216,0,262144,0,0,50331648,32768,0,454.507441,0,0,0.001231989
GTX-980,matMul_gpu,1024,2048,1216,0,1048576,0,0,402653184,131072,0,459.68362,0,0,0.009748581
GTX-980,matMul_gpu,2048,2048,1216,0,4194304,0,0,3221225472,524288,0,413.75583,0,0,0.077711
GTX-980,matMul_gpu,4096,2048,1216,0,16777216,0,0,25769803776,2097152,0,386.860086,0,0,0.640782
GTX-980,matMul_gpu_sharedmem_uncoalesced,128,2048,1216,0,16384,0,0,262144,16384,0,138.147192,327680,65536,0.000025697
GTX-980,matMul_gpu_sharedmem_uncoalesced,256,2048,1216,0,65536,0,0,2097152,65536,0,180.435586,2621440,524288,0.000170339
GTX-980,matMul_gpu_sharedmem_uncoalesced,512,2048,1216,0,262144,0,0,16777216,262144,0,186.916726,20971520,4194304,0.001329276
GTX-980,matMul_gpu_sharedmem_uncoalesced,1024,2048,1216,0,1048576,0,0,134217728,1048576,0,187.690576,167772160,33554432,0.010601
GTX-980,matMul_gpu_sharedmem_uncoalesced,2048,2048,1216,0,4194304,0,0,1073741824,4194304,0,170.264769,1342177280,268435456,0.094619
GTX-980,matMul_gpu_sharedmem_uncoalesced,4096,2048,1216,0,16777216,0,0,8589934592,16777216,0,169.481686,10737418240,2147483648,0.685824
GTX-980,matMul_gpu_sharedmem_uncoalesced,8192,2048,1216,0,67108864,0,0,68719476736,67108864,0,169.244397,85899345920,17179869184,5.417548
GTX-980,matMul_gpu_uncoalesced,128,2048,1216,0,16384,0,0,2359296,16384,0,241.881875,0,0,0.000136355
GTX-980,matMul_gpu_uncoalesced,256,2048,1216,0,65536,0,0,18874368,65536,0,322.722717,0,0,0.000814736
GTX-980,matMul_gpu_uncoalesced,512,2048,1216,0,262144,0,0,150994944,262144,0,478.445199,0,0,0.004568252
GTX-980,matMul_gpu_uncoalesced,1024,2048,1216,0,1048576,0,0,1207959552,1048576,0,478.278369,0,0,0.036037
GTX-980,matMul_gpu_uncoalesced,2048,2048,1216,0,4194304,0,0,9663676416,4194304,0,480.030385,0,0,0.278245
GTX-980,matMul_gpu_uncoalesced,4096,2048,1216,0,16777216,0,0,77309411328,16777216,0,470.844564,0,0,2.079129
GTX-980,matMul_gpu_sharedmem,128,2048,1216,0,16384,0,0,65536,2048,0,87.037656,98304,8192,0.000009696
GTX-980,matMul_gpu_sharedmem,256,2048,1216,0,65536,0,0,524288,8192,0,146.233037,786432,65536,0.000051937
GTX-980,matMul_gpu_sharedmem,512,2048,1216,0,262144,0,0,4194304,32768,0,141.265923,6291456,524288,0.000395751
GTX-980,matMul_gpu_sharedmem,1024,2048,1216,0,1048576,0,0,33554432,131072,0,152.590731,50331648,4194304,0.003282295
GTX-980,matMul_gpu_sharedmem,2048,2048,1216,0,4194304,0,0,268435456,524288,0,143.631161,402653184,33554432,0.026114
GTX-980,matMul_gpu_sharedmem,4096,2048,1216,0,16777216,0,0,2147483648,2097152,0,142.397484,3221225472,268435456,0.207535
GTX-980,matMul_gpu_sharedmem,8192,2048,1216,0,67108864,0,0,17179869184,8388608,0,140.685195,25769803776,2147483648,1.705978
GTX-970,matMul_gpu,256,3072,1076,0,65536,0,0,6291456,8192,0,370.471358,0,0,0.000205629
GTX-970,matMul_gpu,512,3072,1076,0,262144,0,0,50331648,32768,0,407.136948,0,0,0.001491787
GTX-970,matMul_gpu,768,3072,1076,0,589824,0,0,169869312,73728,0,411.036382,0,0,0.005018904
GTX-970,matMul_gpu,1024,3072,1076,0,1048576,0,0,402653184,131072,0,409.054294,0,0,0.011676
GTX-970,matMul_gpu,1280,3072,1076,0,1638400,0,0,786432000,204800,0,369.009111,0,0,0.023619
GTX-970,matMul_gpu,1536,3072,1076,0,2359296,0,0,1358954496,294912,0,363.102698,0,0,0.039533
GTX-970,matMul_gpu,1792,3072,1076,0,3211264,0,0,2157969408,401408,0,354.948204,0,0,0.063111
GTX-970,matMul_gpu,2048,3072,1076,0,4194304,0,0,3221225472,524288,0,361.257691,0,0,0.091156
GTX-970,matMul_gpu,2304,3072,1076,0,5308416,0,0,4586471424,663552,0,361.603567,0,0,0.133473
GTX-970,matMul_gpu,2560,3072,1076,0,6553600,0,0,6291456000,819200,0,346.682668,0,0,0.184036
GTX-970,matMul_gpu,2816,3072,1076,0,7929856,0,0,8373927936,991232,0,352.092752,0,0,0.237106
GTX-970,matMul_gpu,3072,3072,1076,0,9437184,0,0,10871635968,1179648,0,350.026964,0,0,0.299905
GTX-970,matMul_gpu,3328,3072,1076,0,11075584,0,0,13822328832,1384448,0,351.602647,0,0,0.372982
GTX-970,matMul_gpu,3584,3072,1076,0,12845056,0,0,17263755264,1605632,0,346.21022,0,0,0.453481
GTX-970,matMul_gpu,3840,3072,1076,0,14745600,0,0,21233664000,1843200,0,340.069177,0,0,0.576876
GTX-970,matMul_gpu,4096,3072,1076,0,16777216,0,0,25769803776,2097152,0,339.545114,0,0,0.711613
GTX-970,matMul_gpu,4352,3072,1076,0,18939904,0,0,30909923328,2367488,0,341.300121,0,0,0.851567
GTX-970,matMul_gpu,4608,3072,1076,0,21233664,0,0,36691771392,2654208,0,338.767364,0,0,1.012076
GTX-970,matMul_gpu,4864,3072,1076,0,23658496,0,0,43153096704,2957312,0,337.760785,0,0,1.193839
GTX-970,matMul_gpu,5120,3072,1076,0,26214400,0,0,50331648000,3276800,0,335.765378,0,0,1.38883
GTX-970,matMul_gpu,5376,3072,1076,0,28901376,0,0,58265174016,3612672,0,333.657171,0,0,1.616411
GTX-970,matMul_gpu,5632,3072,1076,0,31719424,0,0,66991423488,3964928,0,333.496026,0,0,1.876594
GTX-970,matMul_gpu,5888,3072,1076,0,34668544,0,0,76548145152,4333568,0,333.907182,0,0,2.151396
GTX-970,matMul_gpu,6144,3072,1076,0,37748736,0,0,86973087744,4718592,0,333.861023,0,0,2.432283
GTX-970,matMul_gpu,6400,3072,1076,0,40960000,0,0,98304000000,5120000,0,331.679189,0,0,2.778667
GTX-970,matMul_gpu,6656,3072,1076,0,44302336,0,0,110578630656,5537792,0,330.184384,0,0,3.125911
GTX-970,matMul_gpu,6912,3072,1076,0,47775744,0,0,123834728448,5971968,0,330.506725,0,0,3.548077
GTX-970,matMul_gpu,7168,3072,1076,0,51380224,0,0,138110042112,6422528,0,329.689536,0,0,3.946308
GTX-970,matMul_gpu,7424,3072,1076,0,55115776,0,0,153442320384,6889472,0,329.659241,0,0,4.388292
GTX-970,matMul_gpu_sharedmem_uncoalesced,256,3072,1076,0,65536,0,0,2097152,65536,0,129.643305,2621440,524288,0.000239547
GTX-970,matMul_gpu_sharedmem_uncoalesced,512,3072,1076,0,262144,0,0,16777216,262144,0,171.353059,20971520,4194304,0.001794879
GTX-970,matMul_gpu_sharedmem_uncoalesced,768,3072,1076,0,589824,0,0,56623104,589824,0,169.410906,70778880,14155776,0.00606952
GTX-970,matMul_gpu_sharedmem_uncoalesced,1024,3072,1076,0,1048576,0,0,134217728,1048576,0,172.262796,167772160,33554432,0.014243
GTX-970,matMul_gpu_sharedmem_uncoalesced,1280,3072,1076,0,1638400,0,0,262144000,1638400,0,171.202978,327680000,65536000,0.02768
GTX-970,matMul_gpu_sharedmem_uncoalesced,1536,3072,1076,0,2359296,0,0,452984832,2359296,0,172.540155,566231040,113246208,0.047637
GTX-970,matMul_gpu_sharedmem_uncoalesced,1792,3072,1076,0,3211264,0,0,719323136,3211264,0,172.952446,899153920,179830784,0.075537
GTX-970,matMul_gpu_sharedmem_uncoalesced,2048,3072,1076,0,4194304,0,0,1073741824,4194304,0,172.506843,1342177280,268435456,0.112625
GTX-970,matMul_gpu_sharedmem_uncoalesced,2304,3072,1076,0,5308416,0,0,1528823808,5308416,0,172.66593,1911029760,382205952,0.160415
GTX-970,matMul_gpu_sharedmem_uncoalesced,2560,3072,1076,0,6553600,0,0,2097152000,6553600,0,170.072848,2621440000,524288000,0.219547
GTX-970,matMul_gpu_sharedmem_uncoalesced,2816,3072,1076,0,7929856,0,0,2791309312,7929856,0,165.21955,3489136640,697827328,0.280861
GTX-970,matMul_gpu_sharedmem_uncoalesced,3072,3072,1076,0,9437184,0,0,3623878656,9437184,0,165.393272,4529848320,905969664,0.343295
GTX-970,matMul_gpu_sharedmem_uncoalesced,3328,3072,1076,0,11075584,0,0,4607442944,11075584,0,165.78156,5759303680,1151860736,0.445165
GTX-970,matMul_gpu_sharedmem_uncoalesced,3584,3072,1076,0,12845056,0,0,5754585088,12845056,0,167.150367,7193231360,1438646272,0.531221
GTX-970,matMul_gpu_sharedmem_uncoalesced,3840,3072,1076,0,14745600,0,0,7077888000,14745600,0,165.769127,8847360000,1769472000,0.634651
GTX-970,matMul_gpu_sharedmem_uncoalesced,4096,3072,1076,0,16777216,0,0,8589934592,16777216,0,167.5543,10737418240,2147483648,0.789346
GTX-970,matMul_gpu_sharedmem_uncoalesced,4352,3072,1076,0,18939904,0,0,10303307776,18939904,0,166.78025,12879134720,2575826944,0.929599
GTX-970,matMul_gpu_sharedmem_uncoalesced,4608,3072,1076,0,21233664,0,0,12230590464,21233664,0,166.574837,15288238080,3057647616,1.082063
GTX-970,matMul_gpu_sharedmem_uncoalesced,4864,3072,1076,0,23658496,0,0,14384365568,23658496,0,166.698987,17980456960,3596091392,1.269471
GTX-970,matMul_gpu_sharedmem_uncoalesced,5120,3072,1076,0,26214400,0,0,16777216000,26214400,0,166.808703,20971520000,4194304000,1.48751
GTX-970,matMul_gpu_sharedmem_uncoalesced,5376,3072,1076,0,28901376,0,0,19421724672,28901376,0,167.15531,24277155840,4855431168,1.696456
GTX-970,matMul_gpu_sharedmem_uncoalesced,5632,3072,1076,0,31719424,0,0,22330474496,31719424,0,168.418459,27913093120,5582618624,1.951688
GTX-970,matMul_gpu_sharedmem_uncoalesced,5888,3072,1076,0,34668544,0,0,25516048384,34668544,0,167.900773,31895060480,6379012096,2.23153
GTX-970,matMul_gpu_sharedmem_uncoalesced,6144,3072,1076,0,37748736,0,0,28991029248,37748736,0,168.429387,36238786560,7247757312,2.516835
GTX-970,matMul_gpu_sharedmem_uncoalesced,6400,3072,1076,0,40960000,0,0,32768000000,40960000,0,169.221849,40960000000,8192000000,2.835691
GTX-970,matMul_gpu_sharedmem_uncoalesced,6656,3072,1076,0,44302336,0,0,36859543552,44302336,0,169.060743,46074429440,9214885888,3.182616
GTX-970,matMul_gpu_sharedmem_uncoalesced,6912,3072,1076,0,47775744,0,0,41278242816,47775744,0,168.835629,51597803520,10319560704,3.564115
GTX-970,matMul_gpu_sharedmem_uncoalesced,7168,3072,1076,0,51380224,0,0,46036680704,51380224,0,168.344527,57545850880,11509170176,3.981462
GTX-970,matMul_gpu_sharedmem_uncoalesced,7424,3072,1076,0,55115776,0,0,51147440128,55115776,0,168.99286,63934300160,12786860032,4.424237
GTX-970,matMul_gpu_sharedmem_uncoalesced,7680,3072,1076,0,58982400,0,0,56623104000,58982400,0,168.673958,70778880000,14155776000,4.882443
GTX-970,matMul_gpu_sharedmem_uncoalesced,7936,3072,1076,0,62980096,0,0,62476255232,62980096,0,169.372138,78095319040,15619063808,5.388466
GTX-970,matMul_gpu_sharedmem_uncoalesced,8192,3072,1076,0,67108864,0,0,68719476736,67108864,0,169.159662,85899345920,17179869184,5.916228
GTX-970,matMul_gpu_uncoalesced,256,3072,1076,0,65536,0,0,18874368,65536,0,392.815524,0,0,0.000785813
GTX-970,matMul_gpu_uncoalesced,512,3072,1076,0,262144,0,0,150994944,262144,0,452.887837,0,0,0.005658929
GTX-970,matMul_gpu_uncoalesced,768,3072,1076,0,589824,0,0,509607936,589824,0,438.118528,0,0,0.019907
GTX-970,matMul_gpu_uncoalesced,1024,3072,1076,0,1048576,0,0,1207959552,1048576,0,459.629,0,0,0.044493
GTX-970,matMul_gpu_uncoalesced,1280,3072,1076,0,1638400,0,0,2359296000,1638400,0,432.02029,0,0,0.092886
GTX-970,matMul_gpu_uncoalesced,1536,3072,1076,0,2359296,0,0,4076863488,2359296,0,428.409185,0,0,0.152473
GTX-970,matMul_gpu_uncoalesced,1792,3072,1076,0,3211264,0,0,6473908224,3211264,0,426.951539,0,0,0.236176
GTX-970,matMul_gpu_uncoalesced,2048,3072,1076,0,4194304,0,0,9663676416,4194304,0,439.297875,0,0,0.3432
GTX-970,matMul_gpu_uncoalesced,2304,3072,1076,0,5308416,0,0,13759414272,5308416,0,425.771319,0,0,0.487501
GTX-970,matMul_gpu_uncoalesced,2560,3072,1076,0,6553600,0,0,18874368000,6553600,0,420.811064,0,0,0.658732
GTX-970,matMul_gpu_uncoalesced,2816,3072,1076,0,7929856,0,0,25121783808,7929856,0,426.227508,1,1,0.834033
GTX-970,matMul_gpu_uncoalesced,3072,3072,1076,0,9437184,0,0,32614907904,9437184,0,425.757293,0,0,1.064739
GTX-970,matMul_gpu_uncoalesced,3328,3072,1076,0,11075584,0,0,41466986496,11075584,0,422.552339,0,0,1.351378
GTX-970,matMul_gpu_uncoalesced,3584,3072,1076,0,12845056,0,0,51791265792,12845056,0,426.682751,0,0,1.635918
GTX-970,matMul_gpu_uncoalesced,3840,3072,1076,0,14745600,0,0,63700992000,14745600,0,414.741935,0,0,2.081551
GTX-970,matMul_gpu_uncoalesced,4096,3072,1076,0,16777216,0,0,77309411328,16777216,0,440.742329,0,0,2.395943
GTX-970,matMul_gpu_uncoalesced,4352,3072,1076,0,18939904,0,0,92729769984,18939904,0,414.761521,0,0,3.070756
GTX-970,matMul_gpu_uncoalesced,4608,3072,1076,0,21233664,0,0,110075314176,21233664,0,426.744431,0,0,3.492568
GTX-970,matMul_gpu_uncoalesced,4864,3072,1076,0,23658496,0,0,129459290112,23658496,0,422.745756,0,0,4.13549
GTX-970,matMul_gpu_uncoalesced,5120,3072,1076,0,26214400,0,0,150994944000,26214400,0,426.127551,0,0,4.825326
GTX-970,matMul_gpu_uncoalesced,5376,3072,1076,0,28901376,0,0,174795522048,28901376,0,409.387559,0,0,5.790811
GTX-970,matMul_gpu_sharedmem,256,3072,1076,0,65536,0,0,524288,8192,0,107.364703,786432,65536,0.000072095
GTX-970,matMul_gpu_sharedmem,512,3072,1076,0,262144,0,0,4194304,32768,0,117.88338,6291456,524288,0.000531256
GTX-970,matMul_gpu_sharedmem,768,3072,1076,0,589824,0,0,14155776,73728,0,117.722418,21233664,1769472,0.001793379
GTX-970,matMul_gpu_sharedmem,1024,3072,1076,0,1048576,0,0,33554432,131072,0,138.765619,50331648,4194304,0.004231708
GTX-970,matMul_gpu_sharedmem,1280,3072,1076,0,1638400,0,0,65536000,204800,0,137.53859,98304000,8192000,0.008281689
GTX-970,matMul_gpu_sharedmem,1536,3072,1076,0,2359296,0,0,113246208,294912,0,137.715575,169869312,14155776,0.014275
GTX-970,matMul_gpu_sharedmem,1792,3072,1076,0,3211264,0,0,179830784,401408,0,135.177247,269746177,22478849,0.022686
GTX-970,matMul_gpu_sharedmem,2048,3072,1076,0,4194304,0,0,268435456,524288,0,130.79103,402653184,33554432,0.033627
GTX-970,matMul_gpu_sharedmem,2304,3072,1076,0,5308416,0,0,382205952,663552,0,131.785145,573308928,47775744,0.048175
GTX-970,matMul_gpu_sharedmem,2560,3072,1076,0,6553600,0,0,524288000,819200,0,131.936261,786432000,65536000,0.06599
