2816,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.941411,0.990215,1.751316,1.765819,57761.000000,100.000000,100.000000,99.994806,0.000000,39.299193,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,1,1,0,0,13956546560,3964928,359366074,1159136,55.000000,0.000000,61.710954,59.840925,370.265727,239.363702,21.186543,69.977332,329.125091,0.000000,0.000000,253.000000,253.000000,16.666667,25.000000,5582618624,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,44660948992,0,22330474496,0,0,14313637888,14313640064,"Low (2)","Mid (4)",0.000000,"Low (1)",22330474496,0,323894968320,0,5598478336,44668878848,61519822848,0,12742288707,175695872,175695872,5584601088,1396893696,0,0.000000,0.952870,29.948584,6.599108,3.024948,0.000000,57.359420,0.000092,1.134379,0.043280,0.937321,0,5,6280447471,3964934,0,0.000000,54.984379,80.809309,71.675425,370.265727,239.363702,6280445952,3964928,370.265817,239.364064,0.000000,316.000000,"High (8)",0.000000,0,"Low (1)",0.000000,2.143220,2.164781,0.000000
3072,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.957918,0.987122,1.801308,1.801070,63009.000000,100.000000,100.000000,99.995239,0.000000,40.083811,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,18119393280,4718592,471552240,1422856,55.000000,0.000000,63.653118,56.580548,381.918707,226.322196,22.087399,68.245759,339.483295,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,7247757312,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,57982058496,0,28991029248,0,0,18582110208,18582111394,"Low (2)","Mid (4)",0.000000,"Idle (0)",28991029248,0,420492607488,0,7266631680,57991495680,79857451008,0,16542204592,227966976,227966976,7250116608,1813413888,0,0.000000,0.964430,29.741850,6.656579,2.992163,0.000000,57.511568,0.000045,1.152987,0.040454,0.939925,0,5,6988973168,4718598,0,0.000000,54.985681,94.227862,70.374743,381.918707,226.322196,8153726976,4718592,327.361905,226.322484,0.000000,251.000000,"High (7)",0.000000,0,"Low (1)",0.000000,2.182037,2.206482,0.000000
3328,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.958694,0.987519,1.581399,1.581664,68257.000000,100.000000,100.000000,99.995605,0.000000,35.200861,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,23037214720,5537792,606359278,1749432,55.000000,0.000000,56.430081,46.301605,338.580488,185.206421,19.803843,58.508163,300.960434,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,9214885888,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,73719087104,0,36859543552,0,0,23624566784,23624568915,"Low (1)","Mid (4)",0.000000,"Idle (0)",36859543552,0,534607364096,0,9237037056,73730162688,101518802944,0,21031150887,289695744,289695744,9217654784,2305452032,0,0.000000,0.833138,26.935396,7.538720,3.911915,0.000000,58.894730,0.000014,1.114452,0.035840,0.735795,0,5,10366746999,5537798,0,0.000000,54.986782,94.187950,59.394484,338.580488,185.206421,10366746624,5537792,338.580501,185.206621,0.000000,175.000000,"High (7)",0.000000,0,"Low (1)",0.000000,1.859772,1.937317,0.000000
3584,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.967218,0.988447,1.537512,1.546134,73505.000000,100.000000,100.000000,99.995919,0.000000,34.410180,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,28772925440,6422528,765880549,2047810,55.000000,0.000000,54.502295,41.525558,327.013769,166.102232,19.343299,52.961359,290.678906,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,11509170176,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,92073361408,0,46036680704,0,0,29505495040,29505496203,"Low (1)","Low (3)",0.000000,"Idle (0)",46036680704,0,667698855936,0,11534860288,92086206464,126780702720,0,26266534562,361668608,361668608,11512381440,2879299584,0,0.000000,0.764906,28.339041,7.114938,3.987287,0.000000,57.975560,0.000026,1.076471,0.035453,0.706318,0,5,12947817455,6422534,0,0.000000,54.987726,94.111691,68.415599,327.013769,166.102232,12947816448,6422528,327.013795,166.102386,0.000000,135.000000,"High (7)",0.000000,0,"Low (1)",0.000000,1.822973,1.875632,0.000000
3840,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.968293,0.989668,1.465489,1.468015,78753.000000,100.000000,100.000000,99.996191,0.000000,32.671647,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,35389440000,7372800,970983322,2446632,55.000000,0.000000,52.575375,37.386933,315.452251,149.547733,19.233539,49.626772,280.402001,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,14155776000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,113246208000,0,56623104000,0,0,36289382400,36289383576,"Low (1)","Low (3)",0.000000,"Idle (0)",56623104000,0,821226700800,0,14185267200,113260953600,155919974400,0,32305767082,444672000,444672000,14159462400,3541248000,0,0.000000,0.733178,29.335712,5.359751,4.263613,0.000000,58.551090,0.000009,1.060733,0.034348,0.661567,0,5,15925249647,7372806,0,0.000000,54.988544,93.912038,67.273668,315.452251,149.547733,15925248000,7372800,315.452284,149.547855,0.000000,106.000000,"High (7)",0.000000,0,"Low (1)",0.000000,1.713158,1.795799,0.000000
4096,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.978141,0.987498,1.590021,1.589646,84001.000000,100.000000,100.000000,99.996429,0.000000,35.378657,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,1,1,0,0,42949672960,8388608,1181569352,2827938,55.000000,0.000000,56.012960,37.341973,336.077762,149.367893,20.545969,50.354378,298.735788,0.000000,0.000000,74.000000,74.000000,16.666667,25.000000,17179869184,"Low (1)","Mid (4)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,137438953472,0,68719476736,0,0,44040716288,44040717482,"Low (1)","Mid (4)",0.000000,"Low (1)",68719476736,0,996650516480,0,17213423616,137455730688,189213442048,0,39206257333,539492352,539492352,17184063488,4297588736,0,0.000000,0.813700,29.241828,5.377830,3.789252,0.000000,58.856915,0.000017,1.121610,0.031532,0.767316,0,5,19327354871,8388614,0,0.000000,54.989260,93.889783,66.448510,336.077762,149.367893,19327352832,8388608,336.077797,149.368000,0.000000,93.000000,"High (7)",0.000000,0,"Low (1)",0.000000,1.888428,1.935649,0.000000
4352,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.982961,0.975930,1.365833,1.368356,89249.000000,100.000000,100.000000,99.996639,0.000000,30.453747,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,51516538880,9469952,1450850222,3253253,55.000000,0.000000,49.448886,31.026752,296.693313,124.107006,18.568257,42.635009,263.727389,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,20606615552,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Mid (4)",0,0,0,0,164852924416,0,82426462208,0,0,52823984128,52823986309,"Low (1)","Low (3)",0.000000,"Idle (0)",82426462208,0,1195429920768,0,20644495360,164871864320,226937929728,0,47025415494,646916096,646916096,20611350528,5154613248,0,0.000000,0.654949,28.587275,5.554998,4.675357,0.000000,58.932129,0.000005,0.997385,0.029472,0.568429,0,5,23182445231,9469958,0,0.000000,54.989892,93.725812,65.762730,296.693313,124.107006,23182442496,9469952,296.693348,124.107085,0.000000,68.000000,"Mid (6)",0.000000,0,"Low (1)",0.000000,1.576008,1.667907,0.000000
4608,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",99.974422,0.984775,1.293024,1.291788,94497.000000,100.000000,100.000000,99.996825,0.000000,28.749696,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,61152952320,10616832,1810121653,3947917,55.000000,0.000000,47.196309,27.968183,283.177854,111.872732,18.626751,41.600381,251.713648,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,24461180928,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,195689447424,0,97844723712,0,0,62703673344,62703674529,"Low (1)","Low (3)",0.000000,"Idle (0)",97844723712,0,1419024531456,0,24503648256,195710681088,269370261504,0,55820649137,767729664,767729664,24466489344,6118612992,0,0.000000,0.644963,30.806793,4.164518,5.321033,0.000000,57.475241,0.000010,1.012412,0.030849,0.544180,0,5,27518832007,10616838,0,0.000000,54.990453,93.396462,62.712238,283.177854,111.872732,27518828544,10616832,283.177889,111.872795,0.000000,55.000000,"Mid (6)",0.000000,0,"Low (1)",0.000000,1.470726,1.575849,0.000000
4864,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.982101,1.227900,1.225716,99745.000000,100.000000,100.000000,99.996992,0.000000,27.279227,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,71921827840,11829248,2164875893,4398500,55.000000,0.000000,44.543552,25.006906,267.261311,100.027625,17.877051,37.193531,237.565610,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,28768731136,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,230149849088,0,115074924544,0,0,73744271360,73744273543,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",115074924544,0,1668893966336,0,28816048128,230173507584,316787261440,0,65649370439,902719488,902719488,28774645760,7195879424,0,0.000000,0.584618,29.648953,3.974144,5.501134,0.000000,58.858055,0.000004,0.927772,0.028589,0.476731,0,5,32364825727,11829254,0,0.000000,54.990955,93.217177,62.425439,267.261311,100.027625,32364822528,11829248,267.261337,100.027676,0.000000,44.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.383723,"<OVERFLOW>","<OVERFLOW>"
5120,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.975992,1.241925,1.251243,104993.000000,100.000000,100.000000,99.997143,0.000000,27.847373,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,83886080000,13107200,2600290987,4992429,55.000000,0.000000,45.328155,24.175015,271.968932,96.700065,18.734359,36.832291,241.750162,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,33554432000,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,268435456000,0,134217728000,0,0,86010265600,86010267789,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",134217728000,0,1946497843200,0,33606860800,268461670400,369465753600,0,76568986957,1052672000,1052672000,33560985600,8392704000,0,0.000000,0.594528,29.332531,4.952043,5.294358,0.000000,58.387054,0.000003,0.923578,0.026708,0.489198,0,5,37748740487,13107206,0,0.000000,54.991408,93.232597,62.460228,271.968932,96.700065,37748736000,13107200,271.968964,96.700109,0.000000,38.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.417066,"<OVERFLOW>","<OVERFLOW>"
5376,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.992178,1.117520,1.132926,110241.000000,100.000000,100.000000,99.997279,0.000000,25.214159,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,97108623360,14450688,3145706636,5683164,55.000000,0.000000,41.300625,20.978094,247.803747,83.912379,17.838395,33.001045,220.269998,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,38843449344,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,310747594752,0,155373797376,0,0,99566143488,99566144666,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",155373797376,0,2253295779840,0,38901252096,310776496128,427682562048,0,88636908203,1218373632,1218373632,38850674688,9715378176,0,0.000000,0.521171,29.169700,3.603283,6.000052,0.000000,59.443076,0.000005,0.832440,0.025836,0.404436,0,5,43698885759,14450694,0,0.000000,54.991817,92.786706,61.150798,247.803747,83.912379,43698880512,14450688,247.803777,83.912415,0.000000,30.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.263384,"<OVERFLOW>","<OVERFLOW>"
5632,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.990398,1.053071,1.053640,115489.000000,100.000000,100.000000,99.997402,0.000000,23.449606,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,111652372480,15859712,3845185211,6509427,55.000000,0.000000,38.900613,18.860903,233.403675,75.443612,17.862592,30.964918,207.469934,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,44660948992,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,357287591936,0,178643795968,0,0,114476392448,114476393651,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",178643795968,0,2590747394048,0,44724387840,357319311360,491714510848,0,101910545082,1400610816,1400610816,44668878848,11170193408,0,0.000000,0.486807,29.266737,3.444136,6.217681,0.000000,59.426721,0.000004,0.777442,0.024848,0.355624,0,5,50243571959,15859718,0,0.000000,"<OVERFLOW>",92.565741,60.507448,233.403675,75.443612,50243567616,15859712,233.403696,75.443641,0.000000,24.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.159442,"<OVERFLOW>","<OVERFLOW>"
5888,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.989128,1.012228,1.016282,120737.000000,100.000000,100.000000,99.997515,0.000000,22.618187,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,127580241920,17334272,4440766752,7135982,55.000000,0.000000,37.492464,17.387809,224.954781,69.551236,17.400321,28.632086,199.959806,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,51032096768,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,408256774144,0,204128387072,0,0,130805499904,130805501104,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",204128387072,0,2960312303616,0,51101433856,408291442688,561838424064,0,116447306423,1600169984,1600169984,51040763904,12763441152,0,0.000000,0.464184,29.057126,3.345231,6.416359,0.000000,59.623756,0.000004,0.738977,0.023692,0.330670,0,5,57411116407,14857990,0,0.000000,"<OVERFLOW>",92.422122,59.247547,224.954781,69.551236,57411108864,17334272,224.954811,59.615516,0.000000,21.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.112370,"<OVERFLOW>","<OVERFLOW>"
6144,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.989585,1.021809,1.031968,125985.000000,100.000000,100.000000,99.997619,0.000000,22.967295,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,144955146240,18874368,5151596978,7821245,55.000000,0.000000,38.185844,16.971486,229.115062,67.885944,18.094616,28.130880,203.657833,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,57982058496,"Low (1)","Low (3)","Low (1)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,463856467968,0,231928233984,0,0,148617953280,148617954505,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",231928233984,0,3363450126336,0,58057555968,463894216704,638331125760,0,132304601798,1817837568,1817837568,57991495680,14501412864,0,0.000000,0.473217,29.232432,3.554179,6.285465,0.000000,59.338749,0.000002,0.754128,0.022811,0.339016,0,5,"<OVERFLOW>",18874374,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",58.513143,"<OVERFLOW>",67.885944,"<OVERFLOW>",18874368,"<OVERFLOW>",67.885965,0.000000,18.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,1.130917,"<OVERFLOW>","<OVERFLOW>"
6400,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.988882,0.911433,0.911970,131233.000000,100.000000,100.000000,99.997714,0.000000,20.296657,0.000000,0.000000,0.000000,0.000000,10.000000,16.000000,0,0,0,0,163840000000,20480000,6189677775,8797216,55.000000,0.000000,34.034103,14.521217,204.204621,58.084869,17.143566,24.950446,181.515218,0.000000,0.000000,0.000000,0.000000,16.666667,25.000000,65536000000,"Low (1)","Low (2)","Low (1)","Idle (0)","Idle (0)","Low (2)",0,0,0,0,524288000000,0,262144000000,0,0,167978240000,167978242496,"Low (1)","<OVERFLOW>",0.000000,"<OVERFLOW>",262144000000,0,3801620480000,0,65617920000,524328960000,721469440000,0,149539841664,2054400000,2054400000,65546240000,16390400000,0,0.000000,0.414145,28.906786,3.252667,6.823039,0.000000,59.664315,0.000001,0.650809,0.021949,0.266288,0,5,"<OVERFLOW>",20480006,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",58.059590,"<OVERFLOW>",58.084869,"<OVERFLOW>",20480000,"<OVERFLOW>",58.084887,0.000000,14.000000,"<OVERFLOW>",0.000000,0,"Low (1)",0.000000,0.978943,"<OVERFLOW>","<OVERFLOW>"
