2816,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",4187989000,4187921400,1745517288,1745601816,202740950,151399046,582127,436509,509383,509371,177411919,177411696,1744568320,1744568320,991232,991232,1567292691,1119568204,696852,696800,1744568496,1744568535,991236,991234,0,0,4,1,4859318700,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,6636307028,11170937023,1571351015,14313637888,458036412416,458012622848,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,4856011202,305159517590,154402012278,123904,0,0,0,0
3072,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",5436997632,5436997632,2266103808,2266103808,263506696,196302894,689976,517216,603790,603732,230603394,230595901,2264924160,2264924160,1179648,1179648,2035183137,2035189785,816645,583189,2264924352,2264924383,1179648,1179654,0,0,0,5,6192884838,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,8223744212,14502297789,2039906791,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,6187566779,389543902934,197902162547,147456,0,0,0,0
3328,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",6912508920,6912588808,2881019640,2881052936,335379977,252615902,806994,605039,706282,706174,293464822,293472493,2879651840,2879651840,1384448,1384448,2586510363,2586509902,1015964,725151,2879651872,2879651879,1384453,1384449,0,0,5,0,7944320716,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,10563312586,18437732858,2593418026,23624566784,755986137088,755952910336,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,7938837227,502646898966,246622617670,173056,0,0,0,0
3584,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",8633397232,8633569296,3598203384,3598239240,422476585,317383123,933505,700061,816800,816815,369653632,369630921,3596615680,3596615680,1605632,1605632,3225217039,2303700982,1253433,1253527,3596616264,3596616247,1605637,1605633,0,0,1,4,9852369085,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,13131620632,23027572924,3238961648,29505495040,944175841280,944137306112,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,9846812941,614129317828,307973259250,200704,0,0,0,0
3840,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",10618583024,10618767376,4425503992,4425542408,527503902,395454378,1069003,801742,935366,935372,461595492,461561968,4423680000,4423680000,1843200,1843200,3962885218,3962925978,1456513,1456496,4423680592,4423680567,1843204,1843202,0,0,4,1,12744971101,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,17805444838,28322150588,3983616484,36289382400,1161260236800,1161216000000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,12739096146,775584246212,385499488283,230400,0,0,0,0
4096,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",12886900720,12887097360,5370765296,5370847248,643636024,485569847,1214367,910652,1062656,1062597,563261633,563260861,5368709120,5368709120,2097152,2097152,4802491860,3430418989,1459963,1460035,5368709728,5368709703,2097156,2097154,0,0,4,1,14455382816,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,19355385034,34371797181,4834460137,44040716288,1409302921216,1409252589568,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,14447731290,860628118498,422712355669,262144,0,0,0,0
4352,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",15457224688,15457433616,6441869544,6442000152,769574101,586182428,1368906,1026618,1197770,1197800,673404550,673423574,6439567360,6439567360,2367488,2367488,5765687419,5765669230,1740419,1739850,6439569152,6439569131,2367492,2367490,0,0,0,5,18605855114,0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,26975562553,41226844354,5798570487,52823984128,1690367492096,1690310672384,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,18595757097,1151278889570,528296824678,295936,0,0,0,0
4608,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",18348318688,18348761120,7646773248,7646773248,908322544,675861761,1532550,1149329,1340852,1340956,794846913,794821713,7644119040,7644119040,2654208,2654208,6848273378,6848307875,2206776,2206472,7644119760,7644119767,2654213,1895873,0,0,1,4,21118359759,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,28004580062,48937623743,6883025383,62703673344,2006517547008,2006453846016,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,21110837868,1331201262562,685720057565,331776,0,0,0,0
4864,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",21579564040,21579447288,8993185792,8993185792,1083237226,804546995,1705601,1279438,1492381,1492482,947970217,948039131,8990228480,8990228480,2957312,2957312,8049911043,8049872242,2352150,2351555,8990229680,8990229671,2957312,2957318,0,0,4,1,24800096905,0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,32458355352,57554467009,8094902759,73744271360,2359816683520,2359745708032,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,24791823647,1562918784154,777907923619,369664,0,0,0,0
5120,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",25169039352,25169162248,10489036800,10489036800,1295083927,954212445,1888391,1414737,1652387,1652280,1133461015,1133536741,10485760000,7489945600,3276800,3276800,9334676952,9334630916,2183864,2184405,10485760840,10485760831,3276804,3276802,0,0,0,5,28208413199,0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,39319571842,67127705790,9441280498,86010265600,2752328499200,2752249856000,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,28202534101,1737721055320,892274470508,409600,0,0,0,0
5376,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",29135941600,29136457760,12142136816,12142244368,1507803184,1159978094,2080270,1558686,1820295,1820350,1319248601,1319364146,12138577920,8670412800,3612672,3612672,10838978827,10838817267,2447302,2447130,12138579176,12138579135,3612676,3612674,0,0,4,1,32538126333,0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,42198897252,77707671746,10929236462,99566143488,3186116591616,3186029887488,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,32535827527,1959444015724,988906445398,451584,0,0,0,0
5632,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",33499473896,33499879448,13960483320,13960539656,1774405166,1337178685,2281416,1711312,1996446,1996143,1552835232,1552636234,13956546560,13956546560,3964928,2832000,12424226333,12424476814,2569228,2567497,13956550752,13956550655,3964932,3964930,0,0,4,1,38815476246,0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,54405978224,89344697152,12565848896,114476392448,3663244558336,3663149400064,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,38812893745,2320711169896,1127552703904,495616,0,0,0,0
5888,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",38278406144,38278406144,15951834360,15951893256,2074712640,1553598534,2492218,1869102,2180753,2180648,1815189225,1815039822,15947530240,15947530240,4333568,4333568,14108668914,14108732580,2824205,2016852,15947531856,15947531815,4333572,4333570,0,0,4,1,43526828440,0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,58035551836,102089111738,14358194660,130805499904,4185775996928,4185671991296,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,43523402864,2581061972604,1324940520568,541696,0,0,0,0
6144,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",43491041256,43491483672,18124111872,18124111872,2392300457,1797445290,2712196,2032520,2373216,2373226,2093687530,2093787187,18119393280,12942606336,4718592,4718592,16008622714,16008483181,3198782,3198689,18119394816,18119394743,4718596,4718594,0,0,4,1,49425693577,0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,69477024966,115991249500,16313353024,148617953280,4755774504960,4755661258752,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,49423729180,2913254462368,1449237103904,589824,0,0,1,0
6400,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)",49156812768,49157427232,20485087992,20485152008,2734365869,2062195328,2941386,2206066,2573951,2573450,2392967883,2392833022,20480000000,20480000000,5120000,5120000,18085999888,18086195597,3181787,3180536,20480002942,14628763803,5120005,5120001,0,0,5,0,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,75679580476,131101440187,18438400495,167978240000,5375303680000,5375180800000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,58183203577,3295767754348,1632355787552,640000,0,0,0,0
6656,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",23042752512,23042752512,3082425285,2280595880,3178374,2385369,2781123,1986427,2697188843,1927124352,23037214720,23037214720,5537792,5537792,20310340458,20310238117,3834343,3833274,23037216952,23037216847,5537792,5537798,0,0,4,1,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,84941432169,147470016702,20740415981,188950847488,6046427119616,6046294212608,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,65708183084,3683317656442,1932774014537,692224,0,0,0,0
6912,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",25804839160,25804908296,3478711811,2582594634,3428665,2571400,3000102,3000177,3044034115,3044088297,25798901760,25798901760,5971968,5971968,22787727813,22787716259,4051069,4051801,25798909808,25798909575,5971972,5971970,0,0,4,1,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,95740410487,165147310271,23226477030,211600263168,6771208421376,6771065094144,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,71006995513,4009032693944,2126156131568,746496,0,0,0,0
7168,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",28779276272,28779419664,3793341698,2944865564,3686312,2763620,3225526,3225500,3319337012,3319560433,28772925440,28772925440,6422528,6422528,25499952368,25499609032,4513606,4512489,28772928664,28772928535,6422529,6422533,0,0,1,4,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,102451266726,184183652543,25903661539,235990974464,7551711182848,7551557042176,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,78417939950,4900356864030,2423322309078,802816,0,0,0,0
7424,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",31973891040,31974188064,4463247819,3340954915,3952879,2964662,3458788,3458935,3905420953,3905416144,"<OVERFLOW>","<OVERFLOW>",6889472,6889472,28102256779,20072987893,4064266,4065690,"<OVERFLOW>","<OVERFLOW>",6889472,6889478,0,0,4,1,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,130763796347,204629375172,28779047417,262187468800,8389999001600,8389833654272,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,89094946152,5109963682442,2571052821938,861184,0,0,0,0
7680,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",35396697576,35396928024,4847311112,3795371692,4229176,3172099,3700380,3700555,4241942282,4241627101,"<OVERFLOW>","<OVERFLOW>",7372800,7372800,"<OVERFLOW>","<OVERFLOW>",4322695,4321527,"<OVERFLOW>","<OVERFLOW>",7372805,7372801,0,0,5,0,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,145121937460,226534809791,31859712495,290254233600,9288135475200,9287958528000,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,100822489409,6143943411678,2799355135117,921600,0,0,0,0
7936,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",39055532032,39055532032,5477928297,4010943162,4514533,3384224,3950223,3950156,4793659546,4793700037,"<OVERFLOW>","<OVERFLOW>",7872512,7872512,"<OVERFLOW>","<OVERFLOW>",5159335,5161779,"<OVERFLOW>","<OVERFLOW>",7872516,7872514,0,0,4,1,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,161981483440,249950288395,35152735039,320255756288,10248184201216,10247995260928,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,108816813284,6395314976956,3406408021433,984064,0,0,0,0
8192,"GeForce GTX 970 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",42957979632,42958143504,6087686090,4661691590,4809226,3607175,4207555,4207748,5326762058,5326770241,"<OVERFLOW>","<OVERFLOW>",8388608,8388608,"<OVERFLOW>","<OVERFLOW>",5499308,5503546,"<OVERFLOW>","<OVERFLOW>",8388612,8388610,0,0,4,1,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,173137348805,274926141631,38665191912,352256524288,11272208777216,11272007450624,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,121085477013,7059218384044,3399260427753,1048576,0,0,0,0
