2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",6980312080,6980199408,3142256160,3142154720,203294700,203427660,607534,613038,303881,303653,303783,303985,101648213,101646487,101610931,101609782,1570111488,1570111488,1570111488,1570111488,991232,991232,991232,991232,1476428429,1476428203,1476449257,1476448308,696953,696730,696493,696854,1578221570,1578221232,1578221432,1578221432,991233,991236,991232,991233,0,0,0,0,1,4,0,0,9518167060,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,25104756420,11170937344,1571351040,14313637888,458036412416,458012622848,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175695872,9517507570,538513301504,283110596322,123904,0,0,0,0
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",9062055936,9062055936,4079222784,4079222784,265128571,265081342,736671,734219,368495,368176,369000,369327,132567266,132561305,132569323,132573184,2038431744,2038431744,2038431744,2038431744,1179648,1179648,1179648,1179648,1915526233,1915525202,1915512675,1915511262,820632,820855,820514,820251,2047774550,2047774170,2047774336,2047774336,1179649,1179653,1179648,1179648,0,0,0,0,0,5,0,0,11733998724,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,30215879911,14502297745,2039906560,18582110208,594627526656,594599215104,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227966976,11731798080,655289102632,329681792426,147456,0,0,0,0
3328,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",11521442832,11521309680,5186142208,5186142208,348886147,348806021,872978,865093,436524,436454,436963,436523,174443815,174442332,174429294,174427451,2591686656,2591686656,2591686656,2591686656,1384448,1384448,1384448,1384448,2431759067,2431754215,2431778693,2431772278,960775,961145,961023,961033,2606219873,2606219284,2606219576,2606219592,1384449,1384448,1384464,1384461,0,0,0,0,0,0,0,5,"<OVERFLOW>",0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,48512781430,18437732496,2593417472,23624566784,755986137088,755952910336,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289695744,17449122141,1015034216602,506360212092,173056,0,0,0,0
3584,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",14389673984,14389673984,6477119488,6477119488,442170679,442298903,1031752,1033370,515579,516173,515698,516051,221078397,221092282,221110166,221106819,3236954112,3236954112,3236954112,3236954112,1605632,1605632,1605632,1605632,3034632248,3034619426,3034607463,3034614133,1099583,1099414,1099842,1099690,3255769116,3255768384,3255768792,3255768832,1605638,1605632,1605644,1605644,0,0,0,0,5,0,0,0,"<OVERFLOW>",0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,62594922534,23027573140,3238961664,29505495040,944175841280,944137306112,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361668608,22589481087,1297507812790,676796641994,200704,0,0,0,0
3840,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",7966344976,7966275824,558931048,559156638,1209373,1209865,604881,604492,604243,604379,279466618,279464430,279413747,279394539,3981312000,3981312000,3981312000,3981312000,1843200,1843200,1843200,1843200,3726360881,3726376913,3726428340,3726435004,1249777,1250282,1250298,1249976,4005772069,4005770950,4005771492,4005771444,1843200,1843201,1843204,1843201,0,0,0,0,0,1,4,0,"<OVERFLOW>",0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,84694656576,28322150800,3983616512,36289382400,1161260236800,1161216000000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444672000,29306502912,1749472762536,911640306600,230400,0,0,0,0
4096,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",9667870720,9667870720,669944463,777009612,1382687,1743716,691354,691333,691372,691353,334971657,334972830,334971927,334968894,4831838208,4831838208,4831838208,4831838208,2097152,2097152,2097152,2097152,4524026926,4524027207,4524028563,4524027624,1416477,1416495,1416387,1416452,4858568894,4858567898,4858568416,4858568472,2097156,2097154,2097152,2097152,0,0,0,0,4,1,0,0,"<OVERFLOW>",0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,88667396324,34371797394,4834460160,44040716288,1409302921216,1409252589568,0,0,0,0,0,0,0,0,0,4294967296,524288,0,539492352,31979517813,1859576155184,1023865497189,262144,0,0,0,0
4352,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",11595995408,11595917040,841964517,842977034,1603652,1600009,802102,801550,801008,801155,420977795,420986722,420976601,420957033,5795610624,5795610624,5795610624,5795610624,2367488,2367488,2367488,2367488,5341725056,5341704713,5341761682,5341783339,1578337,1578128,1579308,1579021,5834084944,5834083330,5834083888,5834084040,2367491,2367492,2367500,2367499,0,0,0,0,5,0,0,0,"<OVERFLOW>",0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,137607760048,41226844672,5798570496,52823984128,1690367492096,1690310672384,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646916096,46095259053,2802829669224,1442343584819,295936,0,0,0,0
4608,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",13764681200,13764764176,1012478996,1013364787,1809399,1809662,904552,904847,904446,904702,506236937,506242059,506163805,506164417,6879707136,6879707136,6879707136,6879707136,2654208,2654208,2654208,2654208,6420199835,6420179874,6420247495,6420238193,1761154,1762005,1761791,1761561,6927134790,6927133086,6927133842,6927133728,2654211,2654208,2654236,2654231,0,0,0,0,1,0,4,0,"<OVERFLOW>",0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,171746371383,48937623955,6883025408,62703673344,2006517547008,2006453846016,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,56876197781,3468503661466,1774074855925,331776,0,0,0,0
4864,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>",16188325888,16188325888,1211812337,1210225663,2066661,2063806,1033519,1033142,1033150,1032981,605916464,605895873,605721066,605724474,8091205632,8091205632,8091205632,8091205632,2957312,2957312,2957312,2957312,7543624663,7543603921,7543800775,7543798792,2176687,2176449,2176706,2176542,8149013308,8149010674,8149011616,8149011776,2957315,2957312,2957337,2957338,0,0,0,0,1,0,4,0,"<OVERFLOW>",0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,211434461626,57554467584,8094903040,73744271360,2359816683520,2359745708032,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,69356430113,4260911699910,2173921249521,369664,0,0,0,0
5120,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1693077538,1425229371,2882350,2316264,1440963,1441387,1441679,1441254,846531872,846545666,846511067,846513708,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3276800,3276800,3276800,3276800,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2133052,2133296,2133393,2133710,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3276802,3276800,3276825,3276827,0,0,0,0,0,0,1,4,"<OVERFLOW>",0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,241771767792,67127706256,9441280768,86010265600,2752328499200,2752249856000,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,80009592409,4849541564530,2496018490143,409600,0,0,0,0
5376,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1684215653,1681422222,2585759,2580943,1292561,1293198,1293053,1292365,842118415,842097238,841953316,841948819,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3612672,3612672,3612672,3612672,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2334906,2334542,2334652,2335135,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3612674,3612673,3612700,3612695,0,0,0,0,0,1,0,4,"<OVERFLOW>",0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,312817836296,77707672722,10929237248,99566143488,3186116591616,3186029887488,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,100368183126,6169597474502,3152897084212,451584,0,0,0,0
5632,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1962548989,1962602081,2866210,2858067,1433232,1432978,1433259,1432509,981266121,981282868,981359456,981363896,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3964928,3964928,3964928,3964928,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2549385,2549320,2549762,2549373,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3964936,3964928,3964965,3964961,0,0,0,0,5,0,0,0,"<OVERFLOW>",0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,374358063062,89344697234,12565849088,114476392448,3663244558336,3663149400064,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,118616730750,7296170856944,3732732486889,495616,0,0,0,0
5888,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2300913235,2301328093,3213990,3213912,1606891,1607099,1606502,1606584,1150491259,1150421976,1150385064,1150267022,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4333568,4333568,4333568,4333568,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2743846,2744464,2744664,2743662,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4333572,4333569,4333616,4333617,0,0,0,0,0,1,4,0,"<OVERFLOW>",0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,442167926886,102089112832,14358195456,130805499904,4185775996928,4185671991296,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,139637371111,8591587501608,"<OVERFLOW>",541696,0,0,0,0
6144,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2613334641,2612321031,3499356,3500126,1749823,1749533,1747988,1748745,1306697031,1306637610,1306657407,1306659900,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4718592,4718592,4718592,4718592,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2986641,2985534,2985385,2985460,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4718600,4718593,4718661,4718647,0,0,0,0,4,1,0,0,"<OVERFLOW>",0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,481751107523,115991250432,16313353728,148617953280,4755774504960,4755661258752,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,153574945301,9447260197698,"<OVERFLOW>",589824,0,0,0,0
6400,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3016886457,2498255423,3833135,2956627,1916526,1916609,1916821,1915935,1508479555,1508406902,1508296425,1508244602,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5120000,5120000,5120000,5120000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3222111,3223065,3223580,3221269,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5120006,5120000,5120079,5120071,0,0,0,0,1,0,4,0,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,603152754396,131101441424,18438401536,167978240000,5375303680000,5375180800000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,188182861956,11590275192394,"<OVERFLOW>",640000,0,0,0,0
6656,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3473785689,4140344533,4224825,5097347,2112432,2112393,2113938,2113225,1736936069,1736849620,1736765260,1736744537,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5537792,5537792,5537792,5537792,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3446467,3445336,3446057,3445816,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5537799,5537797,5537876,5537870,0,0,0,0,0,4,0,1,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,708714398711,147470018448,20740417536,188950847488,6046427119616,6046294212608,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,219235731106,13502111090890,"<OVERFLOW>",692224,0,0,0,0
6912,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3954935219,3264588811,4605257,3618291,2302452,2302805,2302930,2302791,1977475821,1977459398,1977895718,1977847647,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5971968,5971968,5971968,5971968,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3688598,3690150,3689254,3690314,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5971979,5971968,5972073,5972056,0,0,0,0,4,0,1,0,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,810019811530,165147312276,23226478848,211600263168,6771208421376,6771065094144,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,250387395161,15426576967036,"<OVERFLOW>",746496,0,0,0,0
7168,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4437232910,4438975545,4960477,4964517,2480534,2479943,2479993,2479632,2218646011,2218586899,2218356681,2218445288,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6422528,6422528,6422528,6422528,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3967172,3967545,3968226,3967748,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6422537,6422533,6422643,6422627,0,0,0,0,0,5,0,0,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,935519660031,184183655060,25903663872,235990974464,7551711182848,7551557042176,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,286417879039,17652296498426,"<OVERFLOW>",802816,0,0,0,0
7424,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5043757793,4143076304,5364025,4199883,2682179,2681846,2681836,2680152,2521879497,2521878296,2522046232,2521946962,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6889472,6889472,6889472,6889472,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4234789,4234394,4234353,4235135,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6889485,6889473,6889599,6889583,0,0,0,0,0,4,0,1,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,1055065340046,204629377680,28779049728,262187468800,8389999001600,8389833654272,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,323272588648,19930593943264,"<OVERFLOW>",861184,0,0,0,0
7680,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5687888019,5692047873,5835696,5837860,2918164,2917532,2917980,2917512,2843980312,2843907731,2844022768,2843946340,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7372800,7372800,7372800,7372800,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4483574,4482707,4482302,4484702,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7372815,7372800,7372952,7372933,0,0,0,0,0,4,0,1,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,1200826371562,226534812814,31859715328,290254233600,9288135475200,9287958528000,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,366229923059,22584255897926,"<OVERFLOW>",921600,0,0,0,0
7936,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5258238622,5255635081,4902100,4899940,2451329,2450771,2451474,2451377,2629127538,2629111069,2628536412,2628522370,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7872512,7872512,7872512,7872512,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5453142,5452940,5452803,5452700,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7872526,7872516,7872688,7872666,0,0,0,0,0,4,1,0,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,1387301336228,249950291968,35152738304,320255756288,10248184201216,10247995260928,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,418105394266,26114245620424,"<OVERFLOW>",984064,0,0,0,0
8192,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5640950445,5642853383,5359869,5364080,2679879,2679990,2679673,2679701,2820485072,2820465373,2820470376,2820465717,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",8388608,8388608,8388608,8388608,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5742301,5742302,5742332,5742319,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",8388625,8388608,8388784,8388763,0,0,0,0,0,4,1,0,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,1539689742355,274926145419,38665195520,352256524288,11272208777216,11272007450624,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,463325464044,28943264949236,"<OVERFLOW>",1048576,0,0,0,0
