2816,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.847542,1.955802,0.998423,196.146313,69.164539,99.847542,1.955802,0.178253,0.000000,0.000000,0.000000,0.000000,0.000000,6.808755,69.164539,69.164539,237.753107,0.000000,0.000000,82.500000,100.000000,97.143779,0.000000,237.753107,0.000000,0.000000,100.000000,0.000000,2.314711,32413.000000,51.384369,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1395654656,247808,0,8,0,99921619,991232,3489235153,991237,0.000000,0.000000,0.000000,0.000000,237.759820,69.164888,0.000000,585.000000,99.990744,361679234,349904896,1412022957,1395902464,44660948992,0,0,22330474496,0,0,0,0,0,9.617377,21.791067,26.658287,0.000000,0.000000,1.519349,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",8032200704,9463960889,8404363397,0.000000,0,0.000000,0.000000,0.000000,0.000000,22330474496,0,"<OVERFLOW>",0,11173167104,44668878848,11276255232,0,0.000000,0,0.000000,3489136640,991248,0,69.165656,0,0,0.000000,26.913756,0.000117,2.840551,0.000000,0.157688,13.342360,10.066792,0.000000
3072,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.898290,1.904969,0.986593,190.641798,61.621591,99.898290,1.904969,0.183348,0.000000,0.000000,0.000000,0.000000,0.000000,7.541874,61.621696,61.621591,231.080968,0.000000,0.000000,82.500000,100.000000,100.000000,0.000000,202.195847,0.000000,"<INVALID>",100.000000,0.000000,2.250149,35357.000000,49.964629,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,1811939328,294912,0,4,0,147842313,1179650,4530013627,1179657,0.000000,0.000000,0.000000,0.000000,231.089400,61.622061,0.000000,219.000000,99.991515,474161495,454164480,1914362427,1812234240,57982058496,0,0,28991029248,0,0,0,0,0,9.050107,21.130982,33.693321,0.000000,0.000000,1.463414,"Low (1)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",10427203584,12339009941,10958009017,0.000000,0,0.000000,0.000000,0.000000,0.000000,28991029248,0,"<OVERFLOW>",0,14504951808,57991495680,14627635200,0,0.000000,0,0.000000,3963617280,1179648,0,61.621591,0,0,0.000000,22.917620,0.000088,2.748943,0.000000,0.832990,10.911478,8.507567,0.000000
3328,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.914047,1.964938,0.998570,196.373026,58.591485,99.914047,1.964938,0.178012,0.000000,0.000000,0.000000,0.000000,0.000000,7.019103,58.591527,58.591485,238.027910,0.000000,0.000000,82.500000,100.000000,84.925809,0.000000,238.027910,0.000000,0.000000,"<OVERFLOW>",0.000000,2.314066,38301.000000,51.370319,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,2303721472,346112,0,1,0,169833630,1384449,5759506074,1384454,0.000000,0.000000,0.000000,0.000000,238.036275,58.591739,0.000000,44.000000,"<OVERFLOW>",596277345,577314816,2332998715,2304067584,73719087104,0,0,36859543552,0,0,0,0,0,9.560810,21.809126,27.197011,0.000000,0.000000,1.524955,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",13256435712,15616246735,13867832768,0.000000,0,0.000000,0.000000,0.000000,0.000000,36859543552,0,"<OVERFLOW>",0,18440847360,73730162688,18584829952,0,0.000000,0,0.000000,5759303680,1384448,0,58.591485,0,0,0.000000,26.457061,0.000073,2.842979,0.000000,0.200752,13.250212,9.994144,0.000000
3584,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.919514,1.958305,0.997506,196.224402,54.365202,99.919514,1.958305,0.178610,0.000000,0.000000,0.000000,0.000000,0.000000,7.193678,54.365235,54.365202,237.847760,0.000000,0.000000,82.500000,100.000000,96.984301,0.000000,237.847760,0.000000,0.000000,"<OVERFLOW>",0.000000,2.311396,41245.000000,51.310858,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,2877292544,401408,0,9,0,217558458,1605633,7193481939,1605638,0.000000,0.000000,0.000000,0.000000,237.856045,54.365405,0.000000,319.000000,"<OVERFLOW>",746284340,720928768,2918364287,2877693952,92073361408,0,0,46036680704,0,0,0,0,0,9.636818,21.559232,26.675089,0.000000,0.000000,1.503821,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",16556072960,19512636850,17326501252,0.000000,0,0.000000,0.000000,0.000000,0.000000,46036680704,0,"<OVERFLOW>",0,23031185408,92086206464,23198171136,0,0.000000,0,0.000000,7193231360,1605632,0,54.365202,0,0,0.000000,27.232214,0.000057,2.837994,0.000000,0.284111,13.108658,9.973748,0.000000
3840,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.946497,1.950163,0.994388,195.089698,50.447436,99.946497,1.950163,0.178145,0.000000,0.000000,0.000000,0.000000,0.000000,7.437220,50.447464,50.447436,236.472362,0.000000,0.000000,82.500000,100.000000,96.852267,0.000000,236.472362,0.000000,0.000000,"<OVERFLOW>",0.000000,2.290055,44189.000000,50.835092,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,3538944000,460800,0,10,0,278255620,1843201,8847682419,1843209,0.000000,0.000000,0.000000,0.000000,236.480979,50.447683,0.000000,286.000000,"<OVERFLOW>",919077068,886579200,3611780529,3539404800,113246208000,0,0,56623104000,0,0,0,0,0,9.428694,21.559902,29.194119,0.000000,0.000000,1.502279,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",20362291200,23990441199,21301785905,0.000000,0,0.000000,0.000000,0.000000,0.000000,56623104000,0,"<OVERFLOW>",0,28326297600,113260953600,28517990400,0,0.000000,0,0.000000,8847360000,1843200,0,50.447436,0,0,0.000000,25.826677,0.000046,2.813634,0.000000,0.290044,12.198240,9.334354,0.000000
4096,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.950717,1.966994,0.998300,197.275648,47.824399,99.950717,1.966994,0.180292,0.000000,0.000000,0.000000,0.000000,0.000000,7.518629,47.824422,47.824399,239.121998,0.000000,0.000000,82.500000,100.000000,96.876443,0.000000,239.121998,0.000000,0.000000,"<OVERFLOW>",0.000000,2.319964,47133.000000,51.509876,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,4294967296,524288,0,10,0,337612856,2097153,10737757818,2097161,0.000000,0.000000,0.000000,0.000000,239.129560,47.824604,0.000000,239.000000,"<OVERFLOW>",1112999889,1075838976,4326754138,4295491584,137438953472,0,0,68719476736,0,0,0,0,0,10.152697,21.724642,23.571673,0.000000,0.000000,1.498873,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",24711266304,29164928876,25901808405,0.000000,0,0.000000,0.000000,0.000000,0.000000,68719476736,0,"<OVERFLOW>",0,34376515584,137455730688,34594619392,0,0.000000,0,0.000000,10737418240,2097152,0,47.824399,0,0,0.000000,29.080855,0.000038,2.845673,0.000000,0.084235,13.886987,10.446423,0.000000
4352,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.968069,1.957765,0.998866,196.420640,44.816117,99.968069,1.957765,0.177338,0.000000,0.000000,0.000000,0.000000,0.000000,7.521150,44.816136,44.816117,238.085624,0.000000,0.000000,82.500000,100.000000,96.844778,0.000000,238.085624,0.000000,0.000000,"<OVERFLOW>",0.000000,2.312601,50077.000000,51.337180,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,5151653888,591872,0,5,0,406853204,2367489,12879574330,2367489,0.000000,0.000000,0.000000,0.000000,238.093751,44.816136,0.000000,99.000000,"<OVERFLOW>",1332369362,1290280960,5215011648,5152245760,164852924416,0,0,82426462208,0,0,0,0,0,9.514914,21.577897,26.681892,0.000000,0.000000,1.500794,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",29639174144,34895339764,30986026788,0.000000,0,0.000000,0.000000,0.000000,0.000000,82426462208,0,"<OVERFLOW>",0,41232171008,"<OVERFLOW>",41478389760,0,0.000000,0,0.000000,12879134720,2367488,0,44.816117,0,0,0.000000,27.364380,0.000031,2.844174,0.000000,0.164475,13.195616,10.039264,0.000000
4608,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.960138,1.932093,0.992013,192.763122,41.538180,99.960138,1.932093,0.180358,0.000000,0.000000,0.000000,0.000000,0.000000,8.256291,41.538197,41.538180,233.652270,0.000000,0.000000,82.500000,100.000000,96.488056,0.000000,233.652270,0.000000,0.000000,"<OVERFLOW>",0.000000,2.283686,53021.000000,50.698188,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,6115295232,663552,0,5,0,540222202,2654209,15288759815,2654218,0.000000,0.000000,0.000000,0.000000,233.660243,41.538338,0.000000,82.000000,"<OVERFLOW>",1591230594,1531478016,6348197378,6115958784,195689447424,0,0,97844723712,0,0,0,0,0,9.280168,21.338568,31.225963,0.000000,0.000000,1.488403,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",35182190592,41527586681,36876611211,0.000000,0,0.000000,0.000000,0.000000,0.000000,97844723712,0,"<OVERFLOW>",0,48943595520,"<OVERFLOW>",49219633152,0,0.000000,0,0.000000,15288238080,2654212,0,41.538243,0,0,0.000000,24.320458,0.000026,2.801225,0.000000,0.555264,11.791149,9.115402,0.000000
4864,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.960620,1.962719,0.998556,195.709876,39.953530,99.960620,1.962719,0.177164,0.000000,0.000000,0.000000,0.000000,0.000000,7.857367,39.953545,39.953530,237.224092,0.000000,0.000000,82.500000,100.000000,96.720640,0.000000,237.224092,0.000000,0.000000,"<OVERFLOW>",0.000000,2.311477,55965.000000,51.312199,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,7192182784,739328,0,11,0,595551036,2957313,17981050108,2957313,0.000000,0.000000,0.000000,0.000000,237.231918,39.953545,0.000000,155.000000,"<OVERFLOW>",1859353975,1801003008,7309113783,7192922112,230149849088,0,0,115074924544,0,0,0,0,0,9.404938,21.542310,27.834310,0.000000,0.000000,1.509755,"Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",41376491520,48709384840,43251742142,0.000000,0,0.000000,0.000000,0.000000,0.000000,115074924544,0,"<OVERFLOW>",0,57561120768,"<OVERFLOW>",57868681216,0,0.000000,0,0.000000,17980456960,2957312,0,39.953530,0,0,0.000000,26.607902,0.000023,2.843056,0.000000,0.227075,12.873689,9.845505,0.000000
5120,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.968013,1.954264,0.997091,194.742226,37.768188,99.968013,1.954264,0.178954,0.000000,0.000000,0.000000,0.000000,0.000000,8.030490,37.768212,37.768188,236.051183,0.000000,0.000000,82.500000,100.000000,96.597656,0.000000,236.051183,0.000000,0.000000,"<OVERFLOW>",0.000000,2.304023,58909.000000,51.150257,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,8388608000,819200,0,5,0,713453645,3276802,20972226848,3276801,0.000000,0.000000,0.000000,0.000000,236.059139,37.768200,0.000000,60.000000,"<OVERFLOW>",2174535944,2100428800,8579201064,8389427200,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",48258252800,56893545391,50522413206,0.000000,0,0.000000,0.000000,0.000000,0.000000,134217728000,0,"<OVERFLOW>",0,67135078400,"<OVERFLOW>",67475865600,0,0.000000,0,0.000000,20971520000,3276800,0,37.768188,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",2.830046,0.000000,"<OVERFLOW>","<OVERFLOW>",9.741146,0.000000
5376,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.966895,1.960030,"<OVERFLOW>",194.479375,35.921154,99.966895,1.960030,0.177273,0.000000,0.000000,0.000000,0.000000,0.000000,8.173009,35.921164,35.921154,235.732576,0.000000,0.000000,82.500000,100.000000,96.528498,0.000000,235.732576,0.000000,0.000000,"<OVERFLOW>",0.000000,2.307516,61853.000000,51.221555,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,9710862336,903168,0,9,0,841705513,3612673,24277985734,3612677,0.000000,0.000000,0.000000,0.000000,235.740635,35.921204,0.000000,93.000000,"<OVERFLOW>",2513707589,2431328256,9869943709,9711765504,310747594752,0,0,155373797376,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",55863650304,65766776615,58394803781,0.000000,0,0.000000,0.000000,0.000000,0.000000,155373797376,0,"<OVERFLOW>",0,77715800064,"<OVERFLOW>",78091517952,0,0.000000,0,0.000000,24277155840,3612672,0,35.921154,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>",2.838364,0.000000,"<OVERFLOW>","<OVERFLOW>",9.804193,0.000000
5632,"Quadro K5200 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,0.000000,99.966362,1.962704,"<OVERFLOW>",194.763435,34.338456,99.966362,1.962704,0.176592,0.000000,0.000000,0.000000,0.000000,0.000000,8.168331,34.338465,34.338456,236.076891,0.000000,0.000000,82.500000,100.000000,84.493159,0.000000,236.076891,0.000000,0.000000,"<OVERFLOW>",0.000000,2.309158,64797.000000,51.256285,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,0,0,0,11165237248,991232,0,4,0,965801351,3964929,27914039951,3964938,0.000000,0.000000,0.000000,0.000000,236.084899,34.338543,0.000000,36.000000,"<OVERFLOW>",2887232989,2795274240,11329196484,11166228480,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (2)","High (7)","Idle (0)","Low (1)","Low (1)","Mid (4)","High (9)","Low (1)","Idle (0)",64228859904,75571159541,67098343721,0.000000,0,0.000000,0.000000,0.000000,0.000000,"<OVERFLOW>",0,"<OVERFLOW>",0,89353617408,"<OVERFLOW>",89765969920,0,0.000000,0,0.000000,27913093120,3964928,0,34.338456,0,0,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000,"<OVERFLOW>","<OVERFLOW>",9.938610,0.000000
