3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2080110823,2095445565,2886465,2892204,1445126,1443425,1452018,1445207,1034346167,1054615005,1030869630,1039136899,1605632,1605632,1605632,1605632,6114246656,6114246656,6114246656,6114246656,5072094176,5045844884,5075529166,5047039771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6114246676,6114246672,6114246676,6114246672,1605632,1605632,1605637,1605632,"<OVERFLOW>",0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,44350289629,2240164018,0,0,0,0,2877292544,401408,"<OVERFLOW>","<OVERFLOW>",50176,800043928,0,0,0,0,0,0,0,24456986624,6422528,0,0,21579694080,6021120,0,0,0,0,33885090618,6427494,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2934932583,2948981262,3411822,3416641,1706526,1709847,1703444,1701804,1466745319,1478301029,1418171571,1447855531,1843200,1843200,1843200,1843200,7520256000,7520256000,7520256000,7520256000,6040683730,6024760471,6046481255,6026969480,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7520256016,7520256016,7520256048,7520256016,1843200,1843200,1843201,1843204,"<OVERFLOW>",0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,54200920450,2767959165,0,0,0,0,3538944000,460800,"<OVERFLOW>","<OVERFLOW>",57600,1003168388,0,0,0,0,0,0,0,30081024000,7372800,0,0,26542080000,6912000,0,0,0,0,"<OVERFLOW>",7379315,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3836719405,3859828528,3827353,3827671,1914330,1914589,1925828,1925787,1913026286,1935018608,1961165361,1953342390,2097152,2097152,2097152,2097152,9126805504,9126805504,9126805504,9126805504,7182831887,7174566364,7167181271,7187477238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9126805520,9126805522,9126805520,9126805520,2097152,2097152,2097152,2097153,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,68121750054,3383453450,0,0,0,0,4294967296,524288,"<OVERFLOW>","<OVERFLOW>",65536,1231514552,0,0,0,0,0,0,0,"<OVERFLOW>",8388608,0,0,32212254720,7864320,0,0,0,0,"<OVERFLOW>",8389011,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2757326735,2955806803,4344345,4347541,2171221,2174634,2176037,2216522,1378986313,1477696980,1450040997,2405079448,2367488,2367488,2367488,2367488,10947264512,10947264512,10947264512,10947264512,8564390534,8595046534,8578236383,9541971258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10947264532,10947264562,10947264530,10947264530,2367488,2367488,2367493,2367489,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,29639174144,78762993448,4120775389,0,0,0,0,5151653888,591872,"<OVERFLOW>","<OVERFLOW>",73984,1605845042,0,0,0,0,0,0,0,"<OVERFLOW>",9469952,0,0,"<OVERFLOW>",8878080,0,0,0,0,"<OVERFLOW>",9473260,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2973380332,2969562047,4594058,4589928,2298130,2294148,2301950,2291187,1476150829,1501818872,1464935509,1454983542,2654208,2654208,2654208,2654208,12995002368,12995002368,12995002368,12995002368,11528006733,11524686342,11516697727,11531967207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12995002388,12995002388,12995002384,12995002388,2654208,2654212,2654208,2654208,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,35182190592,92640984539,4682828773,0,0,0,0,6115295232,663552,"<OVERFLOW>","<OVERFLOW>",82944,1624031515,0,0,0,0,0,0,0,"<OVERFLOW>",10616832,0,0,"<OVERFLOW>",9953280,0,0,0,0,"<OVERFLOW>",10659405,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3389263477,3269553974,5384046,5384447,2691939,2691161,2702485,2702796,1696076446,1632741584,1724439965,1654370867,2957312,2957312,2957312,2957312,15283388416,15283388416,15283388416,15283388416,13559263316,13677408628,13517015927,13676495346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15283388432,15283388436,15283388434,15283388434,2957316,2957312,2957312,2957313,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,41376491520,94998695764,6426091715,0,0,0,0,7192182784,739328,"<OVERFLOW>","<OVERFLOW>",92416,2886736361,0,0,0,0,0,0,0,"<OVERFLOW>",11829248,0,0,"<OVERFLOW>",11089920,0,0,0,0,"<OVERFLOW>",11829363,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6214091320,6250462957,5692334,5687806,2849470,2844023,2858810,2829134,3092502387,3139930410,3086318538,3095846873,3276800,3276800,3276800,3276800,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",14707815775,14703972031,14717399508,14699877952,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3276800,3276804,3276801,3276804,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,48258252800,134038841201,6455592787,0,0,0,0,8388608000,819200,"<OVERFLOW>","<OVERFLOW>",102400,2260235861,0,0,0,0,0,0,0,"<OVERFLOW>",13107200,0,0,"<OVERFLOW>",12288000,0,0,0,0,"<OVERFLOW>",13126923,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,9190545831,9219613785,6652139,6639849,3327136,3328611,3314200,3312519,4598709347,4609919397,4586270511,4505797752,3612672,3612672,3612672,3612672,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15943251384,"<OVERFLOW>",15951584121,16019497970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3612672,3612673,3612672,3612673,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,55863650304,"<OVERFLOW>",7674212934,0,0,0,0,9710862336,903168,"<OVERFLOW>","<OVERFLOW>",112896,2774476723,0,0,0,0,0,0,0,"<OVERFLOW>",14450688,0,0,"<OVERFLOW>",13547520,0,0,0,0,"<OVERFLOW>",14460172,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,8037394208,8000901354,6746159,6744270,3377197,3371935,3381599,3361248,3977522668,4040622369,3997400033,4007705003,3964928,3964928,3964928,3964928,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3964929,3964928,3964933,3964929,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,64228859904,"<OVERFLOW>",8564696775,0,0,0,0,11165237248,991232,"<OVERFLOW>","<OVERFLOW>",123904,2983937519,0,0,0,0,0,0,0,"<OVERFLOW>",15859712,0,0,"<OVERFLOW>",14868480,0,0,0,0,"<OVERFLOW>",15904297,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,6816170585,13162238446,7769361,7931085,3884807,3967140,3914328,3893416,3413842952,6572942980,4204969599,3628417970,4333568,4333568,4333568,4333568,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4333568,4333572,4333568,4333568,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,73390057472,"<OVERFLOW>",11329310121,0,0,0,0,12758024192,1083392,"<OVERFLOW>","<OVERFLOW>",135424,3818360243,0,0,0,0,0,0,0,"<OVERFLOW>",17334272,0,0,"<OVERFLOW>",16250880,0,0,0,0,"<OVERFLOW>",17342154,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,7437654083,7528485842,8054920,8047265,4028338,4028813,4015184,4012842,3696694266,3783746273,3670340600,3751112355,4718592,4718592,4718592,4718592,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4718592,4718592,4718592,4718597,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,83383418880,"<OVERFLOW>",11043204877,0,0,0,0,14495514624,1179648,"<OVERFLOW>","<OVERFLOW>",147456,3791007113,0,0,0,0,0,0,0,"<OVERFLOW>",18874368,0,0,"<OVERFLOW>",17694720,0,0,0,0,"<OVERFLOW>",19031760,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,13553585319,11718547078,9231550,9211221,4616078,4606470,4593936,4629956,6779872763,5856704861,4857704423,8490468781,5120000,5120000,5120000,5120000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5120000,5120005,5120000,5120000,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,94245120000,"<OVERFLOW>",13152248803,0,0,0,0,16384000000,1280000,"<OVERFLOW>","<OVERFLOW>",160000,6030775487,0,0,0,0,0,0,0,"<OVERFLOW>",20480000,0,0,"<OVERFLOW>",19200000,0,0,0,0,"<OVERFLOW>",20481083,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,13559892126,13695395415,9255370,9253957,4637254,4621081,4616531,4607704,6723764319,6905281144,6686426207,6873647159,5537792,5537792,5537792,5537792,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5537792,5537792,5537792,5537792,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,106011336704,"<OVERFLOW>",14105359656,0,0,0,0,18429771776,1384448,"<OVERFLOW>","<OVERFLOW>",173056,4875957136,0,0,0,0,0,0,0,"<OVERFLOW>",22151168,0,0,"<OVERFLOW>",20766720,0,0,0,0,"<OVERFLOW>",22224387,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,15895140967,15731456001,10599843,10555263,5299170,5291853,5283931,5283144,7942087754,7866817622,7929200357,7827314990,5971968,5971968,5971968,5971968,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5971969,5971968,5971968,5971972,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,118718244864,"<OVERFLOW>",15817544662,0,0,0,0,20639121408,1492992,"<OVERFLOW>","<OVERFLOW>",186624,5487746315,0,0,0,0,0,0,0,"<OVERFLOW>",23887872,0,0,"<OVERFLOW>",22394880,0,0,0,0,"<OVERFLOW>",23987009,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",10660569,10662945,5339087,5323337,5336619,5324124,8685324513,8886110884,8713728062,8888906115,6422528,6422528,6422528,6422528,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6422529,6422528,6422529,6422528,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,132402020352,"<OVERFLOW>",17602246069,0,0,0,0,23018340352,1605632,"<OVERFLOW>","<OVERFLOW>",200704,6084781101,0,0,0,0,0,0,0,"<OVERFLOW>",25690112,0,0,"<OVERFLOW>",24084480,0,0,0,0,"<OVERFLOW>",25774387,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,16223651260,15950284263,12285236,12246234,6143223,6122356,6127421,6112172,8109943158,7976354433,8408711588,9133732000,6889472,6889472,6889472,6889472,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",6889473,6889476,6889473,6889472,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,"<OVERFLOW>","<OVERFLOW>",22237176398,0,0,0,0,25573720064,1722368,"<OVERFLOW>","<OVERFLOW>",215296,9498417097,0,0,0,0,0,0,0,"<OVERFLOW>",27557888,0,0,"<OVERFLOW>",25835520,0,0,0,0,"<OVERFLOW>",27560193,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",12326847,12308103,6165069,6159371,6159373,6164556,8786573253,8987332774,8805632037,9065738927,7372800,7372800,7372800,7372800,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7372800,7372804,7372801,7372800,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,"<OVERFLOW>","<OVERFLOW>",21532374115,0,0,0,0,28311552000,1843200,"<OVERFLOW>","<OVERFLOW>",230400,7367097346,0,0,0,0,0,0,0,"<OVERFLOW>",29491200,0,0,"<OVERFLOW>",27648000,0,0,0,0,"<OVERFLOW>",29874246,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",13340681,13345483,6668757,6677251,6651643,6678311,16029577062,15902020425,15863316859,15949162336,7872512,7872512,7872512,7872512,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",7872512,7872512,7872512,7872512,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,1968128,62980096,"<OVERFLOW>","<OVERFLOW>",24336327769,0,0,0,0,31238127616,1968128,"<OVERFLOW>","<OVERFLOW>",246016,8678773482,0,0,0,0,0,0,0,"<OVERFLOW>",31490048,0,0,"<OVERFLOW>",29521920,0,0,0,0,"<OVERFLOW>",31520112,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>",13489411,13487062,6755058,6739921,6752869,6736909,16561737678,16750961031,16626089620,16817752977,8388608,8388608,8388608,8388608,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",8388608,8388609,8388608,8388612,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,2097152,67108864,"<OVERFLOW>","<OVERFLOW>",26441857688,0,0,0,0,34359738368,2097152,"<OVERFLOW>","<OVERFLOW>",262144,9250403547,0,0,0,0,0,0,0,"<OVERFLOW>",33554432,0,0,"<OVERFLOW>",31457280,0,0,0,0,"<OVERFLOW>",33562440,0,0
