2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,107330246,108721655,495616,495616,247808,247808,247808,247808,53671361,54361637,55194630,54457616,247808,247808,247808,247808,697827328,697827328,697827328,697827328,643023918,643221124,643911882,644004168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,697827380,697827344,697827348,697827346,247809,247808,247809,247808,5878946212,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,9805463048,1069974576,0,0,0,0,1395654656,247808,5877734513,374644902908,30976,370406187,0,0,0,0,0,0,0,2093481984,495616,0,0,697827328,247808,0,0,0,0,3728702369,495616,0,0
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,143781068,142188879,589824,589824,294912,294912,294912,294912,71876154,71106989,71380230,72618675,294912,294912,294912,294912,905969664,905969664,905969664,905969664,833898376,832693565,833056688,834903620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905969684,905969680,905969682,905969684,294912,294916,294912,294912,7630426230,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,12728158809,1388440902,0,0,0,0,1811939328,294912,7629396218,486269666446,36864,482679866,0,0,0,0,0,0,0,2717908992,589824,0,0,905969664,294912,0,0,0,0,4833688406,589824,0,0
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,186888166,186691041,692224,692224,346112,346112,346112,346112,93434689,93347693,94579470,93792775,346112,346112,346112,346112,1151860736,1151860736,1151860736,1151860736,1059068770,1057901767,1057090179,1056936874,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1151860752,1151860752,1151860756,1151860754,346112,346112,346117,346112,9706176800,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,16181680137,1764453787,0,0,0,0,2303721472,346112,9704356115,618630262648,43264,610346745,0,0,0,0,0,0,0,3455582208,692224,0,0,1151860736,346112,0,0,0,0,6158885708,692224,0,0
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,245457733,241613717,802816,802816,401408,401408,401408,401408,122704264,120823301,118647193,118691513,401408,401408,401408,401408,1438646272,1438646272,1438646272,1438646272,1320017820,1318986887,1317895859,1320700076,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,1438646288,1438646288,1438646288,1438646320,401408,401412,401408,401412,12118074044,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,20208867355,2203441860,0,0,0,0,2877292544,401408,12115180226,771840197328,50176,762682140,0,0,0,0,0,0,0,4315938816,802816,0,0,1438646272,401408,0,0,0,0,7692259336,802816,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,296003174,303899244,921600,921600,460800,460800,460800,460800,147999295,151924842,142397916,145986528,460800,460800,460800,460800,1769472000,1769472000,1769472000,1769472000,1624596748,1620332288,1619690251,1619708836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1769472018,1769472018,1769472048,1769472016,460801,460800,460800,460800,14908435664,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,24856982545,2708804279,0,0,0,0,3538944000,460800,14906360236,950382230292,57600,937721455,0,0,0,0,0,0,0,5308416000,921600,0,0,1769472000,460800,0,0,0,0,9461215150,921600,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,378525473,368673938,1048576,1048576,524288,524288,524288,524288,189152986,184424155,184256141,181504469,524288,524288,524288,524288,2147483648,2147483648,2147483648,2147483648,1961617213,1963551511,1962279309,1961008856,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2147483666,2147483666,2147483666,2147483664,524292,524289,524292,524292,18093506478,0,0,"<OVERFLOW>",0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,30163516799,3287562787,0,0,0,0,4294967296,524288,18091584350,"<OVERFLOW>",65536,1137664798,0,0,0,0,0,0,0,6442450944,1048576,0,0,2147483648,524288,0,0,0,0,11487593780,1048576,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,467435961,444774604,1183744,1183744,591872,591872,591872,591872,233676620,222441821,222658925,234275436,591872,591872,591872,591872,2575826944,2575826944,2575826944,2575826944,2347789786,2348973343,2351327956,2350687616,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,2575826964,2575826964,2575826962,2575826960,591876,591873,591872,591872,21691124792,0,0,"<OVERFLOW>",0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,29639174144,36139281328,3947128505,0,0,0,0,5151653888,591872,21688357437,"<OVERFLOW>",73984,1366888397,0,0,0,0,0,0,0,7727480832,1183744,0,0,2575826944,591872,0,0,0,0,13763714261,1183744,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,548001787,527099991,1327104,1327104,663552,663552,663552,663552,273990278,263579060,274621561,278543361,663552,663552,663552,663552,3057647616,3057647616,3057647616,3057647616,2780732049,2777588437,2785332189,2789474010,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3057647632,3057647632,3057647632,3057647632,663553,663552,663556,663552,25763580944,0,0,"<OVERFLOW>",0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,35182190592,42906060476,4683217712,0,0,0,0,6115295232,663552,25761875266,"<OVERFLOW>",82944,1619516784,0,0,0,0,0,0,0,9172942848,1327104,0,0,3057647616,663552,0,0,0,0,16353550919,1327104,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,661696476,626464801,1478656,1478656,739328,739328,739328,739328,330869176,313225357,322571315,302209314,739328,739328,739328,739328,3596091392,3596091392,3596091392,3596091392,3278427728,3278764010,3267391865,3271190249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3596091408,3596091408,3596091408,3596091408,739329,739328,739328,739333,30301268532,0,0,"<OVERFLOW>",0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,41376491520,50522462227,5499281508,0,0,0,0,7192182784,739328,30299142620,"<OVERFLOW>",92416,1901532633,0,0,0,0,0,0,0,10788274176,1478656,0,0,3596091392,739328,0,0,0,0,19245522833,1478656,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,781033730,763395904,1638400,1638400,819200,819200,819200,819200,390495652,381731008,382525259,382975076,819200,819200,819200,819200,4194304000,4194304000,4194304000,4194304000,3802179025,3799075642,3807236843,3813675512,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,4194304016,4194304016,4194304020,4194304016,819201,819205,819205,819200,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,48258252800,58860174460,6420828744,0,0,0,0,8388608000,819200,"<OVERFLOW>","<OVERFLOW>",102400,2221980440,0,0,0,0,0,0,0,12582912000,1638400,0,0,4194304000,819200,0,0,0,0,22433023430,1638400,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,909308901,893909956,1806336,1806336,903168,903168,903168,903168,454660729,446940588,464743917,445990259,903168,903168,903168,903168,4855431168,4855431168,4855431168,4855431168,4392565245,4404135887,4410359608,4410538258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4855431186,4855431184,4855431188,4855431184,903168,903168,903169,903169,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,55863650304,68143790762,7430595592,0,0,0,0,9710862336,903168,"<OVERFLOW>","<OVERFLOW>",112896,2571000091,0,0,0,0,0,0,0,14566293504,1806336,0,0,4855431168,903168,0,0,0,0,25968185396,1806336,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1094641536,1028992042,1982464,1982464,991232,991232,991232,991232,547280729,514482087,512342308,531856854,991232,991232,991232,991232,5582618624,5582618624,5582618624,5582618624,5050833719,5036282634,5066002990,5048839767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5582618672,5582618642,5582618644,5582618640,991232,991236,991232,991236,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,64228859904,78310954497,8545961299,0,0,0,0,11165237248,991232,"<OVERFLOW>","<OVERFLOW>",123904,2958045004,0,0,0,0,0,0,0,16747855872,1982464,0,0,5582618624,991232,0,0,0,0,29855446342,1982464,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1185408289,1240891585,2166784,2166784,1083392,1083392,1083392,1083392,592745341,620381438,617786119,617785949,1083392,1083392,1083392,1083392,6379012096,6379012096,6379012096,6379012096,5770544251,5773293986,5780008187,5773532900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6379012116,6379012116,6379012112,6379012112,1083396,1083392,1083397,1083396,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,73390057472,89454278017,9765982703,0,0,0,0,12758024192,1083392,"<OVERFLOW>","<OVERFLOW>",135424,3382602264,0,0,0,0,0,0,0,19137036288,2166784,0,0,6379012096,1083392,0,0,0,0,34101173180,2166784,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1650400771,1584921282,2359296,2359296,1179648,1179648,1179648,1179648,824978667,792134900,777205204,841861734,1179648,1179648,1179648,1179648,7247757312,7247757312,7247757312,7247757312,6400296233,6438450055,6434933339,6463083172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7247757328,7247757328,7247757832,7247757328,1179648,1179648,1179649,1179648,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,83383418880,101326302429,11133638410,0,0,0,0,14495514624,1179648,"<OVERFLOW>","<OVERFLOW>",147456,3876977921,0,0,0,0,0,0,0,21743271936,2359296,0,0,7247757312,1179648,0,0,0,0,"<OVERFLOW>",2359296,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1696328357,1600213751,2560000,2560000,1280000,1280000,1280000,1280000,848221137,800053060,819957599,810538960,1280000,1280000,1280000,1280000,8192000000,8192000000,8192000000,8192000000,7370592563,7380375383,7364952259,7345855328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192000018,8192000016,8192000020,8192000016,1280004,1280000,1280001,1280005,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,94245120000,114863388748,12539982434,0,0,0,0,16384000000,1280000,"<OVERFLOW>","<OVERFLOW>",160000,4350544684,0,0,0,0,0,0,0,24576000000,2560000,0,0,8192000000,1280000,0,0,0,0,"<OVERFLOW>",2560000,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1873406452,1925653311,2768896,2768896,1384448,1384448,1384448,1384448,936603590,962944166,981069273,946432184,1384448,1384448,1384448,1384448,9214885888,9214885888,9214885888,9214885888,8248957725,8258606822,8284889942,8242143067,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9214885908,9214885904,9214885904,9214885904,1384449,1384453,1384448,1384448,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,106011336704,129132847256,14111584150,0,0,0,0,18429771776,1384448,"<OVERFLOW>","<OVERFLOW>",173056,4885171704,0,0,0,0,0,0,0,27644657664,2768896,0,0,9214885888,1384448,0,0,0,0,"<OVERFLOW>",2768896,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2614273675,2627907791,2985984,2985984,1492992,1492992,1492992,1492992,1307156820,1314064319,1290194658,1361950139,1492992,1492992,1492992,1492992,10319560704,10319560704,10319560704,10319560704,9065309476,9009329463,8973966560,8988492813,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10319560720,10319560724,10319560720,10319560720,1492992,1492996,1492992,1492996,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,118718244864,"<OVERFLOW>",15892550144,0,0,0,0,20639121408,1492992,"<OVERFLOW>","<OVERFLOW>",186624,5538421673,0,0,0,0,0,0,0,30958682112,2985984,0,0,10319560704,1492992,0,0,0,0,"<OVERFLOW>",2985984,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2658798836,2537265888,3211264,3211264,1605632,1605632,1605632,1605632,1329227478,1268729125,1280622733,1246435420,1605632,1605632,1605632,1605632,11509170176,11509170176,11509170176,11509170176,10178190208,10249320086,10232442627,10275306052,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11509170194,11509170192,11509170194,11509170194,1605637,1605636,1605632,1605633,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,132402020352,"<OVERFLOW>",17634687535,0,0,0,0,23018340352,1605632,"<OVERFLOW>","<OVERFLOW>",200704,6142926029,0,0,0,0,0,0,0,"<OVERFLOW>",3211264,0,0,11509170176,1605632,0,0,0,0,"<OVERFLOW>",3211264,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2865024820,2701979957,3444736,3444736,1722368,1722368,1722368,1722368,1432520139,1351005546,1391008358,1388502513,1722368,1722368,1722368,1722368,12786860032,12786860032,12786860032,12786860032,11356585154,11418254829,11422509822,11430677363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12786860048,12786860048,12786860048,12786860050,1722368,1722368,1722368,1722369,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,"<OVERFLOW>","<OVERFLOW>",19591669759,0,0,0,0,25573720064,1722368,"<OVERFLOW>","<OVERFLOW>",215296,6811860910,0,0,0,0,0,0,0,"<OVERFLOW>",3444736,0,0,12786860032,1722368,0,0,0,0,"<OVERFLOW>",3444736,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4165992498,4158513325,3686400,3686400,1843200,1843200,1843200,1843200,2083255614,2078798572,2086051467,2073386036,1843200,1843200,1843200,1843200,14155776000,14155776000,14155776000,14155776000,12086074310,12066344509,12073443677,12074903095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14155776016,14155776020,14155776016,14155776018,1843200,1843201,1843200,1843200,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,"<OVERFLOW>","<OVERFLOW>",21837445482,0,0,0,0,28311552000,1843200,"<OVERFLOW>","<OVERFLOW>",230400,7673434432,0,0,0,0,0,0,0,"<OVERFLOW>",3686400,0,0,14155776000,1843200,0,0,0,0,"<OVERFLOW>",3686400,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4199467920,4153947836,3936256,3936256,1968128,1968128,1968128,1968128,2099405403,2077349983,2032423505,2109924169,1968128,1968128,1968128,1968128,15619063808,15619063808,15619063808,15619063808,13676102782,13525938861,13603434116,13560365421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,15619063828,15619063828,15619063826,15619063826,1968129,1968128,1968128,1968129,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,1968128,62980096,"<OVERFLOW>","<OVERFLOW>",24043735392,0,0,0,0,31238127616,1968128,"<OVERFLOW>","<OVERFLOW>",246016,8397163898,0,0,0,0,0,0,0,"<OVERFLOW>",3936256,0,0,15619063808,1968128,0,0,0,0,"<OVERFLOW>",3936256,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4073917796,4030917681,4194304,4194304,2097152,2097152,2097152,2097152,2036859143,2015585606,2114705716,2143004909,2097152,2097152,2097152,2097152,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15274624332,15150113721,15050034395,15111333949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2097152,2097157,2097153,2097153,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,2097152,67108864,"<OVERFLOW>","<OVERFLOW>",26390536832,0,0,0,0,34359738368,2097152,"<OVERFLOW>","<OVERFLOW>",262144,9169299425,0,0,0,0,0,0,0,"<OVERFLOW>",4194304,0,0,17179869184,2097152,0,0,0,0,"<OVERFLOW>",4194304,0,0
