4608,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",18348982336,18348097472,2827068872,2329955201,933791763,930269851,1350604,1341107,1350597,1350549,933772532,933823791,2575838836,2575876821,1327104,1327104,1695609902,1695600050,11036,10908,2594531015,2594574864,1327108,1327106,0,0,4,1,15460742876,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,6080957486,48940278784,6883025920,62706327552,2006602481664,2006538780672,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767729664,15446898158,896861047100,114894836212,82944,0,0,0,0
4864,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",21579972672,21579038656,3332103744,2661941664,1118092203,1116190495,1492647,1492721,1492379,1492475,1117981421,1118101993,2994042206,2994088578,1478656,1478656,1880386600,1880297481,8088,7964,3008319900,3008319880,1478656,1478662,0,0,0,5,18227712128,0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,7253717075,57557424883,8094903296,73747228672,2359911317504,2359840342016,0,0,0,0,0,0,0,0,0,7192182784,739328,0,902719488,18221072582,1056163378478,134835703326,92416,0,0,0,0
5120,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",25169592384,25168609216,3953647954,3123332782,1312338046,1313792966,1661845,1652409,1661856,1661840,1312427199,1312465710,3535206843,3535220293,1638400,1638400,2268820734,2268877650,8176,8268,3528256912,3528381670,1638400,1638406,0,0,0,5,21378125848,0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,8841232640,67130983156,9441281024,86013542400,2752433356800,2752354713600,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1052672000,21371116453,1230399327348,156582610228,102400,0,0,0,0
5376,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",29136199680,29136199680,4503535003,3531219749,1530574347,1518808507,1820315,1820224,1820338,1820362,1530425577,1530458868,4013739998,4013789410,1806336,1806336,2524079218,2524117283,6432,6394,4034094086,4034101879,1806376,1806350,0,0,4,1,24739386428,0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,10384250393,77711284975,10929236992,99569756160,3186232197120,3186145492992,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1218373632,24733978961,1426401545542,181431375793,112896,0,0,0,0
5632,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",33500217408,33499135936,5274369325,4010525091,1793598962,1775700569,1996506,1996418,1996490,1996514,1793506401,1793528912,4638465631,4638498929,1982464,1982464,2833156930,2833105367,5834,5874,4599760251,4599791231,1982501,1982481,0,0,5,0,28596178004,0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,12436638816,89348662272,12565849088,114480357376,3663371436032,3663276277760,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1400610816,28591617510,1642099639756,209211323226,123904,0,0,0,0
5888,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",38278406144,38278406144,6051600326,4499778564,2016690515,2049000584,2180496,2180754,2180385,2180461,2016644862,2016775162,5271359856,5271351898,2166784,2166784,3187949143,3187912733,9230,9178,5194226130,5194228017,2166821,2166801,0,0,1,4,32803000520,0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,14594679941,102093445871,14358195200,130809833472,4185914671104,4185810665472,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1600169984,32796143354,1861503093420,238489466988,135424,0,0,0,0
6144,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",43491852352,43490672576,6818010248,5278823123,2390300213,2406343350,2373388,2382868,2373343,2373381,2390557882,2390383325,6043699068,6043697119,2359296,2359296,3646262748,3646221506,13908,13902,6028270088,6028238172,2359297,2359301,0,0,5,0,37287055924,0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,16808269755,115995968245,16313353216,148622671872,4755925499904,4755812253696,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1817837568,37278176446,2124144785842,272030675085,147456,0,0,1,0
6400,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",49157734464,49156505536,7677257782,5746934481,2672819751,2681509683,2583570,2574024,2583538,2583478,2672854033,2672708722,6706932304,6707019959,2560000,2560000,4040001648,4040178492,10040,10052,6733009025,6733110595,2560040,2560014,0,0,4,1,42550486800,0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,20547843192,131106560750,18438401024,167983360000,5375467520000,5375344640000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2054400000,42540236674,2429405269520,307526534318,160000,0,0,0,0
6656,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",55295492160,55294214080,8576510007,6277171987,3062075782,2997766685,2783022,2782358,2782984,2782996,3061987784,3062206157,7421307488,7421298922,2768896,2768896,4493719615,4493615967,4316,4318,7546374969,7546325189,2768897,2768901,0,0,5,0,47772556156,0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,22958105513,147475555063,20740416512,188956385280,6046604328960,6046471421952,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2310643712,47766234670,2707211453180,344170045775,173056,0,0,0,0
6912,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)",61923999808,61922672576,9715409030,7228244017,3393257742,3421967264,3000093,3009595,3000089,3000101,3393184553,3393191338,8465845356,8465863755,2985984,2985984,5019878600,5019962248,4440,4350,8495475375,8495550176,2986025,2985997,0,0,1,4,53720519788,0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,26019332958,165153282800,23226477568,211606235136,6771399524352,6771256197120,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2587355136,53714955154,3055454641524,388796229349,186624,0,0,0,0
7168,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",10707744668,7924447418,3874460484,3855945519,3225395,3234829,3225396,3225376,3874437689,3874764443,9309691975,9309655055,3211264,3211264,5461764047,5461649139,7706,7812,9420174876,9420269895,3211269,3211265,0,0,5,0,60020094812,0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,30452138326,184190076928,25903663104,235997396992,7551916703744,7551762563072,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2885320704,60012125950,3404238117300,433585135799,200704,0,0,1,1
7424,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",12049902605,8789282546,4319455181,4317237437,3458821,3468265,3458791,3458855,4319244247,4319444831,10412711443,10412694764,3444736,3444736,6043254178,6043267036,4648,4518,10360114181,10360109586,3444773,3444753,0,0,1,4,66760232412,0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,34189204160,204636266228,28779048960,262194358272,8390219464704,8390054117376,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3205326848,66754640800,3771595714482,482353310909,215296,0,0,0,0
7680,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",13277245498,9812951468,4701392326,4698131889,3709954,3709994,3710005,3709895,4701920743,4701281938,11537446029,11538005337,3686400,3686400,6830692078,6830704964,8628,8624,11502549163,11502870471,3686400,3686406,0,0,0,5,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,40300875364,226542183424,31859713024,290261606400,9288371404800,9288194457600,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3548160000,74557241001,4204128554884,535827054146,230400,0,0,0,0
7936,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",14588311096,10585452187,5331760652,5346158308,3950372,3950401,3950373,3950395,5331740370,5331798326,12578904653,12579113606,3936256,3936256,7300502617,7300682739,6000,6132,12618662276,12618849712,3936296,3936270,0,0,4,1,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,43660996032,249958162164,35152736256,320263628800,10248436121600,10248247181312,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3914606592,82201645616,4648517062744,589449254710,246016,0,0,0,0
8192,"GeForce GTX 980 (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",15914280552,11586771882,6043003348,6030063024,4217894,4217888,4217903,4217867,6043052042,6042992574,13742088932,13742186286,4194304,4194304,7716186493,7716118810,6598,7214,13795562296,13795691473,4194344,4194318,0,0,4,1,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,49676896958,274934532096,38665193472,352264912896,11272477212672,11272275886080,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4305453056,90622471314,5106739136204,648621122671,262144,0,0,0,0
