2816,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",12564856832,12564856832,5935497216,5935497216,88105831,88177995,530691,535682,530791,531130,88114719,88114930,5931532288,5931532288,3964928,3964928,5843363954,5843361536,3704167,3704059,5931533056,5931533079,3964929,3964933,0,0,1,4,14262356064,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,247808,43499775312,10822024015,1571352064,13964724224,446871175168,446847385600,0,0,0,0,0,0,0,0,0,1395654656,247808,0,175448064,14248743263,899280494782,111692425147,30976,0,0,0,0
3072,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",16312172544,16312172544,7705460736,7705460736,114913449,115051292,638882,640874,640170,640131,115030865,115001402,7700742144,7700742144,4718592,4718592,7585839787,7585862203,4401276,4400662,7700743592,7700743639,4718593,4718597,0,0,1,4,18212919172,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,294912,56602198956,14049313607,2039907840,18129125376,580132012032,580103700480,0,0,0,0,0,0,0,0,0,1811939328,294912,0,227672064,18200208510,1148747204938,145285850061,36864,0,0,0,0
3328,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",20739031040,20739031040,9796354048,9796354048,146134536,146209005,754312,754679,754498,754175,146176188,146167061,9790816256,9790816256,5537792,5537792,9644650667,9644672869,5159744,5159530,9790817896,9790817943,5537792,5537798,0,0,4,1,23569132012,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,346112,73765206448,17861803520,2593418752,23048636416,737556365312,737523138560,0,0,0,0,0,0,0,0,0,2303721472,346112,0,289349632,23550435967,1487522591988,188333261944,43264,0,0,1,0
3584,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",25902055424,25902055424,12234915840,12234915840,184270828,184222812,890991,888243,890085,889968,184266608,184197194,12228493312,12228493312,6422528,6422528,12044221418,12044253077,5969686,5970228,12228494768,12228494823,6422529,6422533,0,0,1,4,29428305296,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,401408,92133183012,22308250433,3238962688,28786171904,921157500928,921118965760,0,0,0,0,0,0,0,0,0,2877292544,401408,0,361267200,29413004297,1857793033170,235240924535,50176,0,0,0,0
3840,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",31857868800,31857868800,15047884800,15047884800,228811283,229324417,1065931,1061516,1068453,1067866,229271632,229020576,15040512000,15040512000,7372800,7372800,14811264404,14811502306,6802434,6804631,15040514832,15040514927,7372801,7372805,0,0,5,0,37112915836,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,460800,117975022914,27437415936,3983617536,35404646400,1132948684800,1132904448000,0,0,0,0,0,0,0,0,0,3538944000,460800,0,444211200,37095119118,2342652873492,298654595212,57600,0,0,1,0
4096,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",38663094272,38663094272,18261999616,18261999616,413978006,413402870,1872555,1873470,1872912,1872962,413843004,413835176,18253611008,18253611008,8388608,8388608,17840784333,17840790191,7277899,7277955,18253613864,18253613959,8388612,8388610,0,0,4,1,46639218480,0,0,137438953472,0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,524288,147997584769,33298055995,4834461184,42966974464,1374943182848,1374892851200,0,0,0,0,0,0,0,0,0,4294967296,524288,0,538968064,46619606898,2596633349454,372340632142,65536,0,0,0,0
4352,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",46374354944,46374354944,21903998976,21903998976,343342342,343997596,1459057,1463491,1460345,1459456,343609517,343369234,21894529024,21894529024,9469952,9469952,21550962470,21551082985,8632984,8633007,21894532416,21894532503,9469952,9469958,0,0,0,5,53880548880,0,0,164852924416,0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,591872,169632681757,39938931526,5798571520,51536070656,1649154260992,1649097441280,0,0,0,0,0,0,0,0,0,5151653888,591872,0,646324224,53851028788,3403388123746,430576308518,73984,0,0,0,0
4608,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",55048273920,55048273920,26000621568,26000621568,442845749,441706586,1770995,1773927,1770458,1773080,442264296,442413789,25990004736,25990004736,10616832,10616832,25547262553,25547081947,9545814,9544565,25990009064,25990009215,10616836,10616834,0,0,0,5,63734318476,0,0,195689447424,0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,663552,200539201326,47408801280,6883026432,61174849536,1957595185152,1957531484160,0,0,0,0,0,0,0,0,0,6115295232,663552,0,767066112,63710538947,4020956989480,509509949966,82944,0,0,0,0
4864,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",64741474304,64741474304,30578606080,30578606080,520353796,521202890,2102278,2105574,2102889,2104616,519841834,521036881,30566776832,30566776832,11829248,11829248,30047629742,30046538525,10470779,10469952,30566781800,30566781943,11829252,11829250,0,0,0,5,80324742524,0,0,230149849088,0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,739328,257158346156,55756422656,8094903808,71946225664,2302279221248,2302208245760,0,0,0,0,0,0,0,0,0,7192182784,739328,0,901980160,80304769180,5070504195476,641845617059,92416,0,0,0,0
5120,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",75510579200,75510579200,35664691200,35664691200,645594645,642602895,2515724,2496214,2514939,2515575,646123637,644745976,35651584000,35651584000,13107200,13107200,35006570755,35007963251,11403697,11405756,35651589544,35651589727,13107204,13107202,0,0,0,5,91541062016,0,0,268435456000,0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,819200,291471122665,65030554435,9441281536,83913113600,2685219635200,2685140992000,0,0,0,0,0,0,0,0,0,8388608000,819200,0,1051852800,91508462456,5775002497110,731715642488,102400,0,0,0,0
5376,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",87412211712,87412211712,41285615616,41285615616,780782047,779807341,2929465,2921722,2932108,2930022,781743139,780492311,41271164928,41271164928,14450688,14450688,40491706770,40492390675,12390647,12394097,41271172016,41271172263,14450693,14450689,0,0,1,4,"<OVERFLOW>",0,0,310747594752,0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,903168,387061339080,75279956800,10929237504,97138427904,3108429692928,3108342988800,0,0,0,0,0,0,0,0,0,9710862336,903168,0,1217470464,118403233817,7473825882126,946359334027,112896,0,0,0,0
5632,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)",100502994944,100502994944,47468118016,47468118016,936680211,934252173,3387431,3376536,3387451,3389818,936998570,936409985,47452258304,47452258304,15859712,15859712,46519523850,46519427458,13390186,13385243,47452267000,47452267247,15859712,15859718,0,0,4,1,"<OVERFLOW>",0,0,357287591936,0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,991232,465010226798,86553388544,12565849600,111685083136,3573922660352,3573827502080,0,0,0,0,0,0,0,0,0,11165237248,991232,0,1399619584,140981114773,8901517057688,1128068813807,123904,0,0,0,0
5888,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",54238937088,54238937088,1147745299,1149389394,3935665,3924911,3934491,3933534,1149929344,1149528853,"<OVERFLOW>","<OVERFLOW>",17334272,17334272,"<OVERFLOW>","<OVERFLOW>",14368190,14366893,"<OVERFLOW>","<OVERFLOW>",17334273,17334277,0,0,5,0,"<OVERFLOW>",0,0,408256774144,0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,1083392,574843416649,98899606337,14358195712,127615993856,4083711803392,4083607797760,0,0,0,0,0,0,0,0,0,12758024192,1083392,0,1599086592,171666905925,10838188863934,1375993707438,135424,0,0,0,0
6144,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",61624811520,61624811520,1373045695,1376570235,4388179,4402948,4395578,4391486,1374968513,1375771578,"<OVERFLOW>","<OVERFLOW>",18874368,18874368,"<OVERFLOW>","<OVERFLOW>",15461412,15464651,"<OVERFLOW>","<OVERFLOW>",18874373,18874369,0,0,1,4,"<OVERFLOW>",0,0,463856467968,0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,1179648,604741866118,112367371066,16313353728,144994074624,4639810387968,4639697141760,0,0,0,0,0,0,0,0,0,14495514624,1179648,0,1816657920,183228381447,11571176423402,1466623453158,147456,0,0,0,0
6400,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",69652480000,69652480000,1677230397,1673518898,5135370,5129387,5139621,5139688,1679959991,1678653515,"<OVERFLOW>","<OVERFLOW>",20480000,20480000,"<OVERFLOW>","<OVERFLOW>",16370710,16375411,"<OVERFLOW>","<OVERFLOW>",20480000,20480006,0,0,4,1,"<OVERFLOW>",0,0,524288000000,0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,1280000,840253839650,127005440830,18438401536,163882240000,5244231680000,5244108800000,0,0,0,0,0,0,0,0,0,16384000000,1280000,0,2053120000,246583491767,15570170292562,1971154677224,160000,0,0,0,0
6656,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",78348681216,78348681216,1979139765,1991442677,5757683,5777572,5758148,5758253,1980177831,1977833737,"<OVERFLOW>","<OVERFLOW>",22151168,22151168,"<OVERFLOW>","<OVERFLOW>",17427110,17425864,"<OVERFLOW>","<OVERFLOW>",22151173,22151169,0,0,1,4,"<OVERFLOW>",0,0,589752696832,0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,1384448,1022946190520,142862575104,20740417024,184343404544,5898988945408,5898856038400,0,0,0,0,0,0,0,0,0,18429771776,1384448,0,2309259264,296157550268,18703033516948,2372847658989,173056,0,0,0,0
6912,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",87740153856,87740153856,2351907170,2351382367,6562605,6548041,6563268,6565858,2356992326,2356473660,"<OVERFLOW>","<OVERFLOW>",23887872,23887872,"<OVERFLOW>","<OVERFLOW>",18387249,18387896,"<OVERFLOW>","<OVERFLOW>",23887873,23887877,0,0,5,0,"<OVERFLOW>",0,0,660451885056,0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,1492992,1225368791278,159987530554,23226478080,206440482816,6606095450112,6605952122880,0,0,0,0,0,0,0,0,0,20639121408,1492992,0,2585862144,352258293067,22246247411618,2816900450173,186624,0,0,0,0
7168,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>",97853636608,97853636608,2801517375,2807605227,7362276,7361988,7363917,7363393,2802099174,2802174818,"<OVERFLOW>","<OVERFLOW>",25690112,25690112,"<OVERFLOW>","<OVERFLOW>",19416463,19417067,"<OVERFLOW>","<OVERFLOW>",25690116,25690114,0,0,4,1,"<OVERFLOW>",0,0,736586891264,0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,1605632,1395452745070,178429068080,25903662592,230236389376,7367564460032,7367410319360,0,0,0,0,0,0,0,0,0,23018340352,1605632,0,2883715072,400743178683,25311575520008,3199282296673,200704,0,0,0,0
7424,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3329131126,3320953362,8180366,8185944,8183851,8185787,3328328649,3328424988,"<OVERFLOW>","<OVERFLOW>",27557888,27557888,"<OVERFLOW>","<OVERFLOW>",20517060,20518086,"<OVERFLOW>","<OVERFLOW>",27557888,27557894,0,0,4,1,"<OVERFLOW>",0,0,818359042048,0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,1722368,1684200591187,198235945779,28779048448,255794038784,8185409241088,8185243893760,0,0,0,0,0,0,0,0,0,25573720064,1722368,0,3203604480,477723840702,30174961469028,3822137287067,215296,0,0,0,0
7680,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",3956683032,3946747668,9089832,9067967,9093879,9091544,3953684232,3952441997,"<OVERFLOW>","<OVERFLOW>",29491200,29491200,"<OVERFLOW>","<OVERFLOW>",21544194,21542357,"<OVERFLOW>","<OVERFLOW>",29491201,29491205,0,0,1,4,"<OVERFLOW>",0,0,905969664000,0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,1843200,1972778930384,219456923136,31859713536,283176345600,9061643059200,9061466112000,0,0,0,0,0,0,0,0,0,28311552000,1843200,0,3546316800,556530787101,35152023880418,4447878959487,230400,0,0,0,0
7936,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",4755779067,4713898726,10020337,9969949,10021870,10021836,4753410126,4751643041,"<OVERFLOW>","<OVERFLOW>",31490048,31490048,"<OVERFLOW>","<OVERFLOW>",22626801,22623497,"<OVERFLOW>","<OVERFLOW>",31490049,31490053,0,0,1,4,"<OVERFLOW>",0,0,999620083712,0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,1968128,2325647163112,242140756800,35152735744,312446224384,9998279180288,9998090240000,0,0,0,0,0,0,0,0,0,31238127616,1968128,0,3912638464,651019602412,41126826742172,5205532270271,246016,0,0,0,0
8192,"Graphics Device (0)","2","14","matMul(float*, float*, float*, int, int)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5161437267,5135733270,10841826,10801208,10841860,10835309,5164265318,5163945629,"<OVERFLOW>","<OVERFLOW>",33554432,33554432,"<OVERFLOW>","<OVERFLOW>",23965027,23966989,"<OVERFLOW>","<OVERFLOW>",33554432,33554438,0,0,0,5,"<OVERFLOW>",0,0,1099511627776,0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,2097152,3401697266748,266336208384,38665192960,343666589696,10997330870272,10997129543680,0,0,0,0,0,0,0,0,0,34359738368,2097152,0,4303355904,927276616928,58593488540244,7412893723716,262144,0,0,0,0
