2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,182452888,182203060,495616,495616,247808,247808,247808,247808,91224181,91097919,91404462,91201174,247808,247808,247808,247808,872284160,872284160,872284160,872284160,780921402,781255164,781254788,780893288,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,872284178,872284178,872284176,872284176,247808,247808,247812,247808,7591985208,0,0,44660948992,0,0,0,0,7929856,0,0,0,0,0,0,0,0,0,0,0,247808,7929856,8032200704,9865218720,1368046321,0,0,0,0,1395654656,247808,7591340300,242807611350,123904,668853750,0,0,0,0,0,0,0,3489136640,991232,0,0,2093481984,743424,0,0,0,0,3860930086,991232,0,0
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,239326883,239351544,589824,589824,294912,294912,294912,294912,119674163,119673808,119358415,119718640,294912,294912,294912,294912,1132462080,1132462080,1132462080,1132462080,1012777311,1012920925,1012730319,1012923697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1132462096,1132462096,1132462096,1132462096,294912,294912,294912,294912,9861527934,0,0,57982058496,0,0,0,0,9437184,0,0,0,0,0,0,0,0,0,0,0,294912,9437184,10427203584,12791700681,1776143489,0,0,0,0,1811939328,294912,9861186246,315419572328,147456,865753442,0,0,0,0,0,0,0,4529848320,1179648,0,0,2717908992,884736,0,0,0,0,5020257954,1179648,0,0
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,308012799,308172009,692224,692224,346112,346112,346112,346112,153998976,154097703,153841288,154427672,346112,346112,346112,346112,1439825920,1439825920,1439825920,1439825920,1286247156,1285282628,1285841648,1285461916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1439825940,1439825938,1439825938,1439825938,346112,346113,346112,346112,12536663550,0,0,73719087104,0,0,0,0,11075584,0,0,0,0,0,0,0,0,0,0,0,346112,11075584,13256435712,16231991353,2263950648,0,0,0,0,2303721472,346112,12536064580,400993385424,173056,1113715770,0,0,0,0,0,0,0,5759303680,1384448,0,0,3455582208,1038336,0,0,0,0,6342048573,1384448,0,0
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,390722388,390208129,802816,802816,401408,401408,401408,401408,195362879,195115003,194401888,194371854,401408,401408,401408,401408,1798307840,1798307840,1798307840,1798307840,1604328026,1604542471,1604375719,1604368887,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1798307856,1798307892,1798307892,1798307860,401408,401409,401412,401412,15673962330,0,0,92073361408,0,0,0,0,12845056,0,0,0,0,0,0,0,0,0,0,0,401408,12845056,16556072960,20311698359,2827012135,0,0,0,0,2877292544,401408,15673068298,501364549158,200704,1380998848,0,0,0,0,0,0,0,7193231360,1605632,0,0,4315938816,1204224,0,0,0,0,7959967914,1605632,0,0
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,483366677,481276472,921600,921600,460800,460800,460800,460800,241668953,240664473,240886266,241489409,460800,460800,460800,460800,2211840000,2211840000,2211840000,2211840000,1971034377,1971779440,1971265480,1970835790,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2211840016,2211840016,2211840018,2211840016,460804,460805,460801,460800,19275187080,0,0,113246208000,0,0,0,0,14745600,0,0,0,0,0,0,0,0,0,0,0,460800,14745600,20362291200,24936009634,3466739280,0,0,0,0,3538944000,460800,19274511326,616595064086,230400,1699761378,0,0,0,0,0,0,0,8847360000,1843200,0,0,5308416000,1382400,0,0,0,0,9755527449,1843200,0,0
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,593955488,591023093,1048576,1048576,524288,524288,524288,524288,296887208,295590575,294528241,294798650,524288,524288,524288,524288,2684354560,2684354560,2684354560,2684354560,2389017182,2387742943,2389628258,2388132095,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2684354578,2684354576,2684354576,2684354576,524288,524288,524288,524288,23405735940,0,0,"<OVERFLOW>",0,0,0,0,16777216,0,0,0,0,0,0,0,0,0,0,0,524288,16777216,24711266304,30338333690,4215442196,0,0,0,0,4294967296,524288,23405128538,748759908014,262144,2083326075,0,0,0,0,0,0,0,10737418240,2097152,0,0,6442450944,1572864,0,0,0,0,11878579418,2097152,0,0
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,715877319,715843256,1183744,1183744,591872,591872,591872,591872,357927184,357906961,357580237,359457725,591872,591872,591872,591872,3219783680,3219783680,3219783680,3219783680,2861463769,2860536300,2861884134,2862210363,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3219783698,3219783696,3219783696,3219783698,591877,591872,591876,591872,28069813558,0,0,"<OVERFLOW>",0,0,0,0,18939904,0,0,0,0,0,0,0,0,0,0,0,591872,18939904,29639174144,36276896994,5053842062,0,0,0,0,5151653888,591872,28069345760,898002623170,295936,2478141128,0,0,0,0,0,0,0,12879134720,2367488,0,0,7727480832,1775616,0,0,0,0,14196889863,2367488,0,0
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,860128886,857246539,1327104,1327104,663552,663552,663552,663552,430030540,428647956,428275080,431272111,663552,663552,663552,663552,3822059520,3822059520,3822059520,3822059520,3392433486,3391094303,3391107342,3392887405,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3822059540,3822059538,3822059538,3822059536,663552,663552,663552,663556,33343257516,0,0,"<OVERFLOW>",0,0,0,0,21233664,0,0,0,0,0,0,0,0,0,0,0,663552,21233664,35182190592,43112246640,5994984163,0,0,0,0,6115295232,663552,33341459104,1066705428722,331776,2934845665,0,0,0,0,0,0,0,15288238080,2654208,0,0,9172942848,1990656,0,0,0,0,16911884179,2654208,0,0
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1024118510,1021489037,1478656,1478656,739328,739328,739328,739328,512057133,510761484,508965873,512912121,739328,739328,739328,739328,4495114240,4495114240,4495114240,4495114240,3984781911,3984495237,3985401387,3984164867,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4495114256,4495114260,4495114260,4495114260,739328,739332,739328,739332,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,23658496,0,0,0,0,0,0,0,0,0,0,0,739328,23658496,41376491520,50652026160,7056404977,0,0,0,0,7192182784,739328,"<OVERFLOW>","<OVERFLOW>",369664,3452164495,0,0,0,0,0,0,0,17980456960,2957312,0,0,10788274176,2217984,0,0,0,0,19851249499,2957312,0,0
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1197400615,1204822309,1638400,1638400,819200,819200,819200,819200,598734272,602389516,600396910,601961731,819200,819200,819200,819200,5242880000,5242880000,5242880000,5242880000,4644395891,4642027004,4645163530,4645246814,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,5242880018,5242880018,5242880020,5242880048,819200,819200,819201,819201,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,26214400,0,0,0,0,0,0,0,0,0,0,0,819200,26214400,48258252800,59186764987,8203180677,0,0,0,0,8388608000,819200,"<OVERFLOW>","<OVERFLOW>",409600,3997190426,0,0,0,0,0,0,0,20971520000,3276800,0,0,12582912000,2457600,0,0,0,0,23247908634,3276800,0,0
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1398836385,1394685519,1806336,1806336,903168,903168,903168,903168,699447298,697267648,697576458,696496501,903168,903168,903168,903168,6069288960,6069288960,6069288960,6069288960,5369409178,5369944009,5370660069,5371908347,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6069288980,6069288976,6069288976,6069288978,903172,903172,903168,903168,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,28901376,0,0,0,0,0,0,0,0,0,0,0,903168,28901376,55863650304,68394217510,9530925256,0,0,0,0,9710862336,903168,"<OVERFLOW>","<OVERFLOW>",451584,4668175587,0,0,0,0,0,0,0,24277155840,3612672,0,0,14566293504,2709504,0,0,0,0,26812181570,3612672,0,0
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1633903867,1633431948,1982464,1982464,991232,991232,991232,991232,817006558,816581901,817296044,814772857,991232,991232,991232,991232,6978273280,6978273280,6978273280,6978273280,6161714743,6160691560,6165293403,6162752514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6978273300,6978273296,6978273296,6978273300,991232,991232,991236,991237,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,31719424,0,0,0,0,0,0,0,0,0,0,0,991232,31719424,64228859904,78705887169,10956737165,0,0,0,0,11165237248,991232,"<OVERFLOW>","<OVERFLOW>",495616,5359006743,0,0,0,0,0,0,0,27913093120,3964928,0,0,16747855872,2973696,0,0,0,0,30880458461,3964928,0,0
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,1872195302,1874338600,2166784,2166784,1083392,1083392,1083392,1083392,936142114,937116174,933213614,934307530,1083392,1083392,1083392,1083392,7973765120,7973765120,7973765120,7973765120,7035845279,7038809906,7040547040,7039080513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7973765172,7973765140,7973765136,7973765140,1083396,1083392,1083392,1083396,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,34668544,0,0,0,0,0,0,0,0,0,0,0,1083392,34668544,73390057472,89794583402,12506447191,0,0,0,0,12758024192,1083392,"<OVERFLOW>","<OVERFLOW>",541696,6123684524,0,0,0,0,0,0,0,31895060480,4333568,0,0,19137036288,3250176,0,0,0,0,"<OVERFLOW>",4333568,0,0
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2145204573,2116971654,2359296,2359296,1179648,1179648,1179648,1179648,1072683517,1058408301,1074445106,1073586957,1179648,1179648,1179648,1179648,9059696640,9059696640,9059696640,9059696640,7992134889,7985159464,7987325833,7985291262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9059696656,9059696658,9059696660,9059696656,1179649,1179649,1179652,1179648,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,37748736,0,0,0,0,0,0,0,0,0,0,0,1179648,37748736,83383418880,102315570741,14164841659,0,0,0,0,14495514624,1179648,"<OVERFLOW>","<OVERFLOW>",589824,6948244521,0,0,0,0,0,0,0,"<OVERFLOW>",4718592,0,0,21743271936,3538944,0,0,0,0,"<OVERFLOW>",4718592,0,0
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2433017377,2431879172,2560000,2560000,1280000,1280000,1280000,1280000,1216566704,1215880463,1215182387,1219256963,1280000,1280000,1280000,1280000,10240000000,10240000000,10240000000,10240000000,9026403687,9020771747,9028714626,9023277750,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10240000020,10240000016,10240000020,10240000016,1280004,1280001,1280004,1280000,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,40960000,0,0,0,0,0,0,0,0,0,0,0,1280000,40960000,94245120000,115377263423,16058542839,0,0,0,0,16384000000,1280000,"<OVERFLOW>","<OVERFLOW>",640000,7869258203,0,0,0,0,0,0,0,"<OVERFLOW>",5120000,0,0,24576000000,3840000,0,0,0,0,"<OVERFLOW>",5120000,0,0
6656,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,2758953979,2754312557,2768896,2768896,1384448,1384448,1384448,1384448,1379569668,1377089405,1381259561,1386993593,1384448,1384448,1384448,1384448,11518607360,11518607360,11518607360,11518607360,10144761515,10139666828,10138098774,10141261065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11518607378,11518607376,11518607376,11518607378,1384448,1384448,1384452,1384448,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,44302336,0,0,0,0,0,0,0,0,0,0,0,1384448,44302336,106011336704,129932133944,18027825867,0,0,0,0,18429771776,1384448,"<OVERFLOW>","<OVERFLOW>",692224,8836829986,0,0,0,0,0,0,0,"<OVERFLOW>",5537792,0,0,27644657664,4153344,0,0,0,0,"<OVERFLOW>",5537792,0,0
6912,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3091544248,3091571962,2985984,2985984,1492992,1492992,1492992,1492992,1545926694,1545627105,1544401275,1541663647,1492992,1492992,1492992,1492992,12899450880,12899450880,12899450880,12899450880,11354529189,11357074048,11355220275,11354831718,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,12899450896,12899450896,12899450900,12899450896,1492996,1492996,1492993,1492992,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,47775744,0,0,0,0,0,0,0,0,0,0,0,1492992,47775744,118718244864,"<OVERFLOW>",20222868861,0,0,0,0,20639121408,1492992,"<OVERFLOW>","<OVERFLOW>",746496,9885682828,0,0,0,0,0,0,0,"<OVERFLOW>",5971968,0,0,30958682112,4478976,0,0,0,0,"<OVERFLOW>",5971968,0,0
7168,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3479640364,3496493402,3211264,3211264,1605632,1605632,1605632,1605632,1739908707,1748107474,1735225177,1740904815,1605632,1605632,1605632,1605632,14386462720,14386462720,14386462720,14386462720,12643242974,12643306084,12641985682,12642921814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14386462740,14386462738,14386462736,14386462740,1605636,1605637,1605636,1605633,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,51380224,0,0,0,0,0,0,0,0,0,0,0,1605632,51380224,132402020352,"<OVERFLOW>",22574345355,0,0,0,0,23018340352,1605632,"<OVERFLOW>","<OVERFLOW>",802816,11043434902,0,0,0,0,0,0,0,"<OVERFLOW>",6422528,0,0,"<OVERFLOW>",4816896,0,0,0,0,"<OVERFLOW>",6422528,0,0
7424,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,3877569466,3882239847,3444736,3444736,1722368,1722368,1722368,1722368,1938904125,1941012039,1935359021,1932870064,1722368,1722368,1722368,1722368,15983575040,15983575040,15983575040,15983575040,14042252485,14047133719,14044381846,14044471002,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,15983575060,15983575056,15983575056,15983575600,1722368,1722373,1722368,1722372,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,55115776,0,0,0,0,0,0,0,0,0,0,0,1722368,55115776,"<OVERFLOW>","<OVERFLOW>",25073829878,0,0,0,0,25573720064,1722368,"<OVERFLOW>","<OVERFLOW>",861184,12269596788,0,0,0,0,0,0,0,"<OVERFLOW>",6889472,0,0,"<OVERFLOW>",5167104,0,0,0,0,"<OVERFLOW>",6889472,0,0
7680,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4266286947,4319091878,3686400,3686400,1843200,1843200,1843200,1843200,2132863830,2159976562,2135951746,2154854094,1843200,1843200,1843200,1843200,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15547068715,15550458625,15540949448,15552768299,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1843201,1843200,1843201,1843204,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,58982400,0,0,0,0,0,0,0,0,0,0,0,1843200,58982400,"<OVERFLOW>","<OVERFLOW>",27758689373,0,0,0,0,28311552000,1843200,"<OVERFLOW>","<OVERFLOW>",921600,13612496361,0,0,0,0,0,0,0,"<OVERFLOW>",7372800,0,0,"<OVERFLOW>",5529600,0,0,0,0,"<OVERFLOW>",7372800,0,0
7936,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,4810169386,4802119730,3936256,3936256,1968128,1968128,1968128,1968128,2405050996,2401076689,2403435343,2394514719,1968128,1968128,1968128,1968128,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",17124097493,17122863668,17128479912,17118644933,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",1968132,1968132,1968128,1968128,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,62980096,0,0,0,0,0,0,0,0,0,0,0,1968128,62980096,"<OVERFLOW>","<OVERFLOW>",30597332873,0,0,0,0,31238127616,1968128,"<OVERFLOW>","<OVERFLOW>",984064,14967975118,0,0,0,0,0,0,0,"<OVERFLOW>",7872512,0,0,"<OVERFLOW>",5904384,0,0,0,0,"<OVERFLOW>",7872512,0,0
8192,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0,0,0,0,0,0,0,0,5358538773,5353947119,4194304,4194304,2097152,2097152,2097152,2097152,2679307220,2676964099,2681938421,2690812328,2097152,2097152,2097152,2097152,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",2097156,2097156,2097156,2097152,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,67108864,0,0,0,0,0,0,0,0,0,0,0,2097152,67108864,"<OVERFLOW>","<OVERFLOW>",33647793770,0,0,0,0,34359738368,2097152,"<OVERFLOW>","<OVERFLOW>",1048576,16462764068,0,0,0,0,0,0,0,"<OVERFLOW>",8388608,0,0,"<OVERFLOW>",6291456,0,0,0,0,"<OVERFLOW>",8388608,0,0
