2816,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.931920,0.254527,0.999384,5.882738,34.226840,99.931920,0.254527,2.446501,1.697531,0.705633,0.000000,0.000000,0.000000,3.631938,132.390370,273.814720,47.061905,0.000000,17.187496,12.500000,12.500000,92.626706,0.000000,47.061905,0.000000,0.000000,0.877227,7776.000000,21.131443,0.000000,0.000000,4.000000,16.000021,32.000000,32.000000,0,0,3489136640,697828233,1395654656,7929856,0,5,0,107707727,3834113,1395654726,7929857,0.000000,0.000000,941.238101,188.247864,47.061907,273.814754,0.000000,181.000000,87711545,44605440,5475771457,4237899525,44660948992,0,0,22330474496,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",1926955008,6641253147,6399221128,0.000000,22330474496,0,6407323648,0,697827328,30712332288,1498742784,0,0.000000,0,0.000000,0,0.000000,1395654656,7929856,0,273.814720,0,1.535193,0.000000,6.632804,0.000000
3072,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.924337,0.253993,0.999279,5.872519,31.320102,99.924337,0.253993,2.452571,1.698113,0.705542,0.000000,0.000000,0.000000,4.044842,95.013693,250.560819,46.980154,0.000000,17.187495,12.500000,12.500000,90.702080,0.000000,46.980154,0.000000,0.000000,0.876930,8480.000000,21.125957,0.000000,0.000000,4.000000,16.000026,32.000000,32.000000,0,0,4529848320,905971109,1811939328,9437184,0,5,0,156002222,3578619,1811939396,9437194,0.000000,0.000000,939.603072,187.920914,46.980155,250.561085,0.000000,139.000000,113819637,57802752,7124533016,5501100672,57982058496,0,0,28991029248,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",2500853760,8634376296,8320365748,0.000000,28991029248,0,8304721920,0,905969664,39872102400,1934622720,0,0.000000,0,0.000000,0,0.000000,1811939328,9437184,0,250.560819,0,1.532384,0.000000,6.612043,0.000000
3328,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.956973,0.254249,0.999417,5.881906,28.957077,99.956973,0.254249,2.449252,1.698606,0.705466,0.000000,0.000000,0.000000,3.931977,109.165777,231.656619,47.055251,0.000000,17.187496,12.500000,12.500000,91.778897,0.000000,47.055251,0.000000,0.000000,0.876968,9184.000000,21.126337,0.000000,0.000000,4.000000,16.000024,32.000000,32.000000,0,0,5759303680,1151862452,2303721472,11075584,0,6,0,192500955,5219254,2303721586,11075589,0.000000,0.000000,941.105016,188.221284,47.055253,231.656723,0.000000,131.000000,144654368,73375744,9042953305,6993223940,73719087104,0,0,36859543552,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",3178692608,10964113155,10565108721,0.000000,36859543552,0,10543955968,0,1151860736,50692947968,2447704064,0,0.000000,0,0.000000,0,0.000000,2303721472,11075584,0,231.656619,0,1.534872,0.000000,6.622209,0.000000
3584,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.973653,0.254112,0.999465,5.915954,27.044361,99.973653,0.254112,2.451209,1.699029,0.705400,0.000000,0.000000,0.000000,4.399643,84.047537,216.354889,47.327632,0.000000,17.187495,12.500000,12.500000,90.980894,0.000000,47.327632,0.000000,0.000000,0.876994,9888.000000,21.127618,0.000000,0.000000,4.000000,16.000025,32.000000,32.000000,0,0,7193231360,1438648545,2877292544,12845056,0,4,0,267477146,4989928,2877292814,12845057,0.000000,0.000000,946.552643,189.310828,47.327637,216.354906,0.000000,70.000000,180608169,91521024,11301093082,8733384029,92073361408,0,0,46036680704,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",3969122304,13698272364,13200175008,0.000000,46036680704,0,13153337344,0,1438646272,63313281024,3044278272,0,0.000000,0,0.000000,0,0.000000,2877292544,12845056,0,216.354889,0,1.534685,0.000000,6.621656,0.000000
3840,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.984468,0.254139,"<OVERFLOW>",5.882027,25.096649,99.984468,0.254139,2.451325,1.699396,0.705344,0.000000,0.000000,0.000000,4.025531,88.256113,200.773193,47.056217,0.000000,17.187496,12.500000,12.500000,91.408725,0.000000,47.056217,0.000000,0.000000,0.877118,10592.000000,21.130802,0.000000,0.000000,4.000000,16.000022,32.000000,32.000000,0,0,8847360000,1769474405,3538944000,14745600,0,7,0,302747003,6481888,3538944114,14745603,0.000000,0.000000,941.124344,188.225125,47.056219,200.773233,0.000000,99.000000,222074499,112435200,13897254768,10740623639,113246208000,0,0,56623104000,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",4880793600,16845205046,16232832279,0.000000,56623104000,0,16161177600,0,1769472000,77871513600,3730636800,0,0.000000,0,0.000000,0,0.000000,3538944000,14745600,0,200.773193,0,1.535347,0.000000,6.624990,0.000000
4096,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.960123,0.253983,"<OVERFLOW>",5.953531,23.814124,99.960123,0.253983,2.453153,1.699717,0.705294,0.000000,0.000000,0.000000,4.879642,69.679937,190.512996,47.628249,0.000000,17.187497,12.500000,12.500000,90.066070,0.000000,47.628249,0.000000,0.000000,0.877041,11296.000000,21.129508,0.000000,0.000000,4.000000,16.000019,32.000000,32.000000,0,0,10737418240,2147486213,4294967296,16777216,0,9,0,440030956,6136250,4294967368,16777224,0.000000,0.000000,952.564980,190.513224,47.628250,190.513086,0.000000,107.000000,269446297,136314880,16873869364,13034022156,137438953472,0,0,68719476736,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",5922357248,20450806807,19707884483,0.000000,68719476736,0,19595788288,0,2147483648,94506057728,4513071104,0,0.000000,0,0.000000,0,0.000000,4294967296,16777216,0,190.512996,0,1.534316,0.000000,6.615897,0.000000
4352,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.980598,0.254162,"<OVERFLOW>",5.954748,22.417875,99.980598,0.254162,2.450786,1.700000,0.705250,0.000000,0.000000,0.000000,4.411568,82.440440,179.343007,47.637986,0.000000,17.187496,12.500000,12.500000,90.868358,0.000000,47.637986,0.000000,0.000000,0.877058,12000.000000,21.129525,0.000000,0.000000,4.000000,16.000023,32.000000,32.000000,0,0,12879134720,2575830718,5151653888,18939904,0,2,0,477074603,8706300,5151654050,18939917,0.000000,0.000000,952.759730,190.552225,47.637988,179.343130,0.000000,19.000000,323116612,163356672,20225926133,15632641380,164852924416,0,0,82426462208,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",7102464000,24509085311,23618283544,0.000000,82426462208,0,23485480960,0,2575826944,113355325440,5397872640,0,0.000000,0,0.000000,0,0.000000,5151653888,18939904,0,179.343007,0,1.535969,0.000000,"<OVERFLOW>",0.000000
4608,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,99.982515,0.253703,"<OVERFLOW>",5.875621,20.891096,99.982515,0.253703,2.455941,1.700252,0.705211,0.000000,0.000000,0.000000,4.580581,60.044397,167.128773,47.004968,0.000000,17.187495,12.500000,12.500000,90.588540,0.000000,47.004968,0.000000,0.000000,0.876782,12704.000000,21.124164,0.000000,0.000000,4.000000,16.000025,32.000000,32.000000,0,0,15288238080,3057652431,6115295232,21233664,0,9,0,595928610,7628624,6115295298,21233669,0.000000,0.000000,940.099351,188.020166,47.004968,167.128812,0.000000,74.000000,383478413,193757184,24031034743,18555563271,195689447424,0,0,97844723712,0,0,0,0,0,"Mid (6)","Low (1)","Idle (0)","Low (1)","Low (1)","High (8)","Low (1)","Low (1)","Idle (0)",8429764608,29132772682,28075654741,0.000000,97844723712,0,27858567168,0,3057647616,134557728768,6391332864,0,0.000000,0,0.000000,0,0.000000,6115295232,21233664,0,167.128773,0,1.533451,0.000000,"<OVERFLOW>",0.000000
4864,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.956578,20.064263,"<OVERFLOW>","<OVERFLOW>",2.451078,1.700477,0.705176,0.000000,0.000000,0.000000,4.053580,75.398398,160.514110,47.652626,0.000000,17.187496,12.500000,12.500000,91.479805,0.000000,47.652626,0.000000,0.000000,"<OVERFLOW>",13408.000000,"<OVERFLOW>",0.000000,0.000000,4.000000,16.000021,32.000000,32.000000,0,0,17980456960,3596096017,7192182784,23658496,0,8,0,611804459,11113121,7192182948,23658501,0.000000,0.000000,953.052530,190.610751,47.652628,160.514144,0.000000,56.000000,450925713,227713024,28238632005,21821815850,230149849088,0,0,115074924544,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",9912909824,34210228889,32967287626,0.000000,115074924544,0,32743358464,0,3596091392,"<OVERFLOW>",7499743232,0,0.000000,0,0.000000,0,0.000000,7192182784,23658496,0,160.514110,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5120,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.950260,19.040832,"<OVERFLOW>","<OVERFLOW>",2.455048,1.700680,0.705145,0.000000,0.000000,0.000000,4.740555,55.955279,152.326655,47.602080,0.000000,17.187495,12.500000,12.500000,90.038099,0.000000,47.602080,0.000000,0.000000,"<OVERFLOW>",14112.000000,"<OVERFLOW>",0.000000,0.000000,4.000000,16.000026,32.000000,32.000000,0,0,20971520000,4194310834,8388608000,26214400,0,4,0,835397424,9629530,8388608116,26214401,0.000000,0.000000,952.041597,190.408630,47.602080,152.326661,0.000000,24.000000,525851267,265420800,32963166310,25450508621,268435456000,0,0,134217728000,0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",11560550400,39942251127,38492889520,0.000000,134217728000,0,38168166400,0,4194304000,"<OVERFLOW>",8729395200,0,0.000000,0,0.000000,0,0.000000,8388608000,26214400,0,152.326655,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5376,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.954604,18.147365,"<OVERFLOW>","<OVERFLOW>",2.453078,1.700864,0.705116,0.000000,0.000000,0.000000,4.477347,62.951656,145.178922,47.636834,0.000000,"<OVERFLOW>",12.500000,12.500000,90.676595,0.000000,47.636834,0.000000,0.000000,"<OVERFLOW>",14816.000000,"<OVERFLOW>",0.000000,0.000000,4.000000,16.000022,32.000000,32.000000,0,0,24277155840,4855437753,9710862336,28901376,0,5,0,912715965,12532050,9710862454,28901380,0.000000,0.000000,952.736676,190.547594,47.636834,145.178942,0.000000,26.000000,608649712,307077120,38131835066,29460702641,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",13381337088,46206797035,44529337687,0.000000,"<OVERFLOW>",0,44161302528,0,4855431168,"<OVERFLOW>",10086580224,0,0.000000,0,0.000000,0,0.000000,9710862336,28901376,0,145.178922,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5632,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.952442,17.316195,"<OVERFLOW>","<OVERFLOW>",2.455545,1.701031,0.705090,0.000000,0.000000,0.000000,4.772906,50.771116,138.529565,47.619538,0.000000,"<OVERFLOW>",12.500000,12.500000,90.124304,0.000000,47.619538,0.000000,0.000000,"<OVERFLOW>",15520.000000,"<OVERFLOW>",0.000000,0.000000,4.000000,16.000024,32.000000,32.000000,0,0,27913093120,5582627038,11165237248,31719424,0,6,0,1119091720,11625176,11165237932,31719430,0.000000,0.000000,952.390763,190.478440,47.619541,138.529592,0.000000,27.000000,699711757,352878592,43870272206,33871462298,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",15383920640,53159831739,51231522996,0.000000,"<OVERFLOW>",0,50751078400,0,5582618624,"<OVERFLOW>",11577589760,0,0.000000,0,0.000000,0,0.000000,11165237248,31719424,0,138.529565,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
5888,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.956162,16.573668,"<OVERFLOW>","<OVERFLOW>",2.453037,1.701183,0.705067,0.000000,0.000000,0.000000,4.488188,59.555994,132.589354,47.649299,0.000000,"<OVERFLOW>",12.500000,12.500000,90.950589,0.000000,47.649299,0.000000,0.000000,"<OVERFLOW>",16224.000000,"<OVERFLOW>",0.000000,0.000000,4.000000,16.000021,32.000000,32.000000,0,0,31895060480,6379020473,12758024192,34668544,0,4,0,1201705179,15572288,12758024312,34668552,0.000000,0.000000,952.985985,190.597447,47.649300,132.589384,0.000000,16.000000,799431397,403021824,50083718333,38701848367,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",17576951808,60693862752,58490868003,0.000000,"<OVERFLOW>",0,57965805568,0,6379012096,"<OVERFLOW>",13208715264,0,0.000000,0,0.000000,0,0.000000,12758024192,34668544,0,132.589354,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6144,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.946125,15.856334,"<OVERFLOW>","<OVERFLOW>",2.457665,1.701323,0.705045,0.000000,0.000000,0.000000,4.551783,44.930348,126.850671,47.569002,0.000000,"<OVERFLOW>",12.500000,12.500000,90.008575,0.000000,47.569002,0.000000,0.000000,"<OVERFLOW>",16928.000000,"<OVERFLOW>",0.000000,0.000000,"<OVERFLOW>",16.000023,32.000000,32.000000,0,0,"<OVERFLOW>",7247767767,14495514624,37748736,0,5,0,1387046868,13370555,14495514742,37748736,0.000000,0.000000,"<OVERFLOW>",190.276281,47.569002,126.850671,0.000000,17.000000,908197175,457703424,57005852476,43971032146,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",19969081344,69046402295,66543799971,0.000000,"<OVERFLOW>",0,65833795584,0,7247757312,"<OVERFLOW>",14986248192,0,0.000000,0,0.000000,0,0.000000,14495514624,37748736,0,126.850671,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
6400,"GeForce GTX 680 (1)","1","7","matMul(float*, float*, float*, int)",0.000000,100.000000,0.000000,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",5.955755,15.246732,"<OVERFLOW>","<OVERFLOW>",2.453074,1.701452,0.705025,0.000000,0.000000,0.000000,4.441175,55.688797,121.973858,47.646039,0.000000,"<OVERFLOW>",12.500000,12.500000,90.664369,0.000000,47.646039,0.000000,0.000000,"<OVERFLOW>",17632.000000,"<OVERFLOW>",0.000000,0.000000,"<OVERFLOW>",16.000024,32.000000,32.000000,0,0,"<OVERFLOW>",8192012417,16384000000,40960000,0,6,0,1527182971,18700836,16384000118,40960002,0.000000,0.000000,"<OVERFLOW>",190.584443,47.646039,121.973865,0.000000,18.000000,1026415874,517120000,64326148110,49697783052,"<OVERFLOW>",0,0,"<OVERFLOW>",0,0,0,0,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","Low (1)","Low (1)","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",22568960000,77932285072,75104066333,0.000000,"<OVERFLOW>",0,74383360000,0,8192000000,"<OVERFLOW>",16916480000,0,0.000000,0,0.000000,0,0.000000,16384000000,40960000,0,121.973858,0,"<OVERFLOW>","<OVERFLOW>","<OVERFLOW>",0.000000
