2816,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.998605,0.499850,1.514242,1.514064,21856.000000,100.000000,50.000000,49.995425,0.000000,35.406204,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,697827328,2093481984,0,0,2791309312,1982464,0,5,2815184720,1982470,722566792,1027842,0.000000,0.000000,27.154596,19.748796,54.309193,39.497594,0.000000,0.000000,74.962472,87.489458,14.058642,20.478196,27.154596,54.309193,39.497594,54.773725,39.497714,0.000000,104.000000,0.000000,0.000000,162.927579,54.309193,50.000000,50.000000,1395654656,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,44660948992,0,22330474496,0,0,10832183296,10832183680,"Low (2)","Low (1)","Low (1)","Low (2)",6.196253,16.021487,61.383482,0.000000,8.699744,5.724929,0.000062,0.738123,62.500000,"Mid (4)",22330474496,0,83897876480,0,5582618624,50251497472,11236605952,0,10132373760,349904896,349904896,4538851328,3840528384,0,0.000000,0.000000,0,0.000000,1.792759,0,2791309312,1982464,2.438450,0.000000,0.004307,1.231614
3072,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.999046,0.499865,1.524545,1.524596,23840.000000,100.000000,50.000000,49.995805,0.000000,35.652781,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,905969664,2717908992,0,0,3623878656,2359296,0,5,3654760482,2359302,937847054,1218061,0.000000,0.000000,27.345136,18.230090,54.690271,36.460180,0.000000,0.000000,74.965731,87.489404,14.153650,18.823718,27.345136,54.690271,36.460180,55.156329,36.460273,0.000000,81.000000,0.000000,0.000000,164.070814,54.690271,50.000000,50.000000,1811939328,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,57982058496,0,28991029248,0,0,14061404160,14061404488,"Low (2)","Low (1)","Low (1)","Low (2)",6.251505,16.123356,61.063131,0.000000,8.775543,5.793468,0.000044,0.743040,62.500000,"Mid (4)",28991029248,0,108905103360,0,7247757312,65239252992,14580449280,0,13153075400,454164480,454164480,5892341760,4985782272,0,0.000000,0.000000,0,0.000000,1.806800,0,3623878656,2359296,2.455505,0.000000,0.003974,1.245939
3328,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.999502,0.499880,1.518930,1.518907,25824.000000,100.000000,50.000000,49.996128,0.000000,35.519982,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,1151860736,3455582208,0,0,4607442944,2768896,0,5,4646630166,2768902,1192690648,1423817,0.000000,0.000000,27.247964,16.767978,54.495929,33.535955,0.000000,0.000000,74.964293,87.494619,14.106910,17.244802,27.247964,54.495929,33.535955,54.959427,33.536028,0.000000,63.000000,0.000000,0.000000,163.487786,54.495929,50.000000,50.000000,2303721472,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,73719087104,0,36859543552,0,0,17875992576,17875992905,"Low (2)","Low (1)","Low (1)","Low (2)",6.219530,16.061669,61.257422,0.000000,8.718401,5.762515,0.000015,0.738916,62.500000,"Mid (4)",36859543552,0,138444800000,0,9214885888,82945048576,18529452032,0,16721363145,577314816,577314816,7491248128,6338695168,0,0.000000,0.000000,0,0.000000,1.799219,0,4607442944,2768896,2.446651,0.000000,0.003650,1.237882
3584,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)",99.999422,0.499891,1.520526,1.520175,27808.000000,100.000000,50.000000,49.996404,0.000000,35.549844,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,1438646272,4315938816,0,0,5754585088,3211264,0,5,5803633690,3211294,1490371270,1647272,0.000000,0.000000,27.276620,15.586639,54.553240,31.173280,0.000000,0.000000,74.968724,87.493990,14.128661,15.990859,27.276620,54.553240,31.173280,55.018218,31.173571,0.000000,50.000000,0.000000,0.000000,163.659719,54.553240,50.000000,50.000000,2877292544,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,92073361408,0,46036680704,0,0,22324707328,22324708096,"Low (2)","Low (1)","Low (1)","Low (2)",6.226931,16.082602,61.190130,0.000000,8.742645,5.773173,0.000012,0.740575,62.500000,"Mid (4)",46036680704,0,172894453760,0,11509170176,103595376640,23133945856,0,20882850304,720928768,720928768,9356017664,7916568576,0,0.000000,0.000000,0,0.000000,1.801154,0,5754585088,3211264,2.449602,0.000000,0.003389,1.240542
3840,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499870,1.556359,1.557034,29792.000000,100.000000,50.000000,49.996643,0.000000,36.411969,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,1769472000,5308416000,0,0,7077888000,3686400,0,5,7136537276,3686430,1830555306,1887777,0.000000,0.000000,27.931557,14.896830,55.863114,29.793660,0.000000,0.000000,74.970708,87.478895,14.447886,15.257103,27.931557,55.863114,29.793660,56.326011,29.793902,0.000000,42.000000,0.000000,0.000000,167.589342,55.863114,50.000000,50.000000,3538944000,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,113246208000,0,56623104000,0,0,27456307200,27456307584,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.408478,16.446598,60.172866,0.000000,8.960659,5.967526,0.000023,0.753732,62.500000,"<OVERFLOW>",56623104000,0,212631552000,0,14155776000,127416729600,28444262400,0,25683149056,886579200,886579200,11507097600,9736704000,0,0.000000,0.000000,0,0.000000,1.849509,0,7077888000,3686400,"<OVERFLOW>","<OVERFLOW>",0.003250,1.286869
4096,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499881,1.555401,1.555639,31776.000000,100.000000,50.000000,49.996853,0.000000,36.379511,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,2147483648,6442450944,0,0,8589934592,4194304,0,5,8661302262,4194334,2221279567,2141497,0.000000,0.000000,27.910647,13.955323,55.821294,27.910646,0.000000,0.000000,74.972129,87.491083,14.434883,14.250413,27.910647,55.821294,27.910646,56.285073,27.910846,0.000000,34.000000,0.000000,0.000000,167.463881,55.821294,50.000000,50.000000,4294967296,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,137438953472,0,68719476736,0,0,33319550976,33319551360,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.410400,16.510733,59.953556,0.000000,9.045063,6.023908,0.000019,0.761319,62.500000,"<OVERFLOW>",68719476736,0,258033582080,0,17179869184,154635599872,34510733312,0,31167873280,1075838976,1075838976,13964935168,11816402944,0,0.000000,0.000000,0,0.000000,1.849763,0,8589934592,4194304,"<OVERFLOW>","<OVERFLOW>",0.003044,1.291958
4352,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499914,1.556291,1.556926,33760.000000,100.000000,50.000000,49.997038,0.000000,36.409753,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,2575826944,7727480832,0,0,10303307776,4734976,0,5,10388948412,4735006,2665485407,2410550,0.000000,0.000000,27.935119,13.145938,55.870239,26.291877,0.000000,0.000000,74.960651,87.458775,14.453737,13.385048,27.935119,55.870239,26.291877,56.334629,26.292043,0.000000,29.000000,0.000000,0.000000,167.610716,55.870239,50.000000,50.000000,5151653888,"Low (1)","Low (2)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,164852924416,0,82426462208,0,0,39963197440,39963198592,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.408466,16.466084,60.142121,0.000000,8.965324,5.972053,0.000016,0.754164,62.500000,"<OVERFLOW>",82426462208,0,309478031360,0,20606615552,185478479872,41383690240,0,37382636288,1290280960,1290280960,16749977600,14172966912,0,0.000000,0.000000,0,0.000000,1.850028,0,10303307776,4734976,"<OVERFLOW>","<OVERFLOW>",0.002865,1.288907
4608,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499902,1.516227,1.516139,35744.000000,100.000000,50.000000,49.997202,0.000000,35.456041,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,3057647616,9172942848,0,0,12230590464,5308416,0,5,12334915109,5308446,3169227754,2707394,0.000000,0.000000,27.208244,12.092552,54.416488,24.185105,0.000000,0.000000,74.942255,87.412799,14.100566,12.334867,27.208244,54.416488,24.185105,54.880651,24.185242,0.000000,23.000000,0.000000,0.000000,163.249465,54.416488,50.000000,50.000000,6115295232,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,195689447424,0,97844723712,0,0,47436005376,47436006144,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.208597,16.044305,61.291200,0.000000,8.722693,5.756640,0.000013,0.738947,62.500000,"<OVERFLOW>",97844723712,0,367342387200,0,24461180928,220171862016,49113464832,0,44373049856,1531478016,1531478016,19882672128,16823697408,0,0.000000,0.000000,0,0.000000,1.795830,0,12230590464,5308416,"<OVERFLOW>","<OVERFLOW>",0.002623,1.234983
4864,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499926,1.517684,1.517691,37728.000000,100.000000,50.000000,49.997349,0.000000,35.492436,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,3596091392,10788274176,0,0,14384365568,5914624,0,5,14506856672,5914684,3748208458,3027226,0.000000,0.000000,27.238388,11.468794,54.476775,22.937589,0.000000,0.000000,74.799809,87.124034,14.195295,11.739929,27.238388,54.476775,22.937589,54.940676,22.937821,0.000000,20.000000,0.000000,0.000000,163.430325,54.476775,50.000000,50.000000,7192182784,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,230149849088,0,115074924544,0,0,55786733568,55786734282,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.211485,16.036733,61.342786,0.000000,8.700944,5.733998,0.000012,0.737037,62.500000,"<OVERFLOW>",115074924544,0,432004136960,0,28768731136,258942238720,57750388736,0,52184728010,1801003008,1801003008,23383465984,19785895936,0,0.000000,0.000000,0,0.000000,1.797137,0,14384365568,5914624,"<OVERFLOW>","<OVERFLOW>",0.002486,1.234518
5120,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499914,1.523517,1.523609,39712.000000,100.000000,50.000000,49.997482,0.000000,35.630932,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,4194304000,12582912000,0,0,16777216000,6553600,0,5,16924065726,6553630,4366346279,3385876,0.000000,0.000000,27.240029,10.896011,54.480057,21.792023,0.000000,0.000000,74.833581,87.184555,14.178681,11.258710,27.240029,54.480057,21.792023,54.956917,21.792122,0.000000,17.000000,0.000000,0.000000,163.440172,54.480057,50.000000,50.000000,8388608000,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,268435456000,0,134217728000,0,0,65064140800,65064143872,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.249368,16.125431,61.072909,0.000000,8.763490,5.798839,0.000009,0.741574,62.500000,"<OVERFLOW>",134217728000,0,503840768000,0,33554432000,302016102400,67344793600,0,60863285248,2100428800,2100428800,27272806400,23076864000,0,0.000000,0.000000,0,0.000000,1.805985,0,16777216000,6553600,"<OVERFLOW>","<OVERFLOW>",0.002374,1.246006
5376,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.498981,1.516757,1.515095,41696.000000,100.000000,50.000000,49.997602,0.000000,35.431798,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,4855431168,14566293504,0,0,19421724672,7225344,8958,5,19593326002,23781887,5092684714,32764674,0.000000,0.000000,26.485145,10.089579,52.970290,20.179157,0.000000,0.000000,74.565872,86.730999,13.889651,91.506167,26.485145,52.970290,20.179157,53.438311,66.418769,25.618164,14.000000,0.000000,0.000000,158.910870,52.970290,50.000000,50.000000,9710862336,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,310747594752,0,155373797376,0,0,75316985856,75316986953,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.191667,15.985061,61.459812,0.000000,8.689938,5.703536,0.002911,0.735762,62.500000,"<OVERFLOW>",155373797376,0,583229767680,0,38843449344,349619945472,77947011072,0,70454330057,2431328256,2431328256,31571140608,26713903104,0,0.000000,0.000000,0,0.000000,1.793799,0,19421724672,7225344,"<OVERFLOW>","<OVERFLOW>",0.002248,1.229066
5632,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499926,1.504871,1.504638,43680.000000,100.000000,50.000000,49.997711,0.000000,35.187447,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,5582618624,16747855872,0,0,22330474496,7929856,0,5,22522255486,7929910,5913501599,4096881,0.000000,0.000000,27.004896,9.819962,54.009792,19.639924,0.000000,0.000000,74.355275,86.567650,14.302741,10.146770,27.004896,54.009792,19.639924,54.473645,19.640058,0.000000,12.000000,0.000000,0.000000,162.029376,54.009792,50.000000,50.000000,11165237248,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,357287591936,0,178643795968,0,0,86594027520,86594028288,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.153637,15.912698,61.669963,0.000000,8.644982,5.666601,0.000012,0.733167,62.500000,"<OVERFLOW>",178643795968,0,670548623360,0,44660948992,401980260352,89607372800,0,81003479552,2795274240,2795274240,36298915840,30714314752,0,0.000000,0.000000,0,0.000000,1.779651,0,22330474496,7929856,"<OVERFLOW>","<OVERFLOW>",0.002139,1.216803
5888,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499925,1.512930,1.513456,45664.000000,100.000000,50.000000,49.997810,0.000000,35.393732,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,6379012096,19137036288,0,0,25516048384,8667136,0,5,25734043513,8667190,6800244546,4464990,0.000000,0.000000,27.157768,9.446179,54.315535,18.892360,0.000000,0.000000,74.210631,86.186429,14.475553,9.732649,27.157768,54.315535,18.892360,54.779577,18.892477,0.000000,11.000000,0.000000,0.000000,162.946606,54.315535,50.000000,50.000000,12758024192,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,408256774144,0,204128387072,0,0,98944024576,98944025672,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.192076,15.980571,61.516790,0.000000,8.673617,5.674618,0.000007,0.734682,62.500000,"<OVERFLOW>",204128387072,0,766174822400,0,51032096768,459323539456,102376210432,0,92556346056,3193839616,3193839616,41476579328,35095400448,0,0.000000,0.000000,0,0.000000,1.790666,0,25516048384,8667136,"<OVERFLOW>","<OVERFLOW>",0.002069,1.225569
6144,"GeForce GTX 750 (0)","1","7","matMul(float*, float*, float*, int)","<OVERFLOW>",0.499931,1.521957,1.522007,47648.000000,100.000000,50.000000,49.997901,0.000000,35.593790,1.200000,1.000000,0.000000,0.000000,4.000000,4.000000,7247757312,21743271936,0,0,28991029248,9437184,0,5,29237308826,9437269,7722632465,4865575,0.000000,0.000000,27.317335,9.105778,54.634670,18.211556,0.000000,0.000000,74.227655,86.146906,14.553587,9.389421,27.317335,54.634670,18.211556,55.098793,18.211720,0.000000,10.000000,0.000000,0.000000,163.904010,54.634670,50.000000,50.000000,14495514624,"Low (1)","Low (1)","Low (3)","Idle (0)","Idle (0)","Low (3)",0,0,0,0,463856467968,0,231928233984,0,0,112415735808,112415737344,"Low (2)","Low (1)","<OVERFLOW>","<OVERFLOW>",6.237976,16.092807,61.187369,0.000000,8.752426,5.747335,0.000010,0.740247,62.500000,"<OVERFLOW>",231928233984,0,870485852160,0,57982058496,521876275200,116303855616,0,105158542336,3628597248,3628597248,47124578304,39874461696,0,0.000000,0.000000,0,0.000000,1.802881,0,28991029248,9437184,"<OVERFLOW>","<OVERFLOW>",0.001997,1.239832
