"","gpu_name","gpu_id","AppName","AppId","Input.Size","Duration","max_clock_rate","num_of_cores","Achieved.Occupancy","Executed.Load.Store.Instructions","Shared.Load.Transactions","Shared.Store.Transactions","Global.Load.Transactions","Global.Store.Transactions","Global.Load.Transactions.Per.Request","Global.Store.Transactions.Per.Request","Unified.Cache.Throughput","Floating.Point.Operations.Single.Precision.","Instructions.Issued","warps_launched","Block.X"
"748","TitanX",8,"subSeqMax",9,150994944,0.026204,1076,3072,0.083424,14603906,155844736,5013504,37748736,19968,7.994795,17.333333,26.205663,0,212077420,128,128
"749","TitanX",8,"subSeqMax",9,155189248,0.026963,1076,3072,0.083421,15009410,160170112,5152768,38797312,19968,7.994936,17.333333,25.727132,0,217967472,128,128
"750","TitanX",8,"subSeqMax",9,159383552,0.027877,1076,3072,0.083386,15414914,164495488,5292032,39845888,19968,7.995069,17.333333,25.69577,0,223857520,128,128
"751","TitanX",8,"subSeqMax",9,163577856,0.028403,1076,3072,0.083343,15820418,168820864,5431296,40894464,19968,7.995195,17.333333,26.475395,0,229747565,128,128
"752","TitanX",8,"subSeqMax",9,167772160,0.02918,1076,3072,0.083428,16225922,173146240,5570560,41943040,19968,7.995315,17.333333,24.606884,0,235637612,128,128
"753","TitanX",8,"subSeqMax",9,171966464,0.029958,1076,3072,0.083334,16631426,177471616,5709824,42991616,19968,7.995429,17.333333,25.934571,0,241527659,128,128
"754","TitanX",8,"subSeqMax",9,176160768,0.03123,1076,3072,0.083367,17036930,181796992,5849088,44040192,19968,7.995538,17.333333,25.213846,0,247417712,128,128
"755","TitanX",8,"subSeqMax",9,180355072,0.031601,1076,3072,0.083446,17442434,186122368,5988352,45088768,19968,7.995642,17.333333,24.650041,0,253307757,128,128
"756","TitanX",8,"subSeqMax",9,184549376,0.032314,1076,3072,0.083453,17847938,190447744,6127616,46137344,19968,7.995741,17.333333,24.049634,0,259197805,128,128
"757","TitanX",8,"subSeqMax",9,188743680,0.033094,1076,3072,0.083444,18253442,194773120,6266880,47185920,19968,7.995836,17.333333,24.636444,0,265087852,128,128
"758","TitanX",8,"subSeqMax",9,192937984,0.032786,1076,3072,0.083422,18658946,199098496,6406144,48234496,19968,7.995926,17.333333,24.553224,0,270977904,128,128
"759","TitanX",8,"subSeqMax",9,197132288,0.03466,1076,3072,0.083418,19064450,203423872,6545408,49283072,19968,7.996013,17.333333,23.586291,0,276867948,128,128
"760","TitanX",8,"subSeqMax",9,201326592,0.035702,1076,3072,0.08338,19469954,207749248,6684672,50331648,19968,7.996096,17.333333,23.370214,0,282757995,128,128
"761","TitanX",8,"subSeqMax",9,205520896,0.036206,1076,3072,0.083348,19875458,212074624,6823936,51380224,19968,7.996175,17.333333,23.962308,0,288648048,128,128
"762","TitanX",8,"subSeqMax",9,209715200,0.037022,1076,3072,0.083422,20280962,216400000,6963200,52428800,19968,7.996252,17.333333,23.197398,0,294538093,128,128
"763","TitanX",8,"subSeqMax",9,213909504,0.036843,1076,3072,0.08339,20686466,220725376,7102464,53477376,19968,7.996325,17.333333,23.15872,0,300428144,128,128
"764","TitanX",8,"subSeqMax",9,218103808,0.038707,1076,3072,0.083437,21091970,225050752,7241728,54525952,19968,7.996396,17.333333,24.458367,0,306318192,128,128
"765","TitanX",8,"subSeqMax",9,222298112,0.039529,1076,3072,0.083427,21497474,229376128,7380992,55574528,19968,7.996464,17.333333,23.448086,0,312208240,128,128
"766","TitanX",8,"subSeqMax",9,226492416,0.040376,1076,3072,0.083374,21902978,233701504,7520256,56623104,19968,7.996529,17.333333,24.978027,0,318098285,128,128
"767","TitanX",8,"subSeqMax",9,230686720,0.040885,1076,3072,0.083381,22308482,238026880,7659520,57671680,19968,7.996592,17.333333,24.012928,0,323988336,128,128
"768","TitanX",8,"subSeqMax",9,234881024,0.04195,1076,3072,0.083406,22713986,242352256,7798784,58720256,19968,7.996653,17.333333,24.390791,0,329878382,128,128
"769","TitanX",8,"subSeqMax",9,239075328,0.042563,1076,3072,0.08338,23119490,246677632,7938048,59768832,19968,7.996712,17.333333,22.577611,0,335768429,128,128
"770","TitanX",8,"subSeqMax",9,243269632,0.043503,1076,3072,0.083389,23524994,251003008,8077312,60817408,19968,7.996769,17.333333,22.401817,0,341658480,128,128
"771","TitanX",8,"subSeqMax",9,247463936,0.044049,1076,3072,0.083396,23930498,255328384,8216576,61865984,19968,7.996823,17.333333,22.482029,0,347548528,128,128
"772","TitanX",8,"subSeqMax",9,251658240,0.045271,1076,3072,0.083378,24336002,259653760,8355840,62914560,19968,7.996876,17.333333,22.503308,0,353438571,128,128
"773","TitanX",8,"subSeqMax",9,255852544,0.046107,1076,3072,0.083392,24741506,263979136,8495104,63963136,19968,7.996927,17.333333,24.51067,0,359328624,128,128
"774","TitanX",8,"subSeqMax",9,260046848,0.046058,1076,3072,0.083386,25147010,268304512,8634368,65011712,19968,7.996977,17.333333,23.241949,0,365218672,128,128
"775","TitanX",8,"subSeqMax",9,264241152,0.048618,1076,3072,0.083403,25552514,272629888,8773632,66060288,19968,7.997025,17.333333,23.799485,0,371108720,128,128
"776","TitanX",8,"subSeqMax",9,268435456,0.045067,1076,3072,0.083365,25958018,276955264,8912896,67108864,19968,7.997071,17.333333,21.815266,0,376998768,128,128
"777","GTX-980",9,"matMul_gpu_uncoalesced",1,256,0.000485802,1216,2048,0.989494,1058816,0,0,18874368,65536,18,32,228.856414,33554432,10826752,2048,16
"778","GTX-980",9,"matMul_gpu_uncoalesced",1,512,0.003867828,1216,2048,0.99102,8429568,0,0,150994944,262144,18,32,229.824247,268435456,86289408,8192,16
"779","GTX-980",9,"matMul_gpu_uncoalesced",1,768,0.013056,1216,2048,0.986597,28403712,0,0,509607936,589824,18,32,229.547052,905969664,290878192,18432,16
"780","GTX-980",9,"matMul_gpu_uncoalesced",1,1024,0.030933,1216,2048,0.991234,67272704,0,0,1207959552,1048576,18,32,234.287419,2147483648,689081078,32768,16
"781","GTX-980",9,"matMul_gpu_uncoalesced",1,1280,0.067851,1216,2048,0.983022,131328000,0,0,2359296000,1638400,18,32,244.666708,4194304000,1345385200,51200,16
"782","GTX-980",9,"matMul_gpu_uncoalesced",1,1536,0.107019,1216,2048,0.987167,226861056,0,0,4076863488,2359296,18,32,251.51479,7247757312,2324277997,73728,16
"783","GTX-980",9,"matMul_gpu_uncoalesced",1,1792,0.163759,1216,2048,0.989082,360163328,0,0,6473908224,3211264,18,32,248.961942,11509170176,3690246893,100352,16
"784","GTX-980",9,"matMul_gpu_uncoalesced",1,2048,0.244403,1216,2048,0.992833,537526272,0,0,9663676416,4194304,18,32,251.744294,17179869184,5507779584,131072,16
"785","GTX-980",9,"matMul_gpu_uncoalesced",1,2304,0.348456,1216,2048,0.98951,765241344,0,0,13759414272,5308416,18,32,244.863103,24461180928,7841362944,165888,16
"786","GTX-980",9,"matMul_gpu_uncoalesced",1,2560,0.477743,1216,2048,0.985802,1049600000,0,0,18874368000,6553600,18,32,241.992523,33554432000,10755484402,204800,16
"787","GTX-980",9,"matMul_gpu_uncoalesced",1,2816,0.635646,1216,2048,0.991605,1396893696,0,0,25121783808,7929856,18,32,235.957042,44660948992,14314631922,247808,16
"788","GTX-980",9,"matMul_gpu_uncoalesced",1,3072,0.825602,1216,2048,0.989803,1813413888,0,0,32614907904,9437184,18,32,238.618637,57982058496,18583292928,294912,16
"789","GTX-980",9,"matMul_gpu_uncoalesced",1,3328,1.049856,1216,2048,0.99142,2305452032,0,0,41466986496,11075584,18,32,236.115915,73719087104,23625954304,346112,16
"790","GTX-980",9,"matMul_gpu_uncoalesced",1,3584,1.312091,1216,2048,0.991295,2879299584,0,0,51791265792,12845056,18,32,232.930621,92073361408,29507106816,401408,16
"791","GTX-980",9,"matMul_gpu_uncoalesced",1,3840,1.612942,1216,2048,0.986995,3541248000,0,0,63700992000,14745600,18,32,231.315798,113246208000,36291231744,460800,16
"792","GTX-980",9,"matMul_gpu_uncoalesced",1,4096,1.954942,1216,2048,0.994359,4297588736,0,0,77309411328,16777216,18,32,238.58534,137438953472,44042816238,524288,16
"793","GTX-980",9,"matMul_gpu_uncoalesced",1,4352,2.368369,1216,2048,0.989321,5154613248,0,0,92729769984,18939904,18,32,230.640824,164852924416,52826354415,591872,16
"794","GTX-980",9,"matMul_gpu_uncoalesced",1,4608,2.792454,1216,2048,0.990929,6118612992,1,1,110075314176,21233664,18,32,230.432207,195689447424,62706333423,663552,16
"795","GTX-980",9,"matMul_gpu_uncoalesced",1,4864,3.322525,1216,2048,0.992491,7195879424,0,0,129459290112,23658496,18,32,234.945044,230149849088,73747231472,739328,16
"796","GTX-980",9,"matMul_gpu_uncoalesced",1,5120,3.882986,1216,2048,0.986378,8392704000,0,0,150994944000,26214400,18,32,231.444148,268435456000,86013548544,819200,16
"797","GTX-980",9,"matMul_gpu_uncoalesced",1,5376,4.489417,1216,2048,0.991109,9715378176,0,0,NA,28901376,NA,32,230.338054,310747594752,99569762031,903168,16
"798","GTX-980",9,"matMul_gpu_uncoalesced",1,5632,5.161064,1216,2048,0.992778,11170193408,0,0,NA,31719424,NA,32,231.056271,357287591936,114480363520,991232,16
"799","GTX-980",9,"matMul_gpu_uncoalesced",1,5888,5.900881,1216,2048,0.991855,12763441152,0,0,NA,34668544,NA,32,232.101397,408256774144,130809839343,1083392,16
"800","GTX-980",9,"matMul_gpu_uncoalesced",1,6144,6.708784,1216,2048,0.990689,14501412864,0,0,NA,37748736,NA,32,229.956269,463856467968,148622678016,1179648,16
"801","GTX-980",9,"matMul_gpu_uncoalesced",1,6400,7.59095,1216,2048,0.989109,16390400000,0,0,NA,40960000,NA,32,231.802177,5.24288e+11,167983365875,1280000,16
"802","GTX-980",9,"matMul_gpu_uncoalesced",1,6656,8.532826,1216,2048,0.99238,18436694016,0,0,NA,44302336,NA,32,231.336345,589752696832,188956391154,1384448,16
"803","GTX-980",9,"matMul_gpu_uncoalesced",1,6912,9.578008,1216,2048,0.990971,20646586368,0,0,NA,47775744,NA,32,230.532067,660451885056,211606244080,1492992,16
"804","GTX-980",9,"matMul_gpu_uncoalesced",1,7168,10.816993,1216,2048,0.992221,23026368512,0,0,NA,51380224,NA,32,230.140358,736586891264,235997402867,1605632,16
"805","GTX-980",9,"matMul_gpu_uncoalesced",1,7424,12.207743,1216,2048,0.992141,25582331904,0,0,NA,55115776,NA,32,230.147754,818359042048,262194367488,1722368,16
"806","GTX-980",9,"matMul_gpu_uncoalesced",1,7680,13.740806,1216,2048,0.920027,28320768000,0,0,NA,58982400,NA,32,229.498817,905969664000,290261612544,1843200,16
"807","GTX-980",9,"matMul_gpu_uncoalesced",1,7936,15.141004,1216,2048,0.992713,31247968256,0,0,NA,62980096,NA,32,232.552033,999620083712,320263637747,1968128,16
"808","GTX-980",9,"matMul_gpu_uncoalesced",1,8192,16.454576,1216,2048,0.991025,34370224128,0,0,NA,67108864,NA,32,NA,1099511627776,352264922112,2097152,16
"809","GTX-980",9,"matMul_gpu",2,256,0.000169209,1216,2048,0.845721,1058816,0,0,6291456,8192,6,4,823.392244,33554432,10826752,2048,16
"810","GTX-980",9,"matMul_gpu",2,512,0.001233136,1216,2048,0.915082,8429568,0,0,50331648,32768,6,4,906.071221,268435456,86289135,8192,16
"811","GTX-980",9,"matMul_gpu",2,768,0.004098463,1216,2048,0.927052,28403712,0,0,169869312,73728,6,4,916.90479,905969664,290878464,18432,16
"812","GTX-980",9,"matMul_gpu",2,1024,0.009537735,1216,2048,0.937586,67272704,0,0,402653184,131072,6,4,927.887269,2147483648,689081074,32768,16
"813","GTX-980",9,"matMul_gpu",2,1280,0.018676,1216,2048,0.924782,131328000,0,0,786432000,204800,6,4,893.928427,4194304000,1345385199,51200,16
"814","GTX-980",9,"matMul_gpu",2,1536,0.032203,1216,2048,0.934945,226861056,0,0,1358954496,294912,6,4,844.128275,7247757312,2324278272,73728,16
"815","GTX-980",9,"matMul_gpu",2,1792,0.051039,1216,2048,0.937488,360163328,0,0,2157969408,401408,6,4,833.721253,11509170176,3690246895,100352,16
"816","GTX-980",9,"matMul_gpu",2,2048,0.076185,1216,2048,0.916534,537526272,0,0,3221225472,524288,6,4,832.111376,17179869184,5507779584,131072,16
"817","GTX-980",9,"matMul_gpu",2,2304,0.098118,1216,2048,0.92984,765241344,0,0,4586471424,663552,6,4,835.017273,24461180928,7841362944,165888,16
"818","GTX-980",9,"matMul_gpu",2,2560,0.134374,1216,2048,0.947863,1049600000,0,0,6291456000,819200,6,4,835.615477,33554432000,10755484403,204800,16
"819","GTX-980",9,"matMul_gpu",2,2816,0.177049,1216,2048,0.93224,1396893696,0,0,8373927936,991232,6,4,835.155918,44660948992,14314632192,247808,16
"820","GTX-980",9,"matMul_gpu",2,3072,0.233936,1216,2048,0.928136,1813413888,0,0,10871635968,1179648,6,4,829.702425,57982058496,18583292655,294912,16
"821","GTX-980",9,"matMul_gpu",2,3328,0.304003,1216,2048,0.939411,2305452032,0,0,13822328832,1384448,6,4,824.834921,73719087104,23625954031,346112,16
"822","GTX-980",9,"matMul_gpu",2,3584,0.391221,1216,2048,0.930646,2879299584,0,0,17263755264,1605632,6,4,814.77595,92073361408,29507103469,401408,16
"823","GTX-980",9,"matMul_gpu",2,3840,0.49626,1216,2048,0.911573,3541248000,0,0,21233664000,1843200,6,4,804.41497,113246208000,36291228672,460800,16
"824","GTX-980",9,"matMul_gpu",2,4096,0.59528,1216,2048,0.910467,4297588736,0,0,25769803776,2097152,6,4,811.360658,137438953472,44042816512,524288,16
"825","GTX-980",9,"matMul_gpu",2,4352,0.740452,1216,2048,0.911646,5154613248,0,0,30909923328,2367488,6,4,796.661677,164852924416,52826354420,591872,16
"826","GTX-980",9,"matMul_gpu",2,4608,0.874135,1216,2048,0.9092,6118612992,0,0,36691771392,2654208,6,4,793.760882,195689447424,62706330624,663552,16
"827","GTX-980",9,"matMul_gpu",2,4864,1.041883,1216,2048,0.907324,7195879424,0,0,43153096704,2957312,6,4,788.420615,230149849088,73747231744,739328,16
"828","GTX-980",9,"matMul_gpu",2,5120,1.218706,1216,2048,0.896062,8392704000,0,0,50331648000,3276800,6,4,788.67187,268435456000,86013545472,819200,16
"829","GTX-980",9,"matMul_gpu",2,5376,1.415257,1216,2048,0.896537,9715378176,0,0,58265174016,3612672,6,4,784.7153,310747594752,99569758964,903168,16
"830","GTX-980",9,"matMul_gpu",2,5632,1.637091,1216,2048,0.894917,11170193408,0,0,66991423488,3964928,6,4,780.834931,357287591936,114480363520,991232,16
"831","GTX-980",9,"matMul_gpu",2,5888,1.875817,1216,2048,0.888649,12763441152,0,0,76548145152,4333568,6,4,778.841995,408256774144,130809836544,1083392,16
"832","GTX-980",9,"matMul_gpu",2,6144,2.136421,1216,2048,0.892598,14501412864,0,0,86973087744,4718592,6,4,777.678473,463856467968,148622674678,1179648,16
"833","GTX-980",9,"matMul_gpu",2,6400,2.439243,1216,2048,0.891447,16390400000,0,0,9.8304e+10,5120000,6,4,771.719938,5.24288e+11,167983363072,1280000,16
"834","GTX-980",9,"matMul_gpu",2,6656,2.750801,1216,2048,0.884539,18436694016,0,0,110578630656,5537792,6,4,771.346694,589752696832,188956391424,1384448,16
"835","GTX-980",9,"matMul_gpu",2,6912,3.089953,1216,2048,0.887461,20646586368,0,0,123834728448,5971968,6,4,768.531347,660451885056,211606238208,1492992,16
"836","GTX-980",9,"matMul_gpu",2,7168,3.459759,1216,2048,0.888354,23026368512,0,0,138110042112,6422528,6,4,768.022256,736586891264,235997403136,1605632,16
"837","GTX-980",9,"matMul_gpu",2,7424,3.862662,1216,2048,0.885851,25582331904,0,0,153442320384,6889472,6,4,764.36799,818359042048,262194364416,1722368,16
"838","GTX-980",9,"matMul_gpu",2,7680,4.302052,1216,2048,0.882311,28320768000,0,0,NA,7372800,NA,4,762.223101,905969664000,290261609204,1843200,16
"839","GTX-980",9,"matMul_gpu",2,7936,4.76137,1216,2048,0.886005,31247968256,0,0,NA,7872512,NA,4,758.567732,999620083712,320263634672,1968128,16
"840","GTX-980",9,"matMul_gpu",2,8192,5.241201,1216,2048,0.882899,34370224128,0,0,NA,8388608,NA,4,NA,1099511627776,352264919040,2097152,16
"841","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,256,0.000181912,1216,2048,0.977383,862208,2621440,524288,2097152,65536,32,32,42.175927,33554432,1969152,2048,16
"842","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,512,0.001407333,1216,2048,0.993192,6856704,20971520,4194304,16777216,262144,32,32,46.723068,268435456,15469293,8192,16
"843","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,768,0.004744187,1216,2048,0.994295,23095296,70778880,14155776,56623104,589824,32,32,46.541494,905969664,51907312,18432,16
"844","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,1024,0.01124,1216,2048,0.99594,54689792,167772160,33554432,134217728,1048576,32,32,47.092118,2147483648,122686464,32768,16
"845","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,1280,0.023284,1216,2048,0.996812,106752000,327680000,65536000,262144000,1638400,32,32,47.098735,4194304000,239209472,51200,16
"846","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,1536,0.040151,1216,2048,0.995858,184393728,566231040,113246208,452984832,2359296,32,32,44.02676,7247757312,412879872,73728,16
"847","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,1792,0.063643,1216,2048,0.996279,292726784,899153920,179830784,719323136,3211264,32,32,43.929501,11509170176,655100654,100352,16
"848","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,2048,0.09115,1216,2048,0.996946,436862976,1342177280,268435456,1073741824,4194304,32,32,42.458366,17179869184,977275635,131072,16
"849","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,2304,0.120849,1216,2048,0.996531,621914112,1911029760,382205952,1528823808,5308416,32,32,42.679752,24461180928,1390808064,165888,16
"850","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,2560,0.165743,1216,2048,0.997636,852992000,2621440000,524288000,2097152000,6553600,32,32,42.385508,33554432000,1907100402,204800,16
"851","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,2816,0.220503,1216,2048,0.997961,1135208448,3489136640,697827328,2791309312,7929856,32,32,42.644041,44660948992,2537556992,247808,16
"852","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,3072,0.286358,1216,2048,0.998282,1473675264,4529848320,905969664,3623878656,9437184,32,32,42.18176,57982058496,3293580288,294912,16
"853","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,3328,0.363925,1216,2048,0.998405,1873504256,5759303680,1151860736,4607442944,11075584,32,32,42.619617,73719087104,4186573542,346112,16
"854","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,3584,0.454394,1216,2048,0.998588,2339807232,7193231360,1438646272,5754585088,12845056,32,32,42.456194,92073361408,5227940592,401408,16
"855","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,3840,0.558987,1216,2048,0.998455,2877696000,8847360000,1769472000,7077888000,14745600,32,32,42.489556,113246208000,6429084403,460800,16
"856","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,4096,0.677625,1216,2048,0.998792,3492282368,10737418240,2147483648,8589934592,16777216,32,32,42.537954,137438953472,7801408239,524288,16
"857","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,4352,0.813746,1216,2048,0.998665,4188678144,12879134720,2575826944,10303307776,18939904,32,32,42.746428,164852924416,9356315648,591872,16
"858","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,4608,0.965498,1216,2048,0.998978,4971995136,15288238080,3057647616,12230590464,21233664,32,32,42.200349,195689447424,11105209344,663552,16
"859","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,4864,1.135689,1216,2048,0.998812,5847345152,17980456960,3596091392,14384365568,23658496,32,32,42.20553,230149849088,13059495936,739328,16
"860","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,5120,1.324928,1216,2048,0.998681,6819840000,20971520000,4194304000,16777216000,26214400,32,32,42.769342,268435456000,15230569472,819200,16
"861","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,5376,1.53319,1216,2048,0.998974,7894591488,24277155840,4855431168,19421724672,28901376,32,32,42.406071,310747594752,17629845232,903168,16
"862","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,5632,1.762855,1216,2048,0.998714,9076711424,27913093120,5582618624,22330474496,31719424,32,32,42.205212,357287591936,20268715008,991232,16
"863","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,5888,2.014292,1216,2048,0.999048,10371311616,31895060480,6379012096,25516048384,34668544,32,32,42.591729,408256774144,23158590464,1083392,16
"864","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,6144,2.287942,1216,2048,0.999089,11783503872,36238786560,7247757312,28991029248,37748736,32,32,42.881498,463856467968,26310875136,1179648,16
"865","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,6400,2.586993,1216,2048,0.99917,13318400000,4.096e+10,8.192e+09,3.2768e+10,40960000,32,32,43.233911,5.24288e+11,29736965866,1280000,16
"866","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,6656,2.909832,1216,2048,0.99897,14981111808,46074429440,9214885888,36859543552,44302336,32,32,42.574052,589752696832,33448266752,1384448,16
"867","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,6912,3.258457,1216,2048,0.999148,16776751104,51597803520,10319560704,41278242816,47775744,32,32,42.82207,660451885056,37456189168,1492992,16
"868","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,7168,3.633351,1216,2048,0.998973,18710429696,57545850880,11509170176,46036680704,51380224,32,32,42.337461,736586891264,41772128256,1605632,16
"869","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,7424,4.038701,1216,2048,0.999214,20787259392,63934300160,12786860032,51147440128,55115776,32,32,42.903984,818359042048,46407486191,1722368,16
"870","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,7680,4.471472,1216,2048,0.999067,23012352000,70778880000,14155776000,56623104000,58982400,32,32,42.500395,905969664000,51373676544,1843200,16
"871","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,7936,4.933374,1216,2048,0.999273,25390819328,78095319040,15619063808,62476255232,62980096,32,32,43.004309,999620083712,56682092544,1968128,16
"872","GTX-980",9,"matMul_gpu_sharedmem_uncoalesced",3,8192,5.423017,1216,2048,0.999241,27927773184,85899345920,17179869184,68719476736,67108864,32,32,43.147048,1099511627776,62344140528,2097152,16
"873","GTX-980",9,"matMul_gpu_sharedmem",4,256,5.4942e-05,1216,2048,0.934178,862208,786432,65536,524288,8192,8,4,126.091448,33554432,1968882,2048,16
"874","GTX-980",9,"matMul_gpu_sharedmem",4,512,0.000415661,1216,2048,0.968605,6856704,6291456,524288,4194304,32768,8,4,146.003135,268435456,15469568,8192,16
"875","GTX-980",9,"matMul_gpu_sharedmem",4,768,0.001414113,1216,2048,0.986235,23095296,21233664,1769472,14155776,73728,8,4,148.350188,905969664,51907584,18432,16
"876","GTX-980",9,"matMul_gpu_sharedmem",4,1024,0.003400326,1216,2048,0.987299,54689792,50331648,4194304,33554432,131072,8,4,148.24654,2147483648,122686192,32768,16
"877","GTX-980",9,"matMul_gpu_sharedmem",4,1280,0.007309079,1216,2048,0.990208,106752000,98304000,8192000,65536000,204800,8,4,146.831742,4194304000,239209472,51200,16
"878","GTX-980",9,"matMul_gpu_sharedmem",4,1536,0.012607,1216,2048,0.991139,184393728,169869312,14155776,113246208,294912,8,4,138.613339,7247757312,412879872,73728,16
"879","GTX-980",9,"matMul_gpu_sharedmem",4,1792,0.020026,1216,2048,0.994277,292726784,269746176,22478848,179830784,401408,8,4,138.465041,11509170176,655100655,100352,16
"880","GTX-980",9,"matMul_gpu_sharedmem",4,2048,0.029641,1216,2048,0.995171,436862976,402653184,33554432,268435456,524288,8,4,135.213454,17179869184,977275904,131072,16
"881","GTX-980",9,"matMul_gpu_sharedmem",4,2304,0.042362,1216,2048,0.995516,621914112,573308928,47775744,382205952,663552,8,4,136.836826,24461180928,1390807791,165888,16
"882","GTX-980",9,"matMul_gpu_sharedmem",4,2560,0.058081,1216,2048,0.996157,852992000,786432000,65536000,524288000,819200,8,4,134.56724,33554432000,1907100400,204800,16
"883","GTX-980",9,"matMul_gpu_sharedmem",4,2816,0.07162,1216,2048,0.996501,1135208448,1046740992,87228416,697827328,991232,8,4,134.479848,44660948992,2537556723,247808,16
"884","GTX-980",9,"matMul_gpu_sharedmem",4,3072,0.090709,1216,2048,0.996731,1473675264,1358954496,113246208,905969664,1179648,8,4,134.727315,57982058496,3293580288,294912,16
"885","GTX-980",9,"matMul_gpu_sharedmem",4,3328,0.115908,1216,2048,0.996756,1873504256,1727791104,143982592,1151860736,1384448,8,4,134.374325,73719087104,4186573554,346112,16
"886","GTX-980",9,"matMul_gpu_sharedmem",4,3584,0.144447,1216,2048,0.996925,2339807232,2157969408,179830784,1438646272,1605632,8,4,134.736266,92073361408,5227940591,401408,16
"887","GTX-980",9,"matMul_gpu_sharedmem",4,3840,0.178692,1216,2048,0.99699,2877696000,2654208000,221184000,1769472000,1843200,8,4,134.153227,113246208000,6429084398,460800,16
"888","GTX-980",9,"matMul_gpu_sharedmem",4,4096,0.214898,1216,2048,0.997189,3492282368,3221225472,268435456,2147483648,2097152,8,4,136.056862,137438953472,7801408512,524288,16
"889","GTX-980",9,"matMul_gpu_sharedmem",4,4352,0.25947,1216,2048,0.997688,4188678144,3863740416,321978368,2575826944,2367488,8,4,134.045552,164852924416,9356315376,591872,16
"890","GTX-980",9,"matMul_gpu_sharedmem",4,4608,0.307818,1216,2048,0.997969,4971995136,4586471424,382205952,3057647616,2654208,8,4,134.36387,195689447424,11105209071,663552,16
"891","GTX-980",9,"matMul_gpu_sharedmem",4,4864,0.364953,1216,2048,0.997878,5847345152,5394137088,449511424,3596091392,2957312,8,4,134.745932,230149849088,13059492591,739328,16
"892","GTX-980",9,"matMul_gpu_sharedmem",4,5120,0.426669,1216,2048,0.99803,6819840000,6291456000,524288000,4194304000,3276800,8,4,134.785367,268435456000,15230569472,819200,16
"893","GTX-980",9,"matMul_gpu_sharedmem",4,5376,0.496213,1216,2048,0.997749,7894591488,7283146752,606928896,4855431168,3612672,8,4,134.23951,310747594752,17629842160,903168,16
"894","GTX-980",9,"matMul_gpu_sharedmem",4,5632,0.569381,1216,2048,0.998075,9076711424,8373927936,697827328,5582618624,3964928,8,4,134.625073,357287591936,20268714741,991232,16
"895","GTX-980",9,"matMul_gpu_sharedmem",4,5888,0.655999,1216,2048,0.998104,10371311616,9568518144,797376512,6379012096,4333568,8,4,133.892573,408256774144,23158590195,1083392,16
"896","GTX-980",9,"matMul_gpu_sharedmem",4,6144,0.743323,1216,2048,0.998252,11783503872,10871635968,905969664,7247757312,4718592,8,4,134.591184,463856467968,26310872064,1179648,16
"897","GTX-980",9,"matMul_gpu_sharedmem",4,6400,0.846519,1216,2048,0.99819,13318400000,1.2288e+10,1.024e+09,8.192e+09,5120000,8,4,134.36188,5.24288e+11,29736965875,1280000,16
"898","GTX-980",9,"matMul_gpu_sharedmem",4,6656,0.951153,1216,2048,0.998404,14981111808,13822328832,1151860736,9214885888,5537792,8,4,134.407025,589752696832,33448266483,1384448,16
"899","GTX-980",9,"matMul_gpu_sharedmem",4,6912,1.064726,1216,2048,0.998355,16776751104,15479341057,1289945089,10319560704,5971968,8,4,133.76843,660451885056,37456186368,1492992,16
"900","GTX-980",9,"matMul_gpu_sharedmem",4,7168,1.185932,1216,2048,0.998456,18710429696,17263755264,1438646272,11509170176,6422528,8,4,134.436466,736586891264,41772124911,1605632,16
